,Sprint_runner,Exchange_runner,Result_runner,Arm_Strength_runner,Result_catcher,Exchange_catcher,Arm_Strength_catcher,Sprint_catcher,Result
0,28.013333333333346,0.7279999999999999,0.6333333333333333,79.72399999999999,0.7333333333333333,0.7319999999999997,86.48000000000005,27.455172413793107,0
1,27.260000000000012,0.7122222222222224,0.9,80.22222222222223,0.7666666666666667,0.75,81.40000000000005,28.073076923076933,1
2,27.260000000000012,0.7122222222222224,0.9,80.22222222222223,0.7666666666666667,0.75,81.40000000000005,28.073076923076933,1
3,27.959999999999983,0.72,1.0,77.21428571428571,0.6666666666666666,0.7059999999999998,82.29999999999998,28.318749999999994,1
4,29.899999999999984,0.7325,0.9,82.17499999999998,0.6333333333333333,0.75,84.37666666666672,27.542857142857144,1
5,29.899999999999984,0.7325,0.9,82.17499999999998,0.6333333333333333,0.75,84.37666666666672,27.542857142857144,1
6,28.279999999999987,0.7425000000000002,0.8,81.56250000000001,0.7666666666666667,0.7393333333333335,78.19333333333334,28.200000000000003,1
7,28.01999999999998,0.7160000000000001,0.9,83.30999999999999,0.8,0.7699999999999997,73.59999999999995,28.03571428571428,0
8,28.4,0.7049999999999998,0.5333333333333333,79.42142857142856,0.8,0.7699999999999997,73.59999999999995,28.03571428571428,1
9,29.899999999999984,0.7185714285714285,0.8,80.09999999999998,0.7666666666666667,0.7600000000000002,84.54999999999995,27.93529411764706,1
10,29.36,0.7222222222222221,0.6,81.45555555555555,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,1
11,27.92000000000002,0.7433333333333332,0.6,81.83333333333336,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,1
12,29.36,0.7222222222222221,0.6,81.45555555555555,0.6666666666666666,0.686,77.46000000000002,27.585714285714285,1
13,26.139999999999997,0.7541666666666668,0.5,82.06666666666668,0.6666666666666666,0.7146666666666666,77.5,27.486956521739128,1
14,28.769999999999982,0.7433333333333334,1.0,79.06666666666666,0.9,0.7039999999999995,76.0,28.337037037037035,0
15,27.29999999999999,0.7377777777777781,0.8,80.6,0.8666666666666667,0.8066666666666664,75.70666666666668,28.11764705882353,1
16,28.01999999999999,0.7077777777777777,0.9,82.18888888888893,0.7666666666666667,0.7046666666666666,79.92000000000003,28.447619047619042,1
17,28.0,0.7228571428571429,0.8,80.22857142857144,0.6333333333333333,0.75,84.36666666666672,27.600000000000005,1
18,27.670000000000012,0.728,0.9,83.93000000000002,0.9,0.7906666666666671,81.60666666666665,27.89629629629629,1
19,27.419999999999984,0.7280000000000001,0.9,81.35999999999999,0.7666666666666667,0.7166666666666665,79.5,28.372222222222224,1
20,28.38,0.7388888888888888,0.9,80.32222222222221,0.7333333333333333,0.7073333333333335,81.81666666666665,27.895454545454548,1
21,28.38,0.7388888888888888,0.9,80.32222222222221,0.7333333333333333,0.7073333333333335,81.81666666666665,27.895454545454548,0
22,27.29999999999999,0.7388888888888888,0.7,79.72222222222223,0.9,0.756,82.17999999999999,27.812499999999996,1
23,27.29999999999999,0.7388888888888888,0.7,79.72222222222223,0.9,0.756,82.17999999999999,27.812499999999996,1
24,26.86,0.7622222222222222,0.8,80.87777777777777,0.8333333333333334,0.7399999999999997,78.5,28.04074074074074,1
25,29.899999999999984,0.7400000000000001,0.9,79.1,0.7333333333333333,0.7306666666666664,86.74333333333338,27.392857142857146,1
26,27.20000000000001,0.7155555555555552,0.8,80.94444444444447,0.8,0.7399999999999997,78.5,27.87307692307692,1
27,25.12000000000001,0.7352380952380952,0.7333333333333333,79.71428571428571,0.6666666666666666,0.6833333333333335,77.46666666666668,27.784615384615385,1
28,28.34,0.7377777777777779,0.9,80.21111111111111,0.7333333333333333,0.7066666666666668,81.83333333333331,27.868181818181814,1
29,29.309999999999985,0.7280000000000001,1.0,85.10999999999996,0.7666666666666667,0.7500000000000004,75.35000000000004,28.35769230769231,1
30,27.719999999999985,0.7022222222222224,0.7,81.2222222222222,0.7333333333333333,0.7773333333333334,81.38666666666667,27.804347826086957,1
31,28.560000000000002,0.7349999999999998,0.9,78.45,0.7666666666666667,0.7920000000000003,88.44,28.345454545454537,1
32,27.62000000000001,0.7277272727272728,0.8,81.95909090909092,0.8,0.7679999999999995,81.99666666666671,27.791304347826085,0
33,28.600000000000016,0.7300000000000002,0.9,79.6888888888889,0.8,0.8433333333333335,81.26666666666665,27.954999999999995,1
34,28.399999999999984,0.7250000000000001,0.9,80.73999999999995,0.8,0.8433333333333335,81.26666666666665,27.954999999999995,1
35,28.399999999999984,0.7250000000000001,0.9,80.73999999999995,0.8,0.8433333333333335,81.26666666666665,27.954999999999995,1
36,25.12000000000001,0.7255555555555554,0.7,83.82222222222221,0.9333333333333333,0.7563333333333333,82.19,27.966666666666665,0
37,27.29999999999999,0.7422222222222219,0.6666666666666666,78.41111111111113,0.6666666666666666,0.7279999999999998,87.27000000000004,27.37692307692308,1
38,28.379999999999995,0.7433333333333336,0.8,79.4111111111111,0.6666666666666666,0.7279999999999998,87.27000000000004,27.37692307692308,1
39,27.426666666666684,0.7339285714285716,0.8666666666666667,77.64090909090909,0.9,0.75,80.04000000000002,28.126666666666665,0
40,28.600000000000016,0.754,0.8,82.49000000000002,0.8666666666666667,0.7399999999999997,78.5,28.05555555555556,0
41,27.760000000000016,0.7379999999999999,0.6,81.82000000000001,0.7,0.7763333333333334,81.45666666666666,27.87391304347826,1
42,26.979999999999997,0.7000000000000002,0.7,79.86666666666665,0.7,0.7763333333333334,81.45666666666666,27.87391304347826,1
43,29.290000000000003,0.7162499999999999,0.6,81.39999999999998,0.7,0.7763333333333334,81.45666666666666,27.87391304347826,1
44,28.180000000000007,0.74,0.5,82.96,0.6666666666666666,0.6963333333333329,78.09666666666665,27.573913043478257,0
45,27.819999999999997,0.7366666666666665,0.7,81.07777777777777,0.6666666666666666,0.7266666666666663,87.53333333333337,27.31923076923077,0
46,29.200000000000014,0.7240000000000001,0.7,78.03999999999999,0.8666666666666667,0.7399999999999997,78.5,27.734615384615385,1
47,29.200000000000014,0.7240000000000001,0.7,78.03999999999999,0.8666666666666667,0.7399999999999997,78.5,27.734615384615385,0
