,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,607208,Trea Turner,527054,Julio Teheran,571718,Brian Goodwin,R,Chris Stewart,455755,0,3,1,True,2018-04-03,Stolen,2B,2018,2019,30.3,2019,30.3,2019,30.3,2019,30.3
1,1,1,1,1B,2B,Stolen Base 2B,607208,Trea Turner,527054,Julio Teheran,571718,Brian Goodwin,R,Chris Stewart,455755,8,5,3,True,2018-04-03,Stolen,2B,2018,2019,30.3,2019,30.3,2019,30.3,2019,30.3
2,2,2,2,1B,2B,Stolen Base 2B,572191,Michael A. Taylor,434671,Aníbal Sánchez,600474,Pedro Severino,R,Chris Stewart,455755,1,6,7,True,2018-04-02,Stolen,2B,2018,2019,30.3,2019,30.3,2019,30.3,2019,30.3
3,3,3,3,1B,2B,Stolen Base 2B,460075,Ryan Braun,543037,Gerrit Cole,543768,Travis Shaw,R,Chris Stewart,455755,2,2,3,False,2017-09-12,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
4,4,4,4,1B,,Caught Stealing 2B,542979,Keon Broxton,543037,Gerrit Cole,502026,Jeremy Jeffress,R,Chris Stewart,455755,5,2,4,False,2017-09-12,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
5,5,5,5,2B,3B,Stolen Base 3B,543768,Travis Shaw,605333,Jack Leathersich,542979,Keon Broxton,L,Chris Stewart,455755,5,2,8,False,2017-09-12,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
6,6,6,6,1B,2B,Stolen Base 2B,570267,Domingo Santana,605333,Jack Leathersich,542979,Keon Broxton,L,Chris Stewart,455755,5,2,8,False,2017-09-12,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
7,7,7,7,1B,2B,Stolen Base 2B,547982,Leonys Martin,543339,Daniel Hudson,664023,Ian Happ,R,Chris Stewart,455755,0,0,9,True,2017-09-06,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
8,8,8,8,1B,2B,Stolen Base 2B,571466,Tucker Barnhart,543037,Gerrit Cole,622491,Luis Castillo,R,Chris Stewart,455755,0,0,5,False,2017-08-26,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
9,9,9,9,1B,2B,Stolen Base 2B,606299,José Peraza,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,6,False,2017-08-26,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
10,10,10,10,1B,2B,Stolen Base 2B,542340,Jonathan Villar,467100,Iván Nova,519346,Eric Thames,R,Chris Stewart,455755,1,0,5,False,2017-08-15,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
11,11,11,11,1B,2B,Stolen Base 2B,571976,Wil Myers,592791,Jameson Taillon,592669,Hunter Renfroe,R,Chris Stewart,455755,0,2,1,True,2017-08-06,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
12,12,12,12,1B,,Caught Stealing 2B,542340,Jonathan Villar,543339,Daniel Hudson,570267,Domingo Santana,R,Chris Stewart,455755,4,2,7,True,2017-07-20,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
13,13,13,13,2B,3B,Stolen Base 3B,520471,Freddy Galvis,592791,Jameson Taillon,571437,Aaron Altherr,R,Chris Stewart,455755,0,0,1,False,2017-07-04,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
14,14,14,14,1B,2B,Stolen Base 2B,542921,Tim Beckham,592791,Jameson Taillon,588751,Adeiny Hechavarría,R,Chris Stewart,455755,1,0,4,True,2017-06-29,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
15,15,15,15,1B,,Caught Stealing 2B,605480,Mallex Smith,504379,Juan Nicasio,572816,Corey Dickerson,R,Chris Stewart,455755,0,2,8,True,2017-06-27,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
16,16,16,16,1B,,Caught Stealing 2B,542255,Ender Inciarte,543339,Daniel Hudson,455976,Nick Markakis,R,Chris Stewart,455755,4,3,7,False,2017-05-24,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
17,17,17,17,1B,,Caught Stealing 2B,502671,Paul Goldschmidt,607192,Tyler Glasnow,571875,Jake Lamb,R,Chris Stewart,455755,0,1,1,False,2017-05-12,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
18,18,18,18,2B,3B,Stolen Base 3B,444482,David Peralta,607192,Tyler Glasnow,502671,Paul Goldschmidt,R,Chris Stewart,455755,4,1,3,False,2017-05-12,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
19,19,19,19,1B,,Caught Stealing 2B,542979,Keon Broxton,607192,Tyler Glasnow,606115,Orlando Arcia,R,Chris Stewart,455755,0,2,4,True,2017-05-07,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
20,20,20,20,1B,2B,Stolen Base 2B,542340,Jonathan Villar,607192,Tyler Glasnow,541650,Hernán Pérez,R,Chris Stewart,455755,0,3,5,True,2017-05-07,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
21,21,21,21,1B,2B,Stolen Base 2B,542979,Keon Broxton,607192,Tyler Glasnow,606115,Orlando Arcia,R,Chris Stewart,455755,2,3,7,True,2017-05-07,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
22,22,22,22,1B,2B,Stolen Base 2B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,1,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
23,23,23,23,2B,3B,Stolen Base 3B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,1,False,2017-05-01,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
24,24,24,24,1B,2B,Stolen Base 2B,571466,Tucker Barnhart,543037,Gerrit Cole,607237,Amir Garrett,R,Chris Stewart,455755,0,1,2,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
25,25,25,25,1B,2B,Stolen Base 2B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,2,6,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
26,26,26,26,1B,2B,Stolen Base 2B,592885,Christian Yelich,641771,Chad Kuhl,519317,Giancarlo Stanton,R,Chris Stewart,455755,0,3,1,False,2017-04-30,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
27,27,27,27,1B,2B,Stolen Base 2B,460075,Ryan Braun,543037,Gerrit Cole,543768,Travis Shaw,R,Chris Stewart,455755,2,2,3,False,2017-09-12,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
28,28,28,28,1B,,Caught Stealing 2B,542979,Keon Broxton,543037,Gerrit Cole,502026,Jeremy Jeffress,R,Chris Stewart,455755,5,2,4,False,2017-09-12,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
29,29,29,29,2B,3B,Stolen Base 3B,543768,Travis Shaw,605333,Jack Leathersich,542979,Keon Broxton,L,Chris Stewart,455755,5,2,8,False,2017-09-12,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
30,30,30,30,1B,2B,Stolen Base 2B,570267,Domingo Santana,605333,Jack Leathersich,542979,Keon Broxton,L,Chris Stewart,455755,5,2,8,False,2017-09-12,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
31,31,31,31,1B,2B,Stolen Base 2B,547982,Leonys Martin,543339,Daniel Hudson,664023,Ian Happ,R,Chris Stewart,455755,0,0,9,True,2017-09-06,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
32,32,32,32,1B,2B,Stolen Base 2B,571466,Tucker Barnhart,543037,Gerrit Cole,622491,Luis Castillo,R,Chris Stewart,455755,0,0,5,False,2017-08-26,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
33,33,33,33,1B,2B,Stolen Base 2B,606299,José Peraza,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,6,False,2017-08-26,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
34,34,34,34,1B,2B,Stolen Base 2B,542340,Jonathan Villar,467100,Iván Nova,519346,Eric Thames,R,Chris Stewart,455755,1,0,5,False,2017-08-15,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
35,35,35,35,1B,2B,Stolen Base 2B,571976,Wil Myers,592791,Jameson Taillon,592669,Hunter Renfroe,R,Chris Stewart,455755,0,2,1,True,2017-08-06,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
36,36,36,36,1B,,Caught Stealing 2B,542340,Jonathan Villar,543339,Daniel Hudson,570267,Domingo Santana,R,Chris Stewart,455755,4,2,7,True,2017-07-20,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
37,37,37,37,2B,3B,Stolen Base 3B,520471,Freddy Galvis,592791,Jameson Taillon,571437,Aaron Altherr,R,Chris Stewart,455755,0,0,1,False,2017-07-04,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
38,38,38,38,1B,2B,Stolen Base 2B,542921,Tim Beckham,592791,Jameson Taillon,588751,Adeiny Hechavarría,R,Chris Stewart,455755,1,0,4,True,2017-06-29,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
39,39,39,39,1B,,Caught Stealing 2B,605480,Mallex Smith,504379,Juan Nicasio,572816,Corey Dickerson,R,Chris Stewart,455755,0,2,8,True,2017-06-27,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
40,40,40,40,1B,,Caught Stealing 2B,542255,Ender Inciarte,543339,Daniel Hudson,455976,Nick Markakis,R,Chris Stewart,455755,4,3,7,False,2017-05-24,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
41,41,41,41,1B,,Caught Stealing 2B,502671,Paul Goldschmidt,607192,Tyler Glasnow,571875,Jake Lamb,R,Chris Stewart,455755,0,1,1,False,2017-05-12,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
42,42,42,42,2B,3B,Stolen Base 3B,444482,David Peralta,607192,Tyler Glasnow,502671,Paul Goldschmidt,R,Chris Stewart,455755,4,1,3,False,2017-05-12,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
43,43,43,43,1B,,Caught Stealing 2B,542979,Keon Broxton,607192,Tyler Glasnow,606115,Orlando Arcia,R,Chris Stewart,455755,0,2,4,True,2017-05-07,Caught,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
44,44,44,44,1B,2B,Stolen Base 2B,542340,Jonathan Villar,607192,Tyler Glasnow,541650,Hernán Pérez,R,Chris Stewart,455755,0,3,5,True,2017-05-07,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
45,45,45,45,1B,2B,Stolen Base 2B,542979,Keon Broxton,607192,Tyler Glasnow,606115,Orlando Arcia,R,Chris Stewart,455755,2,3,7,True,2017-05-07,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
46,46,46,46,1B,2B,Stolen Base 2B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,1,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
47,47,47,47,2B,3B,Stolen Base 3B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,1,1,False,2017-05-01,Stolen,3B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
48,48,48,48,1B,2B,Stolen Base 2B,571466,Tucker Barnhart,543037,Gerrit Cole,607237,Amir Garrett,R,Chris Stewart,455755,0,1,2,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
49,49,49,49,1B,2B,Stolen Base 2B,571740,Billy Hamilton,543037,Gerrit Cole,458015,Joey Votto,R,Chris Stewart,455755,0,2,6,False,2017-05-01,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
50,50,50,50,1B,2B,Stolen Base 2B,592885,Christian Yelich,641771,Chad Kuhl,519317,Giancarlo Stanton,R,Chris Stewart,455755,0,3,1,False,2017-04-30,Stolen,2B,2017,2018,30.1,2018,30.1,2018,30.1,2018,30.1
51,51,51,51,1B,2B,Stolen Base 2B,542364,Rafael Ortega,543037,Gerrit Cole,542208,Carlos Pérez,R,Chris Stewart,455755,3,1,4,True,2016-06-05,Stolen,2B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
52,52,52,52,1B,2B,Stolen Base 2B,453203,Shane Robinson,543746,Rob Scahill,488862,Yunel Escobar,R,Chris Stewart,455755,2,7,5,True,2016-06-03,Stolen,2B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
53,53,53,53,1B,2B,Stolen Base 2B,488818,Chase d'Arnaud,502046,Jeff Locke,455976,Nick Markakis,L,Chris Stewart,455755,5,0,3,True,2016-05-19,Stolen,2B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
54,54,54,54,1B,2B,Stolen Base 2B,572039,Stephen Piscotty,543037,Gerrit Cole,407812,Matt Holliday,R,Chris Stewart,455755,0,0,1,False,2016-05-08,Stolen,2B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
55,55,55,55,2B,3B,Stolen Base 3B,571740,Billy Hamilton,502046,Jeff Locke,458015,Joey Votto,L,Chris Stewart,455755,0,0,1,True,2016-05-01,Stolen,3B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
56,56,56,56,1B,2B,Stolen Base 2B,458015,Joey Votto,502046,Jeff Locke,408252,Brandon Phillips,L,Chris Stewart,455755,1,1,6,True,2016-05-01,Stolen,2B,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
57,57,57,57,3B,score,Caught Stealing Home,534627,Tyler Holt,453172,Jared Hughes,457803,Jay Bruce,R,Chris Stewart,455755,3,4,8,True,2016-05-01,Caught,Home,2016,2017,30.3,2017,30.3,2017,30.3,2017,30.3
