,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,594809,Adam Eaton,527054,Julio Teheran,543685,Anthony Rendon,R,Anthony Recker,489232,3,6,4,True,2017-04-19,Stolen,2B,2017,2018,27.5
1,1B,2B,Stolen Base 2B,594809,Adam Eaton,527054,Julio Teheran,543685,Anthony Rendon,R,Anthony Recker,489232,3,6,4,True,2017-04-19,Stolen,2B,2017,2018,27.5
2,1B,2B,Stolen Base 2B,520471,Freddy Galvis,606291,Mauricio Cabrera,571830,Tommy Joseph,R,Anthony Recker,489232,1,1,8,True,2016-09-29,Stolen,2B,2016,2017,28.6
3,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,594760,Aaron Blair,542303,Marcell Ozuna,R,Anthony Recker,489232,0,1,1,False,2016-09-24,Stolen,2B,2016,2017,28.6
4,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,594760,Aaron Blair,518618,Derek Dietrich,R,Anthony Recker,489232,2,2,3,False,2016-09-24,Stolen,3B,2016,2017,28.6
5,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,605152,Jed Bradley,518618,Derek Dietrich,L,Anthony Recker,489232,5,2,4,False,2016-09-24,Stolen,2B,2016,2017,28.6
6,1B,2B,Stolen Base 2B,570639,Yefri Pérez,607231,John Gant,571506,Justin Bour,R,Anthony Recker,489232,5,4,7,False,2016-09-24,Stolen,2B,2016,2017,28.6
7,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,607231,John Gant,400085,Ichiro Suzuki,R,Anthony Recker,489232,6,4,7,False,2016-09-24,Stolen,2B,2016,2017,28.6
8,1B,,Caught Stealing 2B,425796,Jeff Francoeur,607231,John Gant,518618,Derek Dietrich,R,Anthony Recker,489232,6,4,8,False,2016-09-24,Caught,2B,2016,2017,28.6
9,1B,2B,Stolen Base 2B,408314,José Reyes,543901,Ryan Weber,452678,Asdrúbal Cabrera,R,Anthony Recker,489232,2,0,1,False,2016-09-21,Stolen,2B,2016,2017,28.6
10,1B,,Caught Stealing 2B,457477,Alejandro De Aza,543901,Ryan Weber,425766,James Loney,R,Anthony Recker,489232,2,0,2,False,2016-09-21,Caught,2B,2016,2017,28.6
11,2B,3B,Stolen Base 3B,493316,Yoenis Cespedes,475054,Chaz Roe,608061,T.J. Rivera,R,Anthony Recker,489232,3,3,8,False,2016-09-21,Stolen,3B,2016,2017,28.6
12,1B,2B,Stolen Base 2B,434158,Curtis Granderson,475054,Chaz Roe,608061,T.J. Rivera,R,Anthony Recker,489232,3,3,8,False,2016-09-21,Stolen,2B,2016,2017,28.6
13,1B,2B,Stolen Base 2B,475582,Ryan Zimmerman,518567,Josh Collmenter,457787,Danny Espinosa,R,Anthony Recker,489232,3,1,4,True,2016-09-17,Stolen,2B,2016,2017,28.6
