,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,1B,2B,Stolen Base 2B,669720,Austin Hays,519393,Marcus Walden,641820,Trey Mancini,R,Juan Centeno,518542,0,3,9,True,2019-09-27,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
1,1,1,1,1,1,1B,2B,Stolen Base 2B,542454,Danny Santana,598271,Brian Johnson,596059,Rougned Odor,L,Juan Centeno,518542,0,3,4,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
2,2,2,2,2,2,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,642067,Mike Shawaryn,462101,Elvis Andrus,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
3,3,3,3,3,3,1B,2B,Stolen Base 2B,462101,Elvis Andrus,642067,Mike Shawaryn,641432,Willie Calhoun,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
4,4,4,4,4,4,1B,2B,Stolen Base 2B,669256,Nick Solak,605155,Colten Brewer,608597,Ronald Guzmán,R,Juan Centeno,518542,5,3,5,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
5,5,5,5,5,5,1B,,Caught Stealing 2B,595281,Kevin Kiermaier,543135,Nathan Eovaldi,572287,Mike Zunino,R,Juan Centeno,518542,2,4,2,False,2019-09-22,Caught,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
6,6,6,6,6,6,1B,2B,Stolen Base 2B,669720,Austin Hays,519393,Marcus Walden,641820,Trey Mancini,R,Juan Centeno,518542,0,3,9,True,2019-09-27,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
7,7,7,7,7,7,1B,2B,Stolen Base 2B,542454,Danny Santana,598271,Brian Johnson,596059,Rougned Odor,L,Juan Centeno,518542,0,3,4,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
8,8,8,8,8,8,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,642067,Mike Shawaryn,462101,Elvis Andrus,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
9,9,9,9,9,9,1B,2B,Stolen Base 2B,462101,Elvis Andrus,642067,Mike Shawaryn,641432,Willie Calhoun,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8,2020,27.8
