,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,666182,Bo Bichette,657141,Jordan Yamamoto,543768,Travis Shaw,R,Ryan Lavarnway,543432,0,3,1,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
1,1,1,1,1,1,1,1,1,1,2B,3B,Stolen Base 3B,624415,Cavan Biggio,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,3B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
2,2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,666182,Bo Bichette,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
3,3,3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,665926,Andrés Giménez,641154,Pablo López,621512,Tomás Nido,R,Ryan Lavarnway,543432,0,0,3,False,2020-08-09,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
4,4,4,4,4,4,4,4,4,4,1B,,Caught Stealing 2B,624424,Michael Conforto,573046,Mike Morin,605204,J.D. Davis,R,Ryan Lavarnway,543432,4,2,7,False,2020-08-09,Caught,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
5,5,5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,666182,Bo Bichette,657141,Jordan Yamamoto,543768,Travis Shaw,R,Ryan Lavarnway,543432,0,3,1,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
6,6,6,6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,624415,Cavan Biggio,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,3B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
7,7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,666182,Bo Bichette,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
8,8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,665926,Andrés Giménez,641154,Pablo López,621512,Tomás Nido,R,Ryan Lavarnway,543432,0,0,3,False,2020-08-09,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
9,9,9,9,9,9,9,9,9,9,1B,,Caught Stealing 2B,624424,Michael Conforto,573046,Mike Morin,605204,J.D. Davis,R,Ryan Lavarnway,543432,4,2,7,False,2020-08-09,Caught,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
10,10,10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,666182,Bo Bichette,657141,Jordan Yamamoto,543768,Travis Shaw,R,Ryan Lavarnway,543432,0,3,1,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
11,11,11,11,11,11,11,11,11,11,2B,3B,Stolen Base 3B,624415,Cavan Biggio,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,3B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
12,12,12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,666182,Bo Bichette,572383,Brian Moran,543768,Travis Shaw,L,Ryan Lavarnway,543432,8,11,6,False,2020-08-12,Stolen,2B,2020,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0,2021,28.0
