,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,1468,1B,2B,Stolen Base 2B,489149,Logan Morrison,641835,Tim Mayza,572816,Corey Dickerson,L,Miguel Montero,471083,3,2,7,True,2017-08-17,Stolen,2B,2017,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3
1,1,1,1,1,1,1,1,2755,1B,2B,Stolen Base 2B,489149,Logan Morrison,460059,Mike Pelfrey,519306,Steven Souza Jr.,R,Kevan Smith,607345,3,1,4,False,2017-06-07,Stolen,2B,2017,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3
2,2,2,2,2,2,2,2,840,1B,2B,Stolen Base 2B,489149,Logan Morrison,641835,Tim Mayza,572816,Corey Dickerson,L,Miguel Montero,471083,3,2,7,True,2017-08-17,Stolen,2B,2017,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3
3,3,3,3,3,3,3,3,2127,1B,2B,Stolen Base 2B,489149,Logan Morrison,460059,Mike Pelfrey,519306,Steven Souza Jr.,R,Kevan Smith,607345,3,1,4,False,2017-06-07,Stolen,2B,2017,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3,2018,26.3
4,4,4,4,4,4,4,4,5952,1B,,Caught Stealing 2B,489149,Logan Morrison,446372,Corey Kluber,457775,Desmond Jennings,R,Yan Gomes,543228,0,0,2,True,2016-06-21,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
5,5,5,5,5,5,5,5,6174,1B,,Caught Stealing 2B,489149,Logan Morrison,593140,Michael Feliz,456665,Steve Pearce,R,Jason Castro,488771,4,3,7,False,2016-06-10,Caught,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
6,6,6,6,6,6,6,6,6354,1B,2B,Stolen Base 2B,489149,Logan Morrison,453178,Ian Kennedy,519306,Steven Souza Jr.,R,Drew Butera,460077,1,0,4,True,2016-05-30,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
7,7,7,7,7,7,7,7,6475,1B,2B,Stolen Base 2B,489149,Logan Morrison,543408,Tom Koehler,572816,Corey Dickerson,R,J.T. Realmuto,592663,0,0,2,True,2016-05-24,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
8,8,8,8,8,8,8,8,6541,1B,2B,Stolen Base 2B,489149,Logan Morrison,434671,Aníbal Sánchez,595281,Kevin Kiermaier,R,James McCann,543510,0,3,1,True,2016-05-20,Stolen,2B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
9,9,9,9,9,9,9,9,7004,2B,3B,Stolen Base 3B,489149,Logan Morrison,434622,Ubaldo Jiménez,519306,Steven Souza Jr.,R,Caleb Joseph,543376,0,0,2,False,2016-04-26,Stolen,3B,2016,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7,2017,26.7
