,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
123,1B,2B,Stolen Base 2B,592696,Eddie Rosario,650530,Bryan Garcia,641598,Mitch Garver,R,Austin Romine,519222,4,4,10,False,2020-09-22,Stolen,2B
699,1B,2B,Stolen Base 2B,592696,Eddie Rosario,650644,Aaron Civale,593934,Miguel Sanó,R,Roberto Pérez,547379,0,0,1,True,2020-08-24,Stolen,2B
777,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B
799,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B
2811,1B,2B,Stolen Base 2B,592696,Eddie Rosario,596001,Jakob Junis,543068,C.J. Cron,R,Martín Maldonado,455117,3,3,5,True,2019-06-21,Stolen,2B
3180,1B,,Caught Stealing 2B,592696,Eddie Rosario,630023,Yonny Chirinos,593934,Miguel Sanó,R,Travis d'Arnaud,518595,1,4,5,True,2019-06-01,Caught,2B
3356,1B,2B,Stolen Base 2B,592696,Eddie Rosario,572703,Luke Bard,543068,C.J. Cron,R,Kevan Smith,607345,3,7,7,True,2019-05-21,Stolen,2B
3524,1B,2B,Stolen Base 2B,592696,Eddie Rosario,605513,Spencer Turnbull,543068,C.J. Cron,R,John Hicks,543308,1,2,3,False,2019-05-11,Stolen,2B
98,1B,2B,Stolen Base 2B,592696,Eddie Rosario,663753,Reiss Knehr,621020,Dansby Swanson,R,Webster Rivas,593590,0,3,2,True,2021-09-24,Stolen,2B
436,2B,,Caught Stealing 3B,592696,Eddie Rosario,468504,Jhoulys Chacín,645277,Ozzie Albies,R,Dom Nuñez,624513,4,3,8,True,2021-09-03,Caught,3B
507,1B,2B,Stolen Base 2B,592696,Eddie Rosario,543101,Anthony DeSclafani,519390,Stephen Vogt,R,Curt Casali,592200,0,0,3,False,2021-08-29,Stolen,2B
1505,1B,2B,Stolen Base 2B,592696,Eddie Rosario,543056,Danny Coulombe,656252,Bobby Bradley,L,Ryan Jeffers,680777,0,3,1,True,2021-06-25,Stolen,2B
1521,1B,2B,Stolen Base 2B,592696,Eddie Rosario,621244,José Berríos,656252,Bobby Bradley,R,Ben Rortvedt,666163,1,1,6,True,2021-06-24,Stolen,2B
1650,2B,,Caught Stealing 3B,592696,Eddie Rosario,669211,Keegan Akin,425784,René Rivera,L,Pedro Severino,600474,1,2,2,False,2021-06-16,Caught,3B
1759,1B,2B,Stolen Base 2B,592696,Eddie Rosario,453192,Andrew Miller,656252,Bobby Bradley,L,Andrew Knizner,668800,1,5,5,True,2021-06-08,Stolen,2B
1901,1B,2B,Stolen Base 2B,592696,Eddie Rosario,543022,Tyler Chatwood,641343,Jake Bauers,R,Danny Jansen,643376,4,4,6,False,2021-05-30,Stolen,2B
1903,1B,2B,Stolen Base 2B,592696,Eddie Rosario,543022,Tyler Chatwood,641343,Jake Bauers,R,Danny Jansen,643376,4,4,6,False,2021-05-29,Stolen,2B
2009,1B,,Caught Stealing 2B,592696,Eddie Rosario,596057,Daniel Norris,623912,Harold Ramírez,L,Eric Haase,606992,3,6,7,True,2021-05-24,Caught,2B
