,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
0,0,0,1B,,Caught Stealing 2B,622682,Victor Reyes,663474,Triston McKenzie,650489,Willi Castro,R,Roberto Pérez,547379,0,0,1,False,2020-09-19,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8
1,1,1,1B,2B,Stolen Base 2B,622682,Victor Reyes,663474,Triston McKenzie,650489,Willi Castro,R,Roberto Pérez,547379,1,2,4,False,2020-09-19,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8
2,2,2,1B,,Caught Stealing 2B,664023,Ian Happ,675916,James Karinchak,592178,Kris Bryant,R,Roberto Pérez,547379,3,3,7,False,2020-09-15,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8
3,3,3,1B,2B,Stolen Base 2B,595879,Javier Báez,664208,Phil Maton,518792,Jason Heyward,R,Roberto Pérez,547379,5,3,8,False,2020-09-15,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8
4,4,4,1B,,Caught Stealing 2B,670032,Nicky Lopez,471911,Carlos Carrasco,595956,Cam Gallagher,R,Roberto Pérez,547379,0,0,3,True,2020-09-09,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8
5,5,5,1B,,Caught Stealing 2B,658668,Edward Olivares,668676,Zach Plesac,609275,Adalberto Mondesi,R,Roberto Pérez,547379,0,0,2,True,2020-09-07,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8
6,6,6,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,668676,Zach Plesac,595956,Cam Gallagher,R,Roberto Pérez,547379,3,0,5,True,2020-09-07,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8
7,7,7,2B,,Caught Stealing 3B,669242,Tommy Edman,650644,Aaron Civale,543543,Brad Miller,R,Roberto Pérez,547379,0,0,1,False,2020-08-30,Caught,3B,2020,2021,28.8,2021,28.8,2021,28.8
8,8,8,1B,,Caught Stealing 2B,666185,Dylan Carlson,650644,Aaron Civale,543939,Kolten Wong,R,Roberto Pérez,547379,4,2,2,False,2020-08-30,Caught,2B,2020,2021,28.8,2021,28.8,2021,28.8
9,9,9,1B,2B,Stolen Base 2B,451594,Dexter Fowler,471911,Carlos Carrasco,572761,Matt Carpenter,R,Roberto Pérez,547379,0,1,5,False,2020-08-29,Stolen,2B,2020,2021,28.8,2021,28.8,2021,28.8
