,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,2B,Stolen Base 2B,457708,Justin Upton,605309,Keone Kela,477165,Brett Wallace,R,Carlos Corporán,449786,0,1,7,True,2015-07-12,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
1,1,1,1,1,1B,,Caught Stealing 2B,576397,Jedd Gyorko,605309,Keone Kela,461416,Will Venable,R,Carlos Corporán,449786,0,2,7,True,2015-07-12,Caught,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
2,2,2,2,2,2B,3B,Stolen Base 3B,461314,Matt Kemp,489294,Tanner Scheppers,576397,Jedd Gyorko,R,Carlos Corporán,449786,4,3,8,True,2015-07-10,Stolen,3B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
3,3,3,3,3,1B,2B,Stolen Base 2B,542993,Billy Burns,592346,Chi Chi González,543760,Marcus Semien,R,Carlos Corporán,449786,0,0,1,False,2015-06-11,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
4,4,4,4,4,2B,3B,Stolen Base 3B,453539,Sam Fuld,457754,Jon Edwards,519107,Andy Parrino,R,Carlos Corporán,449786,4,0,8,False,2015-06-11,Stolen,3B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
5,5,5,5,5,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,434643,Wandy Rodriguez,444876,Alcides Escobar,L,Carlos Corporán,449786,0,4,3,False,2015-06-06,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
6,6,6,6,6,1B,2B,Stolen Base 2B,594809,Adam Eaton,607259,Nick Martinez,466320,Melky Cabrera,R,Carlos Corporán,449786,0,6,4,True,2015-06-03,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
7,7,7,7,7,1B,2B,Stolen Base 2B,493351,Alexei Ramirez,407890,Colby Lewis,493596,Gordon Beckham,R,Carlos Corporán,449786,4,0,2,True,2015-06-02,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
8,8,8,8,8,1B,2B,Stolen Base 2B,434670,Hanley Ramirez,434643,Wandy Rodriguez,435063,Mike Napoli,L,Carlos Corporán,449786,2,2,6,True,2015-05-31,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
9,9,9,9,9,1B,2B,Stolen Base 2B,596119,Blake Swihart,457754,Jon Edwards,628329,Rusney Castillo,R,Carlos Corporán,449786,2,3,6,True,2015-05-31,Stolen,2B,2015,2016,27.4,2016,27.4,2016,27.4,2016,27.4,2016,27.4
