,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,4205,1B,2B,Stolen Base 2B,466988,Emilio Bonifácio,573109,AJ Ramos,611177,Adonis García,R,J.T. Realmuto,592663,2,3,9,True,2016-09-23,Stolen,2B,2016,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7
1,1,1,1,1,1,1,1,170,1B,2B,Stolen Base 2B,466988,Emilio Bonifácio,573109,AJ Ramos,611177,Adonis García,R,J.T. Realmuto,592663,2,3,9,True,2016-09-23,Stolen,2B,2016,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7
2,2,2,2,2,2,2,2,3577,1B,2B,Stolen Base 2B,466988,Emilio Bonifácio,573109,AJ Ramos,611177,Adonis García,R,J.T. Realmuto,592663,2,3,9,True,2016-09-23,Stolen,2B,2016,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7,2017,28.7
3,3,3,3,3,3,3,3,214,1B,2B,Stolen Base 2B,466988,Emilio Bonifácio,444468,Héctor Rondón,594809,Adam Eaton,R,Taylor Teagarden,460003,0,0,8,True,2015-07-10,Stolen,2B,2015,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8
4,4,4,4,4,4,4,4,431,1B,,Caught Stealing 2B,466988,Emilio Bonifácio,543935,Alex Wilson,594809,Adam Eaton,R,James McCann,543510,0,4,7,True,2015-06-28,Caught,2B,2015,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8
5,5,5,5,5,5,5,5,1444,1B,,Caught Stealing 2B,466988,Emilio Bonifácio,543881,Pedro Villarreal,594809,Adam Eaton,R,Tucker Barnhart,571466,5,2,6,False,2015-05-09,Caught,2B,2015,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8
6,6,6,6,6,6,6,6,1457,1B,,Caught Stealing 2B,466988,Emilio Bonifácio,543881,Pedro Villarreal,594809,Adam Eaton,R,Tucker Barnhart,571466,5,2,6,False,2015-05-08,Caught,2B,2015,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8,2016,28.8
