,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
17,17,17,2B,3B,Stolen Base 3B,593700,Alen Hanson,475115,Tyson Ross,641553,Adam Engel,R,Brett Nicholas,592592,4,4,4,True,2017-08-17,Stolen,3B,2017,2018,28.3,2018,28.3,2018,28.3
18,18,18,1B,2B,Stolen Base 2B,514888,Jose Altuve,475115,Tyson Ross,136860,Carlos Beltrán,R,Brett Nicholas,592592,3,0,4,True,2017-08-12,Stolen,2B,2017,2018,28.3,2018,28.3,2018,28.3
19,19,19,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,607259,Nick Martinez,429664,Robinson Canó,R,Brett Nicholas,592592,0,3,3,True,2017-08-01,Stolen,2B,2017,2018,28.3,2018,28.3,2018,28.3
20,20,20,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,28.4,2017,28.4,2017,28.4
21,21,21,1B,2B,Stolen Base 2B,458675,Colby Rasmus,474521,Shawn Tolleson,605512,Preston Tucker,R,Brett Nicholas,592592,7,4,9,True,2016-04-19,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
22,22,22,1B,2B,Stolen Base 2B,547982,Leonys Martin,456167,A.J. Griffin,606466,Ketel Marte,R,Brett Nicholas,592592,1,1,4,False,2016-04-13,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
23,23,23,1B,,Caught Stealing 2B,493114,Norichika Aoki,407890,Colby Lewis,572122,Kyle Seager,R,Brett Nicholas,592592,0,0,1,False,2016-04-11,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4
24,24,24,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,28.4,2017,28.4,2017,28.4
25,25,25,1B,2B,Stolen Base 2B,458675,Colby Rasmus,474521,Shawn Tolleson,605512,Preston Tucker,R,Brett Nicholas,592592,7,4,9,True,2016-04-19,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
26,26,26,1B,2B,Stolen Base 2B,547982,Leonys Martin,456167,A.J. Griffin,606466,Ketel Marte,R,Brett Nicholas,592592,1,1,4,False,2016-04-13,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
27,27,27,1B,,Caught Stealing 2B,493114,Norichika Aoki,407890,Colby Lewis,572122,Kyle Seager,R,Brett Nicholas,592592,0,0,1,False,2016-04-11,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4
28,28,28,2B,3B,Stolen Base 3B,503556,Marwin Gonzalez,502706,Derek Holland,545350,Jake Marisnick,L,Brett Nicholas,592592,3,2,2,True,2016-04-19,Stolen,3B,2016,2017,28.4,2017,28.4,2017,28.4
29,29,29,1B,2B,Stolen Base 2B,458675,Colby Rasmus,474521,Shawn Tolleson,605512,Preston Tucker,R,Brett Nicholas,592592,7,4,9,True,2016-04-19,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
30,30,30,1B,2B,Stolen Base 2B,547982,Leonys Martin,456167,A.J. Griffin,606466,Ketel Marte,R,Brett Nicholas,592592,1,1,4,False,2016-04-13,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4
31,31,31,1B,,Caught Stealing 2B,493114,Norichika Aoki,407890,Colby Lewis,572122,Kyle Seager,R,Brett Nicholas,592592,0,0,1,False,2016-04-11,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4
