,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,641313,Tim Anderson,518774,Matt Harvey,547989,José Abreu,R,Cam Gallagher,595956,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
1,1,1,1,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,672578,Carlos Hernández,608577,Nomar Mazara,R,Cam Gallagher,595956,0,2,6,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
2,2,2,2,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,664856,Chance Adams,664901,Danny Mendick,R,Cam Gallagher,595956,0,5,7,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
3,3,3,3,1B,2B,Stolen Base 2B,641313,Tim Anderson,534910,Jesse Hahn,660162,Yoán Moncada,R,Cam Gallagher,595956,3,4,6,True,2020-09-04,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
4,4,4,4,1B,2B,Stolen Base 2B,663611,Nick Madrigal,518813,Greg Holland,518735,Yasmani Grandal,R,Cam Gallagher,595956,2,2,9,False,2020-08-30,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
5,5,5,5,1B,2B,Stolen Base 2B,669242,Tommy Edman,596001,Jakob Junis,543543,Brad Miller,R,Cam Gallagher,595956,1,2,3,False,2020-08-26,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
6,6,6,6,1B,2B,Stolen Base 2B,641313,Tim Anderson,518774,Matt Harvey,547989,José Abreu,R,Cam Gallagher,595956,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
7,7,7,7,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,672578,Carlos Hernández,608577,Nomar Mazara,R,Cam Gallagher,595956,0,2,6,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
8,8,8,8,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,664856,Chance Adams,664901,Danny Mendick,R,Cam Gallagher,595956,0,5,7,True,2020-09-06,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
9,9,9,9,1B,2B,Stolen Base 2B,641313,Tim Anderson,534910,Jesse Hahn,660162,Yoán Moncada,R,Cam Gallagher,595956,3,4,6,True,2020-09-04,Stolen,2B,2020,2021,28.2,2021,28.2,2021,28.2,2021,28.2
