,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,1B,2B,Stolen Base 2B,657656,Ramón Laureano,595014,Blake Treinen,571875,Jake Lamb,R,Will Smith,669257,5,0,7,True,2020-09-24,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
1,1,1,1,1,1,1B,2B,Stolen Base 2B,572039,Stephen Piscotty,595014,Blake Treinen,501981,Khris Davis,R,Will Smith,669257,4,4,9,True,2020-09-23,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
2,2,2,2,2,2,1B,2B,Stolen Base 2B,643393,Tony Kemp,669160,Dustin May,669221,Sean Murphy,R,Will Smith,669257,5,2,5,True,2020-09-22,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
3,3,3,3,3,3,1B,,Caught Stealing 2B,493329,Yuli Gurriel,628711,Julio Urías,621043,Carlos Correa,L,Will Smith,669257,4,1,4,True,2020-09-12,Caught,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
4,4,4,4,4,4,1B,2B,Stolen Base 2B,596115,Trevor Story,628711,Julio Urías,571448,Nolan Arenado,L,Will Smith,669257,0,0,1,True,2020-09-06,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
5,5,5,5,5,5,1B,2B,Stolen Base 2B,641658,Garrett Hampson,628711,Julio Urías,553869,Elias Díaz,L,Will Smith,669257,2,2,5,True,2020-09-06,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
6,6,6,6,6,6,1B,2B,Stolen Base 2B,596115,Trevor Story,660813,Brusdar Graterol,571448,Nolan Arenado,R,Will Smith,669257,6,5,7,True,2020-09-06,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
7,7,7,7,7,7,1B,,Caught Stealing 2B,425783,Shin-Soo Choo,664062,Tony Gonsolin,624431,Jose Trevino,R,Will Smith,669257,0,1,1,False,2020-08-30,Caught,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
8,8,8,8,8,8,1B,2B,Stolen Base 2B,665750,Leody Taveras,669160,Dustin May,425783,Shin-Soo Choo,R,Will Smith,669257,1,0,3,False,2020-08-28,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
9,9,9,9,9,9,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,669952,Mitch White,595981,Scott Heineman,R,Will Smith,669257,6,2,8,False,2020-08-28,Stolen,2B,2020,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6,2021,27.6
