,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,77,1B,,Caught Stealing 2B,681546,James Outman,656382,Tommy Doyle,444482,David Peralta,R,Elias Díaz,553869,1,4,6,True,2023-09-27,Caught,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
1,1,1,1,545,1B,2B,Stolen Base 2B,681546,James Outman,640448,Kyle Finnegan,543939,Kolten Wong,R,Keibert Ruiz,660688,5,5,9,True,2023-09-09,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
2,2,2,2,1281,1B,2B,Stolen Base 2B,681546,James Outman,612434,Miguel Castro,642708,Amed Rosario,R,Carson Kelly,608348,2,4,9,True,2023-08-08,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
3,3,3,3,1393,1B,2B,Stolen Base 2B,681546,James Outman,506433,Yu Darvish,642708,Amed Rosario,R,Luis Campusano,669134,3,2,7,True,2023-08-04,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
4,4,4,4,1521,1B,2B,Stolen Base 2B,681546,James Outman,664747,Alexis Díaz,605141,Mookie Betts,R,Tyler Stephenson,663886,5,6,8,False,2023-07-28,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
5,5,5,5,1568,1B,2B,Stolen Base 2B,681546,James Outman,605135,Chris Bassitt,605141,Mookie Betts,R,Alejandro Kirk,672386,2,3,4,False,2023-07-25,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
6,6,6,6,1761,1B,2B,Stolen Base 2B,681546,James Outman,672335,Cionel Pérez,605141,Mookie Betts,L,Adley Rutschman,668939,1,6,7,True,2023-07-18,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
7,7,7,7,1762,2B,3B,Stolen Base 2B,681546,James Outman,672335,Cionel Pérez,605141,Mookie Betts,L,Adley Rutschman,668939,1,6,7,True,2023-07-18,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
8,8,8,8,1848,1B,,Caught Stealing 2B,681546,James Outman,434378,Justin Verlander,500743,Miguel Rojas,R,Francisco Alvarez,682626,0,0,2,True,2023-07-14,Caught,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
9,9,9,9,1963,1B,2B,Stolen Base 2B,681546,James Outman,672710,Roansy Contreras,500743,Miguel Rojas,R,Austin Hedges,595978,6,4,5,False,2023-07-05,Stolen,2B,2023,2024,28.8,2024,28.8,2024,28.8,2024,28.8
