,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
0,0,0,1B,2B,Stolen Base 2B,571970,Max Muncy,571760,Andrew Heaney,669257,Will Smith,L,Max Stassi,545358,1,0,1,False,2020-09-25,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
1,1,1,3B,score,Stolen Base Home,605141,Mookie Betts,571760,Andrew Heaney,669257,Will Smith,L,Max Stassi,545358,1,0,1,False,2020-09-25,Stolen,Home,2020,2021,26.7,2021,26.7,2021,26.7
2,2,2,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,656288,Griffin Canning,592518,Manny Machado,R,Max Stassi,545358,0,0,1,False,2020-09-22,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
3,3,3,2B,,Caught Stealing 3B,665487,Fernando Tatis Jr.,656288,Griffin Canning,502054,Tommy Pham,R,Max Stassi,545358,1,0,1,False,2020-09-22,Caught,3B,2020,2021,26.7,2021,26.7,2021,26.7
4,4,4,1B,2B,Caught Stealing 3B,592518,Manny Machado,656288,Griffin Canning,502054,Tommy Pham,R,Max Stassi,545358,1,0,1,False,2020-09-22,Caught,3B,2020,2021,26.7,2021,26.7,2021,26.7
5,5,5,1B,2B,Stolen Base 2B,663757,Trent Grisham,570240,Félix Peña,665487,Fernando Tatis Jr.,R,Max Stassi,545358,1,4,8,False,2020-09-22,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
6,6,6,1B,2B,Stolen Base 2B,669256,Nick Solak,605164,Dylan Bundy,660731,Anderson Tejeda,R,Max Stassi,545358,0,2,2,True,2020-09-21,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
7,7,7,1B,2B,Stolen Base 2B,665750,Leody Taveras,605164,Dylan Bundy,641432,Willie Calhoun,R,Max Stassi,545358,1,2,3,True,2020-09-21,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
8,8,8,1B,2B,Stolen Base 2B,669256,Nick Solak,571760,Andrew Heaney,643396,Isiah Kiner-Falefa,L,Max Stassi,545358,1,3,3,True,2020-09-19,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
9,9,9,1B,2B,Stolen Base 2B,665750,Leody Taveras,598287,Noé Ramirez,669256,Nick Solak,R,Max Stassi,545358,3,3,7,True,2020-09-19,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
10,10,10,1B,2B,Stolen Base 2B,605113,Nick Ahmed,605164,Dylan Bundy,519390,Stephen Vogt,R,Max Stassi,545358,0,4,2,True,2020-09-16,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
11,11,11,1B,2B,Stolen Base 2B,596115,Trevor Story,642545,Jaime Barria,453568,Charlie Blackmon,R,Max Stassi,545358,1,0,3,False,2020-09-12,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
12,12,12,1B,2B,Stolen Base 2B,660731,Anderson Tejeda,605164,Dylan Bundy,425772,Jeff Mathis,R,Max Stassi,545358,1,3,3,False,2020-09-10,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
13,13,13,1B,,Caught Stealing 2B,543807,George Springer,642545,Jaime Barria,502210,Josh Reddick,R,Max Stassi,545358,0,0,1,True,2020-09-06,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7
14,14,14,1B,2B,Stolen Base 2B,596103,Austin Slater,527054,Julio Teheran,527038,Wilmer Flores,R,Max Stassi,545358,8,1,3,False,2020-08-20,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
15,15,15,1B,2B,Stolen Base 2B,643289,Mauricio Dubón,598287,Noé Ramirez,573262,Mike Yastrzemski,R,Max Stassi,545358,5,6,6,True,2020-08-17,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
16,16,16,1B,,Caught Stealing 2B,543063,Brandon Crawford,570240,Félix Peña,643289,Mauricio Dubón,R,Max Stassi,545358,5,6,8,True,2020-08-17,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7
17,17,17,1B,2B,Stolen Base 2B,605141,Mookie Betts,527054,Julio Teheran,571970,Max Muncy,R,Max Stassi,545358,1,3,3,True,2020-08-16,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
18,18,18,1B,2B,Stolen Base 2B,641355,Cody Bellinger,571760,Andrew Heaney,571970,Max Muncy,L,Max Stassi,545358,2,0,2,True,2020-08-15,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
19,19,19,1B,2B,Stolen Base 2B,572041,AJ Pollock,621142,Ty Buttrey,641355,Cody Bellinger,R,Max Stassi,545358,5,5,9,True,2020-08-15,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
20,20,20,2B,3B,Stolen Base 3B,621035,Chris Taylor,641871,Keynan Middleton,571970,Max Muncy,R,Max Stassi,545358,5,6,10,True,2020-08-15,Stolen,3B,2020,2021,26.7,2021,26.7,2021,26.7
21,21,21,1B,2B,Stolen Base 2B,572041,AJ Pollock,663776,Patrick Sandoval,641355,Cody Bellinger,L,Max Stassi,545358,0,0,1,True,2020-08-14,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
22,22,22,1B,2B,Stolen Base 2B,543257,Robbie Grossman,641871,Keynan Middleton,572039,Stephen Piscotty,R,Max Stassi,545358,9,9,7,True,2020-08-10,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
23,23,23,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,656288,Griffin Canning,660731,Anderson Tejeda,R,Max Stassi,545358,1,2,2,False,2020-08-07,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7
24,24,24,1B,,Caught Stealing 2B,425783,Shin-Soo Choo,656288,Griffin Canning,669256,Nick Solak,R,Max Stassi,545358,1,2,3,False,2020-08-07,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7
25,25,25,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,606930,Jacob Barnes,455139,Robinson Chirinos,R,Max Stassi,545358,4,3,6,False,2020-08-07,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7
