,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,2B,,Caught Stealing 3B,614177,Franmil Reyes,606303,Joel Payamps,547379,Roberto Pérez,R,Sebastián  Rivero,665861,0,2,2,False,2021-09-20,Caught,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
1,1,1,1,1,1B,2B,Stolen Base 2B,664238,Dylan Moore,663804,Jackson Kowar,641487,J.P. Crawford,R,Sebastián  Rivero,665861,0,2,2,True,2021-09-19,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
2,2,2,2,2,2B,,Caught Stealing 3B,516782,Starling Marte,672578,Carlos Hernández,476704,Jed Lowrie,R,Sebastián  Rivero,665861,0,0,1,True,2021-09-15,Caught,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
3,3,3,3,3,1B,2B,Stolen Base 2B,643393,Tony Kemp,672578,Carlos Hernández,462101,Elvis Andrus,R,Sebastián  Rivero,665861,1,2,2,True,2021-09-15,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
4,4,4,4,4,1B,2B,Stolen Base 2B,624503,Nick Gordon,663903,Brady Singer,593934,Miguel Sanó,R,Sebastián  Rivero,665861,4,1,4,False,2021-09-11,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
5,5,5,5,5,2B,,Caught Stealing 3B,614177,Franmil Reyes,606303,Joel Payamps,547379,Roberto Pérez,R,Sebastián  Rivero,665861,0,2,2,False,2021-07-11,Caught,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
6,6,6,6,6,2B,3B,Stolen Base 3B,640458,Óscar Mercado,501985,Mike Minor,514917,César Hernández,L,Sebastián  Rivero,665861,0,0,3,False,2021-07-10,Stolen,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
7,7,7,7,7,1B,2B,Stolen Base 2B,605548,Bradley Zimmer,429722,Ervin Santana,514917,César Hernández,R,Sebastián  Rivero,665861,8,3,6,False,2021-07-10,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
8,8,8,8,8,2B,3B,Stolen Base 3B,650333,Luis Arraez,641745,Brad Keller,663616,Trevor Larnach,R,Sebastián  Rivero,665861,0,1,3,True,2021-07-04,Stolen,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
9,9,9,9,9,1B,2B,Stolen Base 2B,642180,Tyler Wade,641745,Brad Keller,518934,DJ LeMahieu,R,Sebastián  Rivero,665861,2,0,2,False,2021-06-24,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
10,10,10,10,10,1B,2B,Stolen Base 2B,592348,Niko Goodrum,605130,Scott Barlow,668731,Akil Baddoo,R,Sebastián  Rivero,665861,7,7,9,False,2021-05-11,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
11,11,11,11,11,2B,,Caught Stealing 3B,614177,Franmil Reyes,606303,Joel Payamps,547379,Roberto Pérez,R,Sebastián  Rivero,665861,0,2,2,False,2021-09-20,Caught,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
12,12,12,12,12,1B,2B,Stolen Base 2B,664238,Dylan Moore,663804,Jackson Kowar,641487,J.P. Crawford,R,Sebastián  Rivero,665861,0,2,2,True,2021-09-19,Stolen,2B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
13,13,13,13,13,2B,,Caught Stealing 3B,516782,Starling Marte,672578,Carlos Hernández,476704,Jed Lowrie,R,Sebastián  Rivero,665861,0,0,1,True,2021-09-15,Caught,3B,2021,2022,26.0,2022,26.0,2022,26.0,2022,26.0,2022,26.0
