,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,596103,Austin Slater,605483,Blake Snell,573262,Mike Yastrzemski,L,Luis Campusano,669134,0,2,3,True,2021-04-07,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,573131,Darin Ruf,605483,Blake Snell,592200,Curt Casali,L,Luis Campusano,669134,0,2,4,True,2021-04-07,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,641796,Tim Locastro,489334,Craig Stammen,606466,Ketel Marte,R,Luis Campusano,669134,3,2,7,True,2021-04-02,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,596103,Austin Slater,605483,Blake Snell,573262,Mike Yastrzemski,L,Luis Campusano,669134,0,2,3,True,2021-04-07,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,573131,Darin Ruf,605483,Blake Snell,592200,Curt Casali,L,Luis Campusano,669134,0,2,4,True,2021-04-07,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,641796,Tim Locastro,489334,Craig Stammen,606466,Ketel Marte,R,Luis Campusano,669134,3,2,7,True,2021-04-02,Stolen,2B,2021,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2,2022,28.2
6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,691023,Jordan Walker,605130,Scott Barlow,668800,Andrew Knizner,R,Luis Campusano,669134,2,5,11,True,2023-09-23,Stolen,3B,2023,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2
7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,672279,Michael Siani,605130,Scott Barlow,668800,Andrew Knizner,R,Luis Campusano,669134,2,5,11,True,2023-09-23,Stolen,2B,2023,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2
8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,666134,Nolan Jones,605483,Blake Snell,553869,Elias Díaz,L,Luis Campusano,669134,0,0,2,True,2023-09-19,Stolen,2B,2023,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2
9,9,9,9,9,9,9,2B,3B,Stolen Base 3B,666134,Nolan Jones,605483,Blake Snell,676701,Alan Trejo,L,Luis Campusano,669134,0,0,2,True,2023-09-19,Stolen,3B,2023,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2,2024,28.2
