,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
13,13,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
14,14,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
15,15,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
16,16,1B,2B,Stolen Base 2B,592518,Manny Machado,456501,Johnny Cueto,519048,Mitch Moreland,R,Joey Bart,663698,2,0,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
17,17,1B,2B,Stolen Base 2B,622761,Jorge Mateo,572125,Sam Selman,519048,Mitch Moreland,L,Joey Bart,663698,3,5,6,False,2020-09-12,Stolen,2B,2020,2021,26.3,2021,26.3
18,18,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
19,19,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
20,20,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-11,Stolen,2B,2020,2021,26.3,2021,26.3
21,21,2B,3B,Stolen Base 3B,663757,Trent Grisham,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,3B,2020,2021,26.3,2021,26.3
22,22,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,2B,2020,2021,26.3,2021,26.3
23,23,1B,2B,Stolen Base 2B,664238,Dylan Moore,657277,Logan Webb,641786,Kyle Lewis,R,Joey Bart,663698,1,4,2,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
24,24,1B,2B,Stolen Base 2B,641786,Kyle Lewis,657277,Logan Webb,572122,Kyle Seager,R,Joey Bart,663698,5,5,5,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
25,25,1B,2B,Stolen Base 2B,668942,Josh Rojas,502239,Trevor Cahill,605113,Nick Ahmed,R,Joey Bart,663698,0,1,2,True,2020-09-05,Stolen,2B,2020,2021,26.3,2021,26.3
26,26,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657277,Logan Webb,641658,Garrett Hampson,R,Joey Bart,663698,1,6,4,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
27,27,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
28,28,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,670056,Caleb Baragar,607680,Kevin Pillar,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
29,29,1B,2B,Stolen Base 2B,516782,Starling Marte,502239,Trevor Cahill,444482,David Peralta,R,Joey Bart,663698,0,0,1,True,2020-08-23,Stolen,2B,2020,2021,26.3,2021,26.3
30,30,1B,2B,Stolen Base 2B,516782,Starling Marte,542881,Tyler Anderson,444482,David Peralta,L,Joey Bart,663698,1,1,7,True,2020-08-22,Stolen,2B,2020,2021,26.3,2021,26.3
31,31,1B,2B,Stolen Base 2B,595777,Jurickson Profar,502239,Trevor Cahill,622761,Jorge Mateo,R,Joey Bart,663698,3,5,8,True,2020-09-27,Stolen,2B,2020,2021,26.3,2021,26.3
32,32,1B,2B,Stolen Base 2B,622761,Jorge Mateo,572125,Sam Selman,519048,Mitch Moreland,L,Joey Bart,663698,3,5,6,False,2020-09-25,Stolen,2B,2020,2021,26.3,2021,26.3
33,33,1B,,Caught Stealing 2B,596115,Trevor Story,657277,Logan Webb,453568,Charlie Blackmon,R,Joey Bart,663698,0,1,3,True,2020-09-23,Caught,2B,2020,2021,26.3,2021,26.3
34,34,2B,3B,Stolen Base 3B,606132,Raimel Tapia,657277,Logan Webb,596115,Trevor Story,R,Joey Bart,663698,1,2,5,True,2020-09-23,Stolen,3B,2020,2021,26.3,2021,26.3
35,35,1B,2B,Stolen Base 2B,607680,Kevin Pillar,592767,Drew Smyly,453568,Charlie Blackmon,L,Joey Bart,663698,0,0,1,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
36,36,1B,2B,Stolen Base 2B,461314,Matt Kemp,592767,Drew Smyly,641857,Ryan McMahon,L,Joey Bart,663698,1,0,2,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
37,37,1B,2B,Stolen Base 2B,607680,Kevin Pillar,592767,Drew Smyly,596115,Trevor Story,L,Joey Bart,663698,2,0,6,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
38,38,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,502239,Trevor Cahill,658069,Joshua Fuentes,R,Joey Bart,663698,2,1,6,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
39,39,1B,2B,Stolen Base 2B,621566,Matt Olson,592332,Kevin Gausman,572039,Stephen Piscotty,R,Joey Bart,663698,1,0,4,False,2020-09-19,Stolen,2B,2020,2021,26.3,2021,26.3
40,40,1B,2B,Stolen Base 2B,572122,Kyle Seager,542881,Tyler Anderson,664034,Ty France,L,Joey Bart,663698,0,1,2,False,2020-09-17,Stolen,2B,2020,2021,26.3,2021,26.3
41,41,1B,2B,Stolen Base 2B,572122,Kyle Seager,542881,Tyler Anderson,664034,Ty France,L,Joey Bart,663698,0,1,2,False,2020-09-16,Stolen,2B,2020,2021,26.3,2021,26.3
42,42,1B,,Caught Stealing 2B,641786,Kyle Lewis,502239,Trevor Cahill,620443,Luis Torrens,R,Joey Bart,663698,3,8,5,False,2020-09-16,Caught,2B,2020,2021,26.3,2021,26.3
43,43,1B,,Caught Stealing 2B,641786,Kyle Lewis,502239,Trevor Cahill,620443,Luis Torrens,R,Joey Bart,663698,3,8,5,False,2020-09-15,Caught,2B,2020,2021,26.3,2021,26.3
44,44,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
45,45,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
46,46,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
47,47,1B,2B,Stolen Base 2B,592518,Manny Machado,456501,Johnny Cueto,519048,Mitch Moreland,R,Joey Bart,663698,2,0,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
48,48,1B,2B,Stolen Base 2B,622761,Jorge Mateo,572125,Sam Selman,519048,Mitch Moreland,L,Joey Bart,663698,3,5,6,False,2020-09-12,Stolen,2B,2020,2021,26.3,2021,26.3
49,49,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
50,50,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
51,51,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-11,Stolen,2B,2020,2021,26.3,2021,26.3
52,52,2B,3B,Stolen Base 3B,663757,Trent Grisham,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,3B,2020,2021,26.3,2021,26.3
53,53,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,2B,2020,2021,26.3,2021,26.3
54,54,1B,2B,Stolen Base 2B,664238,Dylan Moore,657277,Logan Webb,641786,Kyle Lewis,R,Joey Bart,663698,1,4,2,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
55,55,1B,2B,Stolen Base 2B,641786,Kyle Lewis,657277,Logan Webb,572122,Kyle Seager,R,Joey Bart,663698,5,5,5,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
56,56,1B,2B,Stolen Base 2B,668942,Josh Rojas,502239,Trevor Cahill,605113,Nick Ahmed,R,Joey Bart,663698,0,1,2,True,2020-09-05,Stolen,2B,2020,2021,26.3,2021,26.3
57,57,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657277,Logan Webb,641658,Garrett Hampson,R,Joey Bart,663698,1,6,4,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
58,58,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
59,59,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,670056,Caleb Baragar,607680,Kevin Pillar,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
60,60,1B,2B,Stolen Base 2B,516782,Starling Marte,502239,Trevor Cahill,444482,David Peralta,R,Joey Bart,663698,0,0,1,True,2020-08-23,Stolen,2B,2020,2021,26.3,2021,26.3
61,61,1B,2B,Stolen Base 2B,516782,Starling Marte,542881,Tyler Anderson,444482,David Peralta,L,Joey Bart,663698,1,1,7,True,2020-08-22,Stolen,2B,2020,2021,26.3,2021,26.3
62,62,1B,2B,Stolen Base 2B,595777,Jurickson Profar,502239,Trevor Cahill,622761,Jorge Mateo,R,Joey Bart,663698,3,5,8,True,2020-09-27,Stolen,2B,2020,2021,26.3,2021,26.3
63,63,1B,2B,Stolen Base 2B,622761,Jorge Mateo,572125,Sam Selman,519048,Mitch Moreland,L,Joey Bart,663698,3,5,6,False,2020-09-25,Stolen,2B,2020,2021,26.3,2021,26.3
64,64,1B,,Caught Stealing 2B,596115,Trevor Story,657277,Logan Webb,453568,Charlie Blackmon,R,Joey Bart,663698,0,1,3,True,2020-09-23,Caught,2B,2020,2021,26.3,2021,26.3
65,65,2B,3B,Stolen Base 3B,606132,Raimel Tapia,657277,Logan Webb,596115,Trevor Story,R,Joey Bart,663698,1,2,5,True,2020-09-23,Stolen,3B,2020,2021,26.3,2021,26.3
66,66,1B,2B,Stolen Base 2B,607680,Kevin Pillar,592767,Drew Smyly,453568,Charlie Blackmon,L,Joey Bart,663698,0,0,1,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
67,67,1B,2B,Stolen Base 2B,461314,Matt Kemp,592767,Drew Smyly,641857,Ryan McMahon,L,Joey Bart,663698,1,0,2,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
68,68,1B,2B,Stolen Base 2B,607680,Kevin Pillar,592767,Drew Smyly,596115,Trevor Story,L,Joey Bart,663698,2,0,6,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
69,69,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,502239,Trevor Cahill,658069,Joshua Fuentes,R,Joey Bart,663698,2,1,6,True,2020-09-22,Stolen,2B,2020,2021,26.3,2021,26.3
70,70,1B,2B,Stolen Base 2B,621566,Matt Olson,592332,Kevin Gausman,572039,Stephen Piscotty,R,Joey Bart,663698,1,0,4,False,2020-09-19,Stolen,2B,2020,2021,26.3,2021,26.3
71,71,1B,2B,Stolen Base 2B,572122,Kyle Seager,542881,Tyler Anderson,664034,Ty France,L,Joey Bart,663698,0,1,2,False,2020-09-17,Stolen,2B,2020,2021,26.3,2021,26.3
72,72,1B,2B,Stolen Base 2B,572122,Kyle Seager,542881,Tyler Anderson,664034,Ty France,L,Joey Bart,663698,0,1,2,False,2020-09-16,Stolen,2B,2020,2021,26.3,2021,26.3
73,73,1B,,Caught Stealing 2B,641786,Kyle Lewis,502239,Trevor Cahill,620443,Luis Torrens,R,Joey Bart,663698,3,8,5,False,2020-09-16,Caught,2B,2020,2021,26.3,2021,26.3
74,74,1B,,Caught Stealing 2B,641786,Kyle Lewis,502239,Trevor Cahill,620443,Luis Torrens,R,Joey Bart,663698,3,8,5,False,2020-09-15,Caught,2B,2020,2021,26.3,2021,26.3
75,75,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
76,76,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-13,Caught,2B,2020,2021,26.3,2021,26.3
77,77,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
78,78,1B,2B,Stolen Base 2B,592518,Manny Machado,456501,Johnny Cueto,519048,Mitch Moreland,R,Joey Bart,663698,2,0,3,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3
79,79,1B,2B,Stolen Base 2B,622761,Jorge Mateo,572125,Sam Selman,519048,Mitch Moreland,L,Joey Bart,663698,3,5,6,False,2020-09-12,Stolen,2B,2020,2021,26.3,2021,26.3
80,80,1B,,Caught Stealing 2B,665487,Fernando Tatis Jr.,657277,Logan Webb,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
81,81,1B,,Caught Stealing 2B,630105,Jake Cronenworth,657277,Logan Webb,595777,Jurickson Profar,R,Joey Bart,663698,1,1,2,False,2020-09-11,Caught,2B,2020,2021,26.3,2021,26.3
82,82,1B,2B,Stolen Base 2B,595777,Jurickson Profar,657277,Logan Webb,665487,Fernando Tatis Jr.,R,Joey Bart,663698,1,1,3,False,2020-09-11,Stolen,2B,2020,2021,26.3,2021,26.3
83,83,2B,3B,Stolen Base 3B,663757,Trent Grisham,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,3B,2020,2021,26.3,2021,26.3
84,84,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,502239,Trevor Cahill,592518,Manny Machado,R,Joey Bart,663698,0,0,1,False,2020-09-10,Stolen,2B,2020,2021,26.3,2021,26.3
85,85,1B,2B,Stolen Base 2B,664238,Dylan Moore,657277,Logan Webb,641786,Kyle Lewis,R,Joey Bart,663698,1,4,2,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
86,86,1B,2B,Stolen Base 2B,641786,Kyle Lewis,657277,Logan Webb,572122,Kyle Seager,R,Joey Bart,663698,5,5,5,True,2020-09-08,Stolen,2B,2020,2021,26.3,2021,26.3
87,87,1B,2B,Stolen Base 2B,668942,Josh Rojas,502239,Trevor Cahill,605113,Nick Ahmed,R,Joey Bart,663698,0,1,2,True,2020-09-05,Stolen,2B,2020,2021,26.3,2021,26.3
88,88,1B,2B,Stolen Base 2B,607680,Kevin Pillar,657277,Logan Webb,641658,Garrett Hampson,R,Joey Bart,663698,1,6,4,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
89,89,1B,2B,Stolen Base 2B,596115,Trevor Story,670056,Caleb Baragar,453568,Charlie Blackmon,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
90,90,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,670056,Caleb Baragar,607680,Kevin Pillar,L,Joey Bart,663698,9,6,8,False,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3
91,91,1B,2B,Stolen Base 2B,516782,Starling Marte,502239,Trevor Cahill,444482,David Peralta,R,Joey Bart,663698,0,0,1,True,2020-08-23,Stolen,2B,2020,2021,26.3,2021,26.3
92,92,1B,2B,Stolen Base 2B,516782,Starling Marte,542881,Tyler Anderson,444482,David Peralta,L,Joey Bart,663698,1,1,7,True,2020-08-22,Stolen,2B,2020,2021,26.3,2021,26.3
93,93,1B,2B,Stolen Base 2B,666310,Bo Naylor,605154,John Brebbia,664702,Myles Straw,R,Joey Bart,663698,3,2,7,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
94,94,1B,2B,Stolen Base 2B,665926,Andrés Giménez,643511,Tyler Rogers,686823,Will Brennan,R,Joey Bart,663698,3,3,8,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
95,95,1B,2B,Stolen Base 2B,671289,Tyler Freeman,592426,Luke Jackson,665926,Andrés Giménez,R,Joey Bart,663698,3,4,10,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
96,96,1B,,Caught Stealing 2B,656248,Sean Bouchard,690986,Kyle Harrison,453568,Charlie Blackmon,L,Joey Bart,663698,0,3,2,True,2023-09-08,Caught,2B,2023,2024,26.5,2024,26.5
97,97,1B,2B,Stolen Base 2B,666134,Nolan Jones,573124,Taylor Rogers,663898,Brendan Rodgers,L,Joey Bart,663698,4,7,7,True,2023-09-08,Stolen,2B,2023,2024,26.5,2024,26.5
98,98,2B,3B,Stolen Base 3B,547180,Bryce Harper,548389,Ross Stripling,656941,Kyle Schwarber,R,Joey Bart,663698,4,0,4,True,2023-05-17,Stolen,3B,2023,2024,26.5,2024,26.5
99,99,1B,2B,Stolen Base 2B,592206,Nick Castellanos,548389,Ross Stripling,656941,Kyle Schwarber,R,Joey Bart,663698,4,0,4,True,2023-05-17,Stolen,2B,2023,2024,26.5,2024,26.5
100,100,2B,3B,Stolen Base 3B,592663,J.T. Realmuto,502171,Alex Cobb,664761,Alec Bohm,R,Joey Bart,663698,0,0,2,True,2023-05-16,Stolen,3B,2023,2024,26.5,2024,26.5
101,101,1B,2B,Stolen Base 2B,669016,Brandon Marsh,502171,Alex Cobb,665019,Kody Clemens,R,Joey Bart,663698,0,0,2,True,2023-05-16,Stolen,2B,2023,2024,26.5,2024,26.5
102,102,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,643511,Tyler Rogers,664761,Alec Bohm,R,Joey Bart,663698,4,2,7,True,2023-05-16,Stolen,2B,2023,2024,26.5,2024,26.5
103,103,1B,2B,Stolen Base 2B,672515,Gabriel Moreno,657277,Logan Webb,672695,Geraldo Perdomo,R,Joey Bart,663698,1,1,7,False,2023-05-14,Stolen,2B,2023,2024,26.5,2024,26.5
104,104,1B,2B,Stolen Base 2B,606466,Ketel Marte,518397,Scott Alexander,682998,Corbin Carroll,L,Joey Bart,663698,7,5,8,False,2023-05-12,Stolen,2B,2023,2024,26.5,2024,26.5
105,105,1B,2B,Stolen Base 2B,669743,Alex Call,640455,Sean Manaea,642086,Dominic Smith,L,Joey Bart,663698,0,1,2,True,2023-05-10,Stolen,2B,2023,2024,26.5,2024,26.5
106,106,3B,score,Caught Stealing 2B,680911,Owen Miller,640455,Sean Manaea,572228,Luke Voit,L,Joey Bart,663698,0,2,1,True,2023-05-05,Caught,2B,2023,2024,26.5,2024,26.5
107,107,1B,,Caught Stealing 2B,605119,Brian Anderson,640455,Sean Manaea,572228,Luke Voit,L,Joey Bart,663698,0,2,1,True,2023-05-05,Caught,2B,2023,2024,26.5,2024,26.5
108,108,2B,3B,Stolen Base 3B,621438,Tyrone Taylor,640455,Sean Manaea,661388,William Contreras,L,Joey Bart,663698,2,2,5,True,2023-05-05,Stolen,3B,2023,2024,26.5,2024,26.5
109,109,1B,2B,Stolen Base 2B,686894,Joey Wiemer,640455,Sean Manaea,661388,William Contreras,L,Joey Bart,663698,2,2,5,True,2023-05-05,Stolen,2B,2023,2024,26.5,2024,26.5
110,110,1B,,Caught Stealing 2B,516782,Starling Marte,657277,Logan Webb,596019,Francisco Lindor,R,Joey Bart,663698,6,2,3,True,2023-04-22,Caught,2B,2023,2024,26.5,2024,26.5
111,111,1B,2B,Stolen Base 2B,641658,Garrett Hampson,502171,Alex Cobb,665862,Jazz Chisholm Jr.,R,Joey Bart,663698,0,1,5,False,2023-04-19,Stolen,2B,2023,2024,26.5,2024,26.5
112,112,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,666808,Camilo Doval,624585,Jorge Soler,R,Joey Bart,663698,1,1,10,False,2023-04-19,Stolen,3B,2023,2024,26.5,2024,26.5
113,113,1B,2B,Stolen Base 2B,650333,Luis Arraez,666808,Camilo Doval,624585,Jorge Soler,R,Joey Bart,663698,1,1,10,False,2023-04-19,Stolen,2B,2023,2024,26.5,2024,26.5
114,114,1B,2B,Stolen Base 2B,541645,Avisaíl García,596001,Jakob Junis,607732,Jacob Stallings,R,Joey Bart,663698,4,2,4,False,2023-04-18,Stolen,2B,2023,2024,26.5,2024,26.5
115,115,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,573124,Taylor Rogers,541645,Avisaíl García,L,Joey Bart,663698,4,2,8,False,2023-04-18,Stolen,2B,2023,2024,26.5,2024,26.5
116,116,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657277,Logan Webb,643265,Garrett Cooper,R,Joey Bart,663698,1,3,3,False,2023-04-17,Stolen,2B,2023,2024,26.5,2024,26.5
117,117,1B,2B,Stolen Base 2B,668731,Akil Baddoo,663546,Sean Hjelle,656716,Zach McKinstry,R,Joey Bart,663698,6,6,8,False,2023-04-15,Stolen,2B,2023,2024,26.5,2024,26.5
118,118,1B,2B,Stolen Base 2B,663837,Matt Vierling,640455,Sean Manaea,663527,Tyler Nevin,L,Joey Bart,663698,1,1,3,False,2023-04-14,Stolen,2B,2023,2024,26.5,2024,26.5
119,119,1B,2B,Stolen Base 2B,656716,Zach McKinstry,666808,Camilo Doval,668670,Jake Rogers,R,Joey Bart,663698,4,5,11,False,2023-04-14,Stolen,2B,2023,2024,26.5,2024,26.5
120,120,1B,,Caught Stealing 2B,681546,James Outman,502171,Alex Cobb,678246,Miguel Vargas,R,Joey Bart,663698,3,1,4,True,2023-04-12,Caught,2B,2023,2024,26.5,2024,26.5
121,121,1B,2B,Stolen Base 2B,681546,James Outman,573124,Taylor Rogers,621035,Chris Taylor,L,Joey Bart,663698,1,4,7,True,2023-04-10,Stolen,2B,2023,2024,26.5,2024,26.5
122,122,1B,2B,Stolen Base 2B,666310,Bo Naylor,605154,John Brebbia,664702,Myles Straw,R,Joey Bart,663698,3,2,7,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
123,123,1B,2B,Stolen Base 2B,665926,Andrés Giménez,643511,Tyler Rogers,686823,Will Brennan,R,Joey Bart,663698,3,3,8,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
124,124,1B,2B,Stolen Base 2B,671289,Tyler Freeman,592426,Luke Jackson,665926,Andrés Giménez,R,Joey Bart,663698,3,4,10,True,2023-09-11,Stolen,2B,2023,2024,26.5,2024,26.5
125,125,1B,,Caught Stealing 2B,656248,Sean Bouchard,690986,Kyle Harrison,453568,Charlie Blackmon,L,Joey Bart,663698,0,3,2,True,2023-09-08,Caught,2B,2023,2024,26.5,2024,26.5
126,126,1B,2B,Stolen Base 2B,666134,Nolan Jones,573124,Taylor Rogers,663898,Brendan Rodgers,L,Joey Bart,663698,4,7,7,True,2023-09-08,Stolen,2B,2023,2024,26.5,2024,26.5
127,127,2B,3B,Stolen Base 3B,547180,Bryce Harper,548389,Ross Stripling,656941,Kyle Schwarber,R,Joey Bart,663698,4,0,4,True,2023-05-17,Stolen,3B,2023,2024,26.5,2024,26.5
128,128,1B,2B,Stolen Base 2B,592206,Nick Castellanos,548389,Ross Stripling,656941,Kyle Schwarber,R,Joey Bart,663698,4,0,4,True,2023-05-17,Stolen,2B,2023,2024,26.5,2024,26.5
