,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
10,10,10,10,10,10,10,10,3289,1B,2B,Stolen Base 2B,543281,Josh Harrison,621242,Edwin Díaz,641525,Brandon Dixon,R,Wilson Ramos,467092,4,3,9,True,2019-05-26,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
11,11,11,11,11,11,11,11,3802,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-23,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
12,12,12,12,12,12,12,12,3804,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-22,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
13,13,13,13,13,13,13,13,3831,1B,,Caught Stealing 2B,543281,Josh Harrison,625643,Reynaldo López,592348,Niko Goodrum,R,Welington Castillo,456078,0,0,1,False,2019-04-21,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
14,14,14,14,14,14,14,14,4148,1B,2B,Stolen Base 2B,543281,Josh Harrison,596001,Jakob Junis,592206,Nick Castellanos,R,Martín Maldonado,455117,2,3,5,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
15,15,15,15,15,15,15,15,4149,1B,2B,Stolen Base 2B,543281,Josh Harrison,622092,Kyle Zimmer,592206,Nick Castellanos,R,Martín Maldonado,455117,3,3,7,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
16,16,16,16,16,16,16,16,6109,2B,3B,Stolen Base 3B,543281,Josh Harrison,542888,Shawn Armstrong,621514,Christin Stewart,R,Pedro Severino,600474,5,3,9,True,2019-05-27,Stolen,3B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
17,17,17,17,17,17,17,17,6132,1B,2B,Stolen Base 2B,543281,Josh Harrison,621242,Edwin Díaz,641525,Brandon Dixon,R,Wilson Ramos,467092,4,3,9,True,2019-05-26,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
18,18,18,18,18,18,18,18,6645,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-23,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
19,19,19,19,19,19,19,19,6647,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-22,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
20,20,20,20,20,20,20,20,6674,1B,,Caught Stealing 2B,543281,Josh Harrison,625643,Reynaldo López,592348,Niko Goodrum,R,Welington Castillo,456078,0,0,1,False,2019-04-21,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
21,21,21,21,21,21,21,21,6991,1B,2B,Stolen Base 2B,543281,Josh Harrison,596001,Jakob Junis,592206,Nick Castellanos,R,Martín Maldonado,455117,2,3,5,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
22,22,22,22,22,22,22,22,6992,1B,2B,Stolen Base 2B,543281,Josh Harrison,622092,Kyle Zimmer,592206,Nick Castellanos,R,Martín Maldonado,455117,3,3,7,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
23,23,23,23,23,23,23,23,8033,2B,3B,Stolen Base 3B,543281,Josh Harrison,542888,Shawn Armstrong,621514,Christin Stewart,R,Pedro Severino,600474,5,3,9,True,2019-05-27,Stolen,3B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
24,24,24,24,24,24,24,24,8056,1B,2B,Stolen Base 2B,543281,Josh Harrison,621242,Edwin Díaz,641525,Brandon Dixon,R,Wilson Ramos,467092,4,3,9,True,2019-05-26,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
25,25,25,25,25,25,25,25,8569,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-23,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
26,26,26,26,26,26,26,26,8571,1B,,Caught Stealing 2B,543281,Josh Harrison,592390,Heath Hembree,606988,Grayson Greiner,R,Christian Vázquez,543877,2,3,6,True,2019-04-22,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
27,27,27,27,27,27,27,27,8598,1B,,Caught Stealing 2B,543281,Josh Harrison,625643,Reynaldo López,592348,Niko Goodrum,R,Welington Castillo,456078,0,0,1,False,2019-04-21,Caught,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
28,28,28,28,28,28,28,28,8915,1B,2B,Stolen Base 2B,543281,Josh Harrison,596001,Jakob Junis,592206,Nick Castellanos,R,Martín Maldonado,455117,2,3,5,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
29,29,29,29,29,29,29,29,8916,1B,2B,Stolen Base 2B,543281,Josh Harrison,622092,Kyle Zimmer,592206,Nick Castellanos,R,Martín Maldonado,455117,3,3,7,False,2019-04-04,Stolen,2B,2019,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7,2020,26.7
30,30,30,30,30,30,30,30,489,1B,2B,Stolen Base 2B,543281,Josh Harrison,608335,Kyle Funkhouser,621566,Matt Olson,R,Dustin Garneau,572863,3,6,6,True,2021-08-31,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
31,31,31,31,31,31,31,31,637,1B,2B,Stolen Base 2B,543281,Josh Harrison,592332,Kevin Gausman,664913,Seth Brown,R,Curt Casali,592200,3,0,1,False,2021-08-21,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
32,32,32,32,32,32,32,32,834,1B,2B,Stolen Base 2B,543281,Josh Harrison,642701,Dennis Santana,656305,Matt Chapman,R,Jonah Heim,641680,6,2,7,False,2021-08-08,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
33,33,33,33,33,33,33,33,909,2B,3B,Stolen Base 3B,543281,Josh Harrison,605483,Blake Snell,462101,Elvis Andrus,L,Austin Nola,543592,0,4,2,False,2021-08-03,Stolen,3B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
34,34,34,34,34,34,34,34,1321,1B,2B,Stolen Base 2B,543281,Josh Harrison,489334,Craig Stammen,444876,Alcides Escobar,R,Victor Caratini,605170,5,5,6,True,2021-07-05,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
35,35,35,35,35,35,35,35,1564,1B,2B,Stolen Base 2B,543281,Josh Harrison,641401,Connor Brogdon,645302,Victor Robles,R,J.T. Realmuto,592663,1,3,6,True,2021-06-22,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
36,36,36,36,36,36,36,36,1619,1B,2B,Stolen Base 2B,543281,Josh Harrison,656849,David Peterson,488671,Alex Avila,L,Tomás Nido,621512,0,3,4,False,2021-06-19,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
37,37,37,37,37,37,37,37,1947,1B,2B,Stolen Base 2B,543281,Josh Harrison,542960,Brad Brach,488671,Alex Avila,R,Tucker Barnhart,571466,2,0,3,False,2021-05-27,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
38,38,38,38,38,38,38,38,1974,1B,2B,Stolen Base 2B,543281,Josh Harrison,542960,Brad Brach,488671,Alex Avila,R,Tucker Barnhart,571466,2,0,3,False,2021-05-26,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
39,39,39,39,39,39,39,39,2273,1B,2B,Stolen Base 2B,543281,Josh Harrison,592767,Drew Smyly,516770,Starlin Castro,L,Jeff Mathis,425772,0,0,1,False,2021-05-06,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
40,40,40,40,40,40,40,40,2365,1B,2B,Caught Stealing 3B,543281,Josh Harrison,669432,Trevor Rogers,607208,Trea Turner,L,Sandy León,506702,0,0,3,False,2021-05-02,Caught,3B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
41,41,41,41,41,41,41,41,2441,1B,,Caught Stealing 2B,543281,Josh Harrison,663423,Trent Thornton,516770,Starlin Castro,R,Alejandro Kirk,672386,0,1,2,True,2021-04-27,Caught,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
42,42,42,42,42,42,42,42,2614,1B,,Caught Stealing 2B,543281,Josh Harrison,642203,Taylor Widener,516770,Starlin Castro,R,Carson Kelly,608348,0,0,4,False,2021-04-16,Caught,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
43,43,43,43,43,43,43,43,2827,1B,2B,Stolen Base 2B,543281,Josh Harrison,656849,David Peterson,488671,Alex Avila,L,Tomás Nido,621512,0,3,4,False,2021-04-01,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
44,44,44,44,44,44,44,44,2413,1B,2B,Stolen Base 2B,543281,Josh Harrison,608335,Kyle Funkhouser,621566,Matt Olson,R,Dustin Garneau,572863,3,6,6,True,2021-08-31,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
45,45,45,45,45,45,45,45,2561,1B,2B,Stolen Base 2B,543281,Josh Harrison,592332,Kevin Gausman,664913,Seth Brown,R,Curt Casali,592200,3,0,1,False,2021-08-21,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
46,46,46,46,46,46,46,46,2758,1B,2B,Stolen Base 2B,543281,Josh Harrison,642701,Dennis Santana,656305,Matt Chapman,R,Jonah Heim,641680,6,2,7,False,2021-08-08,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
47,47,47,47,47,47,47,47,2833,2B,3B,Stolen Base 3B,543281,Josh Harrison,605483,Blake Snell,462101,Elvis Andrus,L,Austin Nola,543592,0,4,2,False,2021-08-03,Stolen,3B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
48,48,48,48,48,48,48,48,3245,1B,2B,Stolen Base 2B,543281,Josh Harrison,489334,Craig Stammen,444876,Alcides Escobar,R,Victor Caratini,605170,5,5,6,True,2021-07-05,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
49,49,49,49,49,49,49,49,3488,1B,2B,Stolen Base 2B,543281,Josh Harrison,641401,Connor Brogdon,645302,Victor Robles,R,J.T. Realmuto,592663,1,3,6,True,2021-06-22,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
50,50,50,50,50,50,50,50,3543,1B,2B,Stolen Base 2B,543281,Josh Harrison,656849,David Peterson,488671,Alex Avila,L,Tomás Nido,621512,0,3,4,False,2021-06-19,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
51,51,51,51,51,51,51,51,3871,1B,2B,Stolen Base 2B,543281,Josh Harrison,542960,Brad Brach,488671,Alex Avila,R,Tucker Barnhart,571466,2,0,3,False,2021-05-27,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
52,52,52,52,52,52,52,52,3898,1B,2B,Stolen Base 2B,543281,Josh Harrison,542960,Brad Brach,488671,Alex Avila,R,Tucker Barnhart,571466,2,0,3,False,2021-05-26,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
53,53,53,53,53,53,53,53,4197,1B,2B,Stolen Base 2B,543281,Josh Harrison,592767,Drew Smyly,516770,Starlin Castro,L,Jeff Mathis,425772,0,0,1,False,2021-05-06,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
54,54,54,54,54,54,54,54,4289,1B,2B,Caught Stealing 3B,543281,Josh Harrison,669432,Trevor Rogers,607208,Trea Turner,L,Sandy León,506702,0,0,3,False,2021-05-02,Caught,3B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
55,55,55,55,55,55,55,55,4365,1B,,Caught Stealing 2B,543281,Josh Harrison,663423,Trent Thornton,516770,Starlin Castro,R,Alejandro Kirk,672386,0,1,2,True,2021-04-27,Caught,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
56,56,56,56,56,56,56,56,4538,1B,,Caught Stealing 2B,543281,Josh Harrison,642203,Taylor Widener,516770,Starlin Castro,R,Carson Kelly,608348,0,0,4,False,2021-04-16,Caught,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
57,57,57,57,57,57,57,57,4751,1B,2B,Stolen Base 2B,543281,Josh Harrison,656849,David Peterson,488671,Alex Avila,L,Tomás Nido,621512,0,3,4,False,2021-04-01,Stolen,2B,2021,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1,2022,27.1
58,58,58,58,58,58,58,58,767,1B,2B,Stolen Base 2B,543281,Josh Harrison,542888,Shawn Armstrong,664901,Danny Mendick,R,Mike Zunino,572287,0,6,3,True,2022-06-05,Stolen,2B,2022,2023,26.5,2023,26.5,2023,26.5,2023,26.5,2023,26.5,2023,26.5,2023,26.5,2023,26.5
59,59,59,59,59,59,59,59,535,1B,2B,Stolen Base 2B,543281,Josh Harrison,451596,Yovani Gallardo,570256,Gregory Polanco,R,Devin Mesoraco,519023,5,2,6,False,2018-04-06,Stolen,2B,2018,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2
60,60,60,60,60,60,60,60,1659,1B,2B,Stolen Base 2B,543281,Josh Harrison,519455,Jordan Zimmermann,605137,Josh Bell,R,James McCann,543510,1,0,3,False,2017-08-07,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
61,61,61,61,61,61,61,61,1887,1B,2B,Stolen Base 2B,543281,Josh Harrison,502188,Jeff Samardzija,605137,Josh Bell,R,Buster Posey,457763,1,1,3,True,2017-07-26,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
62,62,62,62,62,62,62,62,2308,1B,2B,Stolen Base 2B,543281,Josh Harrison,595032,Chase Whitley,457705,Andrew McCutchen,R,Jesús Sucre,491696,3,0,7,False,2017-06-29,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
63,63,63,63,63,63,63,63,2447,1B,2B,Stolen Base 2B,543281,Josh Harrison,502624,Chase Anderson,570256,Gregory Polanco,R,Jett Bandy,542908,0,0,1,True,2017-06-22,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
64,64,64,64,64,64,64,64,2450,2B,,Caught Stealing 3B,543281,Josh Harrison,502624,Chase Anderson,605137,Josh Bell,R,Jett Bandy,542908,3,2,6,True,2017-06-22,Caught,3B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
65,65,65,65,65,65,65,65,2458,1B,2B,Stolen Base 2B,543281,Josh Harrison,448855,Junior Guerra,444379,John Jaso,R,Manny Piña,444489,0,0,1,True,2017-06-21,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
66,66,66,66,66,66,66,66,2493,1B,2B,Stolen Base 2B,543281,Josh Harrison,623352,Josh Hader,501896,David Freese,L,Manny Piña,444489,2,7,6,True,2017-06-20,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
67,67,67,67,67,67,67,67,2667,1B,2B,Stolen Base 2B,543281,Josh Harrison,502046,Jeff Locke,591741,José Osuna,L,J.T. Realmuto,592663,2,0,5,False,2017-06-11,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
68,68,68,68,68,68,68,68,2987,1B,2B,Stolen Base 2B,543281,Josh Harrison,594798,Jacob deGrom,605137,Josh Bell,R,René Rivera,425784,0,0,1,False,2017-05-26,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
69,69,69,69,69,69,69,69,3065,1B,2B,Stolen Base 2B,543281,Josh Harrison,605400,Aaron Nola,457705,Andrew McCutchen,R,Andrew Knapp,595284,0,0,6,False,2017-05-21,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
70,70,70,70,70,70,70,70,3094,1B,2B,Stolen Base 2B,543281,Josh Harrison,643410,Mark Leiter Jr.,457705,Andrew McCutchen,R,Cameron Rupp,519237,6,1,6,False,2017-05-20,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
71,71,71,71,71,71,71,71,3271,1B,,Caught Stealing 2B,543281,Josh Harrison,407845,Fernando Rodney,465041,Francisco Cervelli,R,Jeff Mathis,425772,2,1,9,True,2017-05-11,Caught,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
72,72,72,72,72,72,72,72,3583,1B,2B,Caught Stealing Home,543281,Josh Harrison,452657,Jon Lester,474568,Jordy Mercer,L,Willson Contreras,575929,4,1,2,False,2017-04-26,Caught,Home,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
73,73,73,73,73,73,73,73,3606,1B,,Caught Stealing 2B,543281,Josh Harrison,543294,Kyle Hendricks,605137,Josh Bell,R,Willson Contreras,575929,0,1,3,False,2017-04-25,Caught,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
74,74,74,74,74,74,74,74,3758,1B,,Caught Stealing 2B,543281,Josh Harrison,452657,Jon Lester,594838,Phil Gosselin,L,Willson Contreras,575929,0,0,7,True,2017-04-16,Caught,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
75,75,75,75,75,75,75,75,3759,1B,2B,Stolen Base 2B,543281,Josh Harrison,518748,Justin Grimm,444379,John Jaso,R,Willson Contreras,575929,1,3,9,True,2017-04-16,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
76,76,76,76,76,76,76,76,3808,1B,2B,Stolen Base 2B,543281,Josh Harrison,543294,Kyle Hendricks,516782,Starling Marte,R,Miguel Montero,471083,1,1,5,True,2017-04-14,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
77,77,77,77,77,77,77,77,1031,1B,2B,Stolen Base 2B,543281,Josh Harrison,519455,Jordan Zimmermann,605137,Josh Bell,R,James McCann,543510,1,0,3,False,2017-08-07,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
78,78,78,78,78,78,78,78,1259,1B,2B,Stolen Base 2B,543281,Josh Harrison,502188,Jeff Samardzija,605137,Josh Bell,R,Buster Posey,457763,1,1,3,True,2017-07-26,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
79,79,79,79,79,79,79,79,1680,1B,2B,Stolen Base 2B,543281,Josh Harrison,595032,Chase Whitley,457705,Andrew McCutchen,R,Jesús Sucre,491696,3,0,7,False,2017-06-29,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
80,80,80,80,80,80,80,80,1819,1B,2B,Stolen Base 2B,543281,Josh Harrison,502624,Chase Anderson,570256,Gregory Polanco,R,Jett Bandy,542908,0,0,1,True,2017-06-22,Stolen,2B,2017,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1,2018,27.1
