,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,2B,Stolen Base 2B,663656,Kyle Tucker,502043,Kyle Gibson,502210,Josh Reddick,R,Jeff Mathis,425772,0,0,6,True,2020-09-26,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
1,1,1,1,1,1B,,Caught Stealing 2B,543807,George Springer,502043,Kyle Gibson,514888,Jose Altuve,R,Jeff Mathis,425772,0,0,1,False,2020-09-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
2,2,2,2,2,1B,,Caught Stealing 2B,663656,Kyle Tucker,502043,Kyle Gibson,493329,Yuli Gurriel,R,Jeff Mathis,425772,0,0,7,False,2020-09-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
3,3,3,3,3,1B,2B,Stolen Base 2B,543760,Marcus Semien,458681,Lance Lynn,572039,Stephen Piscotty,R,Jeff Mathis,425772,1,1,6,True,2020-09-13,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
4,4,4,4,4,1B,2B,Stolen Base 2B,621493,Taylor Ward,502043,Kyle Gibson,650859,Luis Rengifo,R,Jeff Mathis,425772,1,3,2,True,2020-09-10,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
5,5,5,5,5,1B,,Caught Stealing 2B,605141,Mookie Betts,502043,Kyle Gibson,608369,Corey Seager,R,Jeff Mathis,425772,0,2,3,True,2020-08-30,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
6,6,6,6,6,1B,2B,Stolen Base 2B,641355,Cody Bellinger,502043,Kyle Gibson,592626,Joc Pederson,R,Jeff Mathis,425772,2,5,5,True,2020-08-30,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
7,7,7,7,7,1B,2B,Stolen Base 2B,623323,Braden Bishop,501985,Mike Minor,641487,J.P. Crawford,L,Jeff Mathis,425772,2,0,5,False,2020-08-23,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
8,8,8,8,8,1B,2B,Stolen Base 2B,630105,Jake Cronenworth,458681,Lance Lynn,647304,Josh Naylor,R,Jeff Mathis,425772,2,1,6,False,2020-08-19,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
9,9,9,9,9,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,572122,Kyle Seager,R,Jeff Mathis,425772,0,0,1,True,2020-08-12,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
10,10,10,10,10,1B,2B,Stolen Base 2B,621005,Tim Lopes,501985,Mike Minor,641487,J.P. Crawford,L,Jeff Mathis,425772,2,0,3,True,2020-08-11,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
11,11,11,11,11,1B,2B,Stolen Base 2B,663656,Kyle Tucker,502043,Kyle Gibson,502210,Josh Reddick,R,Jeff Mathis,425772,0,0,6,True,2020-09-26,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
12,12,12,12,12,1B,,Caught Stealing 2B,543807,George Springer,502043,Kyle Gibson,514888,Jose Altuve,R,Jeff Mathis,425772,0,0,1,False,2020-09-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
13,13,13,13,13,1B,,Caught Stealing 2B,663656,Kyle Tucker,502043,Kyle Gibson,493329,Yuli Gurriel,R,Jeff Mathis,425772,0,0,7,False,2020-09-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
14,14,14,14,14,1B,2B,Stolen Base 2B,543760,Marcus Semien,458681,Lance Lynn,572039,Stephen Piscotty,R,Jeff Mathis,425772,1,1,6,True,2020-09-13,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
15,15,15,15,15,1B,2B,Stolen Base 2B,621493,Taylor Ward,502043,Kyle Gibson,650859,Luis Rengifo,R,Jeff Mathis,425772,1,3,2,True,2020-09-10,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
16,16,16,16,16,1B,,Caught Stealing 2B,605141,Mookie Betts,502043,Kyle Gibson,608369,Corey Seager,R,Jeff Mathis,425772,0,2,3,True,2020-08-30,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
17,17,17,17,17,1B,2B,Stolen Base 2B,641355,Cody Bellinger,502043,Kyle Gibson,592626,Joc Pederson,R,Jeff Mathis,425772,2,5,5,True,2020-08-30,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
