,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,1B,2B,Stolen Base 2B,542340,Jonathan Villar,593974,Wandy Peralta,592885,Christian Yelich,L,Devin Mesoraco,519023,1,3,9,True,2018-05-02,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
1,1,1,1,1,1,1B,2B,Stolen Base 2B,451594,Dexter Fowler,622491,Luis Castillo,657557,Paul DeJong,R,Devin Mesoraco,519023,3,0,5,False,2018-04-22,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
2,2,2,2,2,2,1B,,Caught Stealing 2B,500874,José A. Martínez,641816,Tyler Mahle,425877,Yadier Molina,R,Devin Mesoraco,519023,0,1,2,True,2018-04-13,Caught,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
3,3,3,3,3,3,1B,2B,Stolen Base 2B,502054,Tommy Pham,593974,Wandy Peralta,572761,Matt Carpenter,L,Devin Mesoraco,519023,3,5,9,True,2018-04-13,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
4,4,4,4,4,4,1B,2B,Stolen Base 2B,516782,Starling Marte,622491,Luis Castillo,605137,Josh Bell,R,Devin Mesoraco,519023,0,0,1,False,2018-04-06,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
5,5,5,5,5,5,1B,2B,Stolen Base 2B,543281,Josh Harrison,451596,Yovani Gallardo,570256,Gregory Polanco,R,Devin Mesoraco,519023,5,2,6,False,2018-04-06,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
6,6,6,6,6,6,1B,2B,Stolen Base 2B,607208,Trea Turner,607219,Sal Romano,572191,Michael A. Taylor,R,Devin Mesoraco,519023,0,2,1,True,2018-04-01,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
7,7,7,7,7,7,1B,2B,Stolen Base 2B,594694,Wilmer Difo,451596,Yovani Gallardo,594809,Adam Eaton,R,Devin Mesoraco,519023,1,5,7,True,2018-04-01,Stolen,2B,2018,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9,2019,27.9
8,8,8,8,8,8,2B,3B,Stolen Base 3B,542340,Jonathan Villar,444857,Scott Feldman,460075,Ryan Braun,R,Devin Mesoraco,519023,0,2,1,False,2017-08-12,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
9,9,9,9,9,9,1B,2B,Stolen Base 2B,460075,Ryan Braun,444857,Scott Feldman,543768,Travis Shaw,R,Devin Mesoraco,519023,3,2,1,False,2017-08-12,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
