,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
14,14,14,14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,448614,Carlos Torres,605412,Joe Panik,R,Jett Bandy,542908,3,5,8,True,2017-06-08,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
15,15,15,15,15,15,15,15,15,15,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,543746,Rob Scahill,605412,Joe Panik,R,Jett Bandy,542908,5,9,10,True,2017-06-08,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
16,16,16,16,16,16,16,16,16,16,1B,,Caught Stealing 2B,456488,Eduardo Núñez,502624,Chase Anderson,474832,Brandon Belt,R,Jett Bandy,542908,5,0,4,True,2017-06-06,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
17,17,17,17,17,17,17,17,17,17,1B,2B,Stolen Base 2B,641355,Cody Bellinger,490063,Matt Garza,621035,Chris Taylor,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
18,18,18,18,18,18,18,18,18,18,2B,3B,Stolen Base 3B,641355,Cody Bellinger,490063,Matt Garza,624577,Yasiel Puig,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
19,19,19,19,19,19,19,19,19,19,1B,2B,Stolen Base 2B,621035,Chris Taylor,490063,Matt Garza,624577,Yasiel Puig,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
20,20,20,20,20,20,20,20,20,20,2B,3B,Stolen Base 3B,621035,Chris Taylor,453172,Jared Hughes,624577,Yasiel Puig,R,Jett Bandy,542908,3,4,6,True,2017-06-03,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
21,21,21,21,21,21,21,21,21,21,1B,2B,Stolen Base 2B,571771,Enrique Hernández,453172,Jared Hughes,624577,Yasiel Puig,R,Jett Bandy,542908,3,4,6,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
22,22,22,22,22,22,22,22,22,22,1B,2B,Stolen Base 2B,624577,Yasiel Puig,503449,Wily Peralta,518649,Brett Eibner,R,Jett Bandy,542908,8,5,8,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
23,23,23,23,23,23,23,23,23,23,1B,2B,Stolen Base 2B,624577,Yasiel Puig,448614,Carlos Torres,518649,Brett Eibner,R,Jett Bandy,542908,8,10,9,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
24,24,24,24,24,24,24,24,24,24,1B,2B,Stolen Base 2B,642707,Allen Córdoba,448614,Carlos Torres,572114,Ryan Schimpf,R,Jett Bandy,542908,1,1,7,False,2017-05-17,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
25,25,25,25,25,25,25,25,25,25,1B,2B,Stolen Base 2B,605486,Cory Spangenberg,608349,Corey Knebel,571976,Wil Myers,R,Jett Bandy,542908,4,4,9,False,2017-05-15,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
26,26,26,26,26,26,26,26,26,26,2B,3B,Stolen Base 3B,605486,Cory Spangenberg,608349,Corey Knebel,595978,Austin Hedges,R,Jett Bandy,542908,4,4,9,False,2017-05-15,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
27,27,27,27,27,27,27,27,27,27,1B,2B,Stolen Base 2B,543939,Kolten Wong,502624,Chase Anderson,425794,Adam Wainwright,R,Jett Bandy,542908,1,0,2,False,2017-05-04,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
28,28,28,28,28,28,28,28,28,28,1B,2B,Stolen Base 2B,621020,Dansby Swanson,606930,Jacob Barnes,572669,Lane Adams,R,Jett Bandy,542908,8,4,7,True,2017-04-28,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
29,29,29,29,29,29,29,29,29,29,1B,2B,Stolen Base 2B,572669,Lane Adams,606930,Jacob Barnes,542255,Ender Inciarte,R,Jett Bandy,542908,8,6,7,True,2017-04-28,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
30,30,30,30,30,30,30,30,30,30,1B,2B,Stolen Base 2B,500874,José A. Martínez,448614,Carlos Torres,572761,Matt Carpenter,R,Jett Bandy,542908,1,2,7,True,2017-04-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
31,31,31,31,31,31,31,31,31,31,1B,2B,Stolen Base 2B,543939,Kolten Wong,453172,Jared Hughes,571431,Matt Adams,R,Jett Bandy,542908,1,2,8,True,2017-04-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
32,32,32,32,32,32,32,32,32,32,1B,2B,Stolen Base 2B,649557,Aledmys Díaz,605200,Zach Davies,572761,Matt Carpenter,R,Jett Bandy,542908,0,0,1,True,2017-04-20,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
33,33,33,33,33,33,33,33,33,33,1B,,Caught Stealing 2B,572761,Matt Carpenter,605200,Zach Davies,572039,Stephen Piscotty,R,Jett Bandy,542908,3,3,3,True,2017-04-20,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
34,34,34,34,34,34,34,34,34,34,2B,3B,Stolen Base 3B,519203,Anthony Rizzo,608349,Corey Knebel,546991,Albert Almora Jr.,R,Jett Bandy,542908,3,4,8,False,2017-04-19,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
35,35,35,35,35,35,35,35,35,35,1B,2B,Stolen Base 2B,608365,Addison Russell,608349,Corey Knebel,546991,Albert Almora Jr.,R,Jett Bandy,542908,3,4,8,False,2017-04-19,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
36,36,36,36,36,36,36,36,36,36,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,502624,Chase Anderson,450314,Ben Zobrist,R,Jett Bandy,542908,3,4,5,False,2017-04-17,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
37,37,37,37,37,37,37,37,37,37,1B,2B,Stolen Base 2B,471083,Miguel Montero,605200,Zach Davies,445055,Jon Jay,R,Jett Bandy,542908,0,4,1,True,2017-04-09,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
38,38,38,38,38,38,38,38,38,38,1B,2B,Stolen Base 2B,592178,Kris Bryant,605200,Zach Davies,519203,Anthony Rizzo,R,Jett Bandy,542908,3,5,4,True,2017-04-09,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
39,39,39,39,39,39,39,39,39,39,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,608349,Corey Knebel,518934,DJ LeMahieu,R,Jett Bandy,542908,5,6,7,True,2017-04-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
40,40,40,40,40,40,40,40,40,40,1B,,Caught Stealing 2B,448602,Mark Reynolds,453172,Jared Hughes,547172,Tony Wolters,R,Jett Bandy,542908,5,6,9,True,2017-04-03,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
41,41,41,41,41,41,41,41,41,41,1B,2B,Stolen Base 2B,452252,Adam Lind,503449,Wily Peralta,446653,Jose Lobaton,R,Jett Bandy,542908,9,0,3,False,2017-07-27,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
42,42,42,42,42,42,42,42,42,42,2B,,Caught Stealing 3B,501896,David Freese,605200,Zach Davies,474568,Jordy Mercer,R,Jett Bandy,542908,1,1,4,False,2017-07-19,Caught,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
43,43,43,43,43,43,43,43,43,43,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,453172,Jared Hughes,621559,Max Moroff,R,Jett Bandy,542908,3,2,10,False,2017-07-19,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
44,44,44,44,44,44,44,44,44,44,1B,2B,Stolen Base 2B,543281,Josh Harrison,502624,Chase Anderson,570256,Gregory Polanco,R,Jett Bandy,542908,0,0,1,True,2017-06-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
45,45,45,45,45,45,45,45,45,45,1B,2B,Stolen Base 2B,605137,Josh Bell,502624,Chase Anderson,553869,Elias Díaz,R,Jett Bandy,542908,0,1,1,True,2017-06-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
46,46,46,46,46,46,46,46,46,46,2B,,Caught Stealing 3B,543281,Josh Harrison,502624,Chase Anderson,605137,Josh Bell,R,Jett Bandy,542908,3,2,6,True,2017-06-22,Caught,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
47,47,47,47,47,47,47,47,47,47,1B,,Caught Stealing 2B,605113,Nick Ahmed,502624,Chase Anderson,592662,Robbie Ray,R,Jett Bandy,542908,1,0,5,False,2017-06-11,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
48,48,48,48,48,48,48,48,48,48,1B,2B,Stolen Base 2B,453923,Grégor Blanco,502624,Chase Anderson,502671,Paul Goldschmidt,R,Jett Bandy,542908,1,0,6,False,2017-06-11,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
49,49,49,49,49,49,49,49,49,49,1B,2B,Stolen Base 2B,453923,Grégor Blanco,491703,Neftalí Feliz,444482,David Peralta,R,Jett Bandy,542908,6,0,7,False,2017-06-11,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
50,50,50,50,50,50,50,50,50,50,1B,,Caught Stealing 2B,491676,Gorkys Hernández,503449,Wily Peralta,596103,Austin Slater,R,Jett Bandy,542908,3,3,6,True,2017-06-08,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
51,51,51,51,51,51,51,51,51,51,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,448614,Carlos Torres,605412,Joe Panik,R,Jett Bandy,542908,3,5,8,True,2017-06-08,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
52,52,52,52,52,52,52,52,52,52,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,543746,Rob Scahill,605412,Joe Panik,R,Jett Bandy,542908,5,9,10,True,2017-06-08,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
53,53,53,53,53,53,53,53,53,53,1B,,Caught Stealing 2B,456488,Eduardo Núñez,502624,Chase Anderson,474832,Brandon Belt,R,Jett Bandy,542908,5,0,4,True,2017-06-06,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
54,54,54,54,54,54,54,54,54,54,1B,2B,Stolen Base 2B,641355,Cody Bellinger,490063,Matt Garza,621035,Chris Taylor,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
55,55,55,55,55,55,55,55,55,55,2B,3B,Stolen Base 3B,641355,Cody Bellinger,490063,Matt Garza,624577,Yasiel Puig,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
56,56,56,56,56,56,56,56,56,56,1B,2B,Stolen Base 2B,621035,Chris Taylor,490063,Matt Garza,624577,Yasiel Puig,R,Jett Bandy,542908,3,2,4,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
57,57,57,57,57,57,57,57,57,57,2B,3B,Stolen Base 3B,621035,Chris Taylor,453172,Jared Hughes,624577,Yasiel Puig,R,Jett Bandy,542908,3,4,6,True,2017-06-03,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
58,58,58,58,58,58,58,58,58,58,1B,2B,Stolen Base 2B,571771,Enrique Hernández,453172,Jared Hughes,624577,Yasiel Puig,R,Jett Bandy,542908,3,4,6,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
59,59,59,59,59,59,59,59,59,59,1B,2B,Stolen Base 2B,624577,Yasiel Puig,503449,Wily Peralta,518649,Brett Eibner,R,Jett Bandy,542908,8,5,8,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
60,60,60,60,60,60,60,60,60,60,1B,2B,Stolen Base 2B,624577,Yasiel Puig,448614,Carlos Torres,518649,Brett Eibner,R,Jett Bandy,542908,8,10,9,True,2017-06-03,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
61,61,61,61,61,61,61,61,61,61,1B,2B,Stolen Base 2B,642707,Allen Córdoba,448614,Carlos Torres,572114,Ryan Schimpf,R,Jett Bandy,542908,1,1,7,False,2017-05-17,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
62,62,62,62,62,62,62,62,62,62,1B,2B,Stolen Base 2B,605486,Cory Spangenberg,608349,Corey Knebel,571976,Wil Myers,R,Jett Bandy,542908,4,4,9,False,2017-05-15,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
63,63,63,63,63,63,63,63,63,63,2B,3B,Stolen Base 3B,605486,Cory Spangenberg,608349,Corey Knebel,595978,Austin Hedges,R,Jett Bandy,542908,4,4,9,False,2017-05-15,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
64,64,64,64,64,64,64,64,64,64,1B,2B,Stolen Base 2B,543939,Kolten Wong,502624,Chase Anderson,425794,Adam Wainwright,R,Jett Bandy,542908,1,0,2,False,2017-05-04,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
65,65,65,65,65,65,65,65,65,65,1B,2B,Stolen Base 2B,621020,Dansby Swanson,606930,Jacob Barnes,572669,Lane Adams,R,Jett Bandy,542908,8,4,7,True,2017-04-28,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
66,66,66,66,66,66,66,66,66,66,1B,2B,Stolen Base 2B,572669,Lane Adams,606930,Jacob Barnes,542255,Ender Inciarte,R,Jett Bandy,542908,8,6,7,True,2017-04-28,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
67,67,67,67,67,67,67,67,67,67,1B,2B,Stolen Base 2B,500874,José A. Martínez,448614,Carlos Torres,572761,Matt Carpenter,R,Jett Bandy,542908,1,2,7,True,2017-04-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
68,68,68,68,68,68,68,68,68,68,1B,2B,Stolen Base 2B,543939,Kolten Wong,453172,Jared Hughes,571431,Matt Adams,R,Jett Bandy,542908,1,2,8,True,2017-04-22,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
69,69,69,69,69,69,69,69,69,69,1B,2B,Stolen Base 2B,649557,Aledmys Díaz,605200,Zach Davies,572761,Matt Carpenter,R,Jett Bandy,542908,0,0,1,True,2017-04-20,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
70,70,70,70,70,70,70,70,70,70,1B,,Caught Stealing 2B,572761,Matt Carpenter,605200,Zach Davies,572039,Stephen Piscotty,R,Jett Bandy,542908,3,3,3,True,2017-04-20,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
71,71,71,71,71,71,71,71,71,71,2B,3B,Stolen Base 3B,519203,Anthony Rizzo,608349,Corey Knebel,546991,Albert Almora Jr.,R,Jett Bandy,542908,3,4,8,False,2017-04-19,Stolen,3B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
72,72,72,72,72,72,72,72,72,72,1B,2B,Stolen Base 2B,608365,Addison Russell,608349,Corey Knebel,546991,Albert Almora Jr.,R,Jett Bandy,542908,3,4,8,False,2017-04-19,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
73,73,73,73,73,73,73,73,73,73,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,502624,Chase Anderson,450314,Ben Zobrist,R,Jett Bandy,542908,3,4,5,False,2017-04-17,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
