,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,2B,Stolen Base 2B,664238,Dylan Moore,628711,Julio Urías,641786,Kyle Lewis,L,Keibert Ruiz,660688,0,0,1,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
1,1,1,1,1,1B,2B,Stolen Base 2B,664059,Sam Haggerty,628711,Julio Urías,641487,J.P. Crawford,L,Keibert Ruiz,660688,1,2,2,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
2,2,2,2,2,1B,2B,Stolen Base 2B,664059,Sam Haggerty,624647,Victor González,623323,Braden Bishop,L,Keibert Ruiz,660688,6,4,8,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
3,3,3,3,3,1B,2B,Stolen Base 2B,664238,Dylan Moore,628711,Julio Urías,641786,Kyle Lewis,L,Keibert Ruiz,660688,0,0,1,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
4,4,4,4,4,1B,2B,Stolen Base 2B,664059,Sam Haggerty,628711,Julio Urías,641487,J.P. Crawford,L,Keibert Ruiz,660688,1,2,2,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
5,5,5,5,5,1B,2B,Stolen Base 2B,664059,Sam Haggerty,624647,Victor González,623323,Braden Bishop,L,Keibert Ruiz,660688,6,4,8,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
6,6,6,6,6,1B,2B,Stolen Base 2B,664238,Dylan Moore,628711,Julio Urías,641786,Kyle Lewis,L,Keibert Ruiz,660688,0,0,1,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
7,7,7,7,7,1B,2B,Stolen Base 2B,664059,Sam Haggerty,628711,Julio Urías,641487,J.P. Crawford,L,Keibert Ruiz,660688,1,2,2,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
8,8,8,8,8,1B,2B,Stolen Base 2B,664059,Sam Haggerty,624647,Victor González,623323,Braden Bishop,L,Keibert Ruiz,660688,6,4,8,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
9,9,9,9,9,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
10,10,10,10,10,2B,,Caught Stealing 3B,592261,Delino DeShields,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
11,11,11,11,11,1B,2B,Caught Stealing 3B,663697,Jonathan India,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
12,12,12,12,12,1B,2B,Stolen Base 2B,592206,Nick Castellanos,543594,Sean Nolin,458015,Joey Votto,L,Keibert Ruiz,660688,7,4,7,False,2021-09-24,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
13,13,13,13,13,1B,2B,Stolen Base 2B,606157,Aristides Aquino,640448,Kyle Finnegan,663697,Jonathan India,R,Keibert Ruiz,660688,7,7,9,False,2021-09-24,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
14,14,14,14,14,1B,2B,Stolen Base 2B,592261,Delino DeShields,571578,Patrick Corbin,676480,Jose Barrero,L,Keibert Ruiz,660688,0,0,2,False,2021-09-23,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
15,15,15,15,15,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621348,Sam Clay,621446,Lewis Brinson,L,Keibert Ruiz,660688,8,7,10,False,2021-09-20,Stolen,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
16,16,16,16,16,1B,2B,Stolen Base 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Keibert Ruiz,660688,3,0,8,True,2021-09-19,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
17,17,17,17,17,1B,2B,Stolen Base 2B,656541,Sam Hilliard,640448,Kyle Finnegan,606132,Raimel Tapia,R,Keibert Ruiz,660688,8,8,9,True,2021-09-17,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
18,18,18,18,18,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,502179,Paolo Espino,650559,Bryan De La Cruz,R,Keibert Ruiz,660688,0,0,1,True,2021-09-13,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
19,19,19,19,19,1B,2B,Stolen Base 2B,594694,Wilmer Difo,607560,Ryne Harper,592325,Ben Gamel,R,Keibert Ruiz,660688,10,7,8,False,2021-09-11,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
20,20,20,20,20,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-09-04,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
21,21,21,21,21,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-09-04,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
22,22,22,22,22,1B,,Caught Stealing 2B,578428,Jose Iglesias,628711,Julio Urías,670351,Jose Rojas,L,Keibert Ruiz,660688,4,1,4,False,2021-05-07,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
23,23,23,23,23,1B,2B,Stolen Base 2B,545361,Mike Trout,628711,Julio Urías,665120,Jared Walsh,L,Keibert Ruiz,660688,5,1,5,False,2021-05-07,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
24,24,24,24,24,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-04-04,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
25,25,25,25,25,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-04-04,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
26,26,26,26,26,1B,2B,Stolen Base 2B,641857,Ryan McMahon,680686,Josiah Gray,553869,Elias Díaz,R,Keibert Ruiz,660688,0,3,4,False,2021-09-27,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
27,27,27,27,27,2B,,Caught Stealing 3B,592261,Delino DeShields,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
28,28,28,28,28,1B,2B,Caught Stealing 3B,663697,Jonathan India,607200,Erick Fedde,592206,Nick Castellanos,R,Keibert Ruiz,660688,5,5,5,False,2021-09-25,Caught,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
29,29,29,29,29,1B,2B,Stolen Base 2B,592206,Nick Castellanos,543594,Sean Nolin,458015,Joey Votto,L,Keibert Ruiz,660688,7,4,7,False,2021-09-24,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
30,30,30,30,30,1B,2B,Stolen Base 2B,606157,Aristides Aquino,640448,Kyle Finnegan,663697,Jonathan India,R,Keibert Ruiz,660688,7,7,9,False,2021-09-24,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
31,31,31,31,31,1B,2B,Stolen Base 2B,592261,Delino DeShields,571578,Patrick Corbin,676480,Jose Barrero,L,Keibert Ruiz,660688,0,0,2,False,2021-09-23,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
32,32,32,32,32,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621348,Sam Clay,621446,Lewis Brinson,L,Keibert Ruiz,660688,8,7,10,False,2021-09-20,Stolen,3B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
33,33,33,33,33,1B,2B,Stolen Base 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Keibert Ruiz,660688,3,0,8,True,2021-09-19,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
34,34,34,34,34,1B,2B,Stolen Base 2B,656541,Sam Hilliard,640448,Kyle Finnegan,606132,Raimel Tapia,R,Keibert Ruiz,660688,8,8,9,True,2021-09-17,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
35,35,35,35,35,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,502179,Paolo Espino,650559,Bryan De La Cruz,R,Keibert Ruiz,660688,0,0,1,True,2021-09-13,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
36,36,36,36,36,1B,2B,Stolen Base 2B,594694,Wilmer Difo,607560,Ryne Harper,592325,Ben Gamel,R,Keibert Ruiz,660688,10,7,8,False,2021-09-11,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
37,37,37,37,37,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-09-04,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
38,38,38,38,38,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-09-04,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
39,39,39,39,39,1B,,Caught Stealing 2B,578428,Jose Iglesias,628711,Julio Urías,670351,Jose Rojas,L,Keibert Ruiz,660688,4,1,4,False,2021-05-07,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
40,40,40,40,40,1B,2B,Stolen Base 2B,545361,Mike Trout,628711,Julio Urías,665120,Jared Walsh,L,Keibert Ruiz,660688,5,1,5,False,2021-05-07,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
41,41,41,41,41,1B,,Caught Stealing 2B,596019,Francisco Lindor,607200,Erick Fedde,595879,Javier Báez,R,Keibert Ruiz,660688,0,2,1,True,2021-04-04,Caught,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
42,42,42,42,42,1B,2B,Stolen Base 2B,607043,Brandon Nimmo,607200,Erick Fedde,624413,Pete Alonso,R,Keibert Ruiz,660688,0,6,2,True,2021-04-04,Stolen,2B,2021,2022,28.3,2022,28.3,2022,28.3,2022,28.3,2022,28.3
43,43,43,43,43,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,672851,Joan Adon,645277,Ozzie Albies,R,Keibert Ruiz,660688,0,3,3,False,2023-09-30,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
44,44,44,44,44,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592866,Trevor Williams,645277,Ozzie Albies,R,Keibert Ruiz,660688,0,0,1,False,2023-09-29,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
45,45,45,45,45,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592866,Trevor Williams,645277,Ozzie Albies,R,Keibert Ruiz,660688,2,0,2,False,2023-09-29,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
46,46,46,46,46,1B,2B,Stolen Base 2B,663897,Luke Williams,592866,Trevor Williams,542303,Marcell Ozuna,R,Keibert Ruiz,660688,2,0,3,False,2023-09-29,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
47,47,47,47,47,1B,2B,Stolen Base 2B,657088,Forrest Wall,686747,Joe La Sorsa,607680,Kevin Pillar,L,Keibert Ruiz,660688,6,10,7,False,2023-09-29,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
48,48,48,48,48,1B,2B,Stolen Base 2B,669720,Austin Hays,571578,Patrick Corbin,543305,Aaron Hicks,L,Keibert Ruiz,660688,0,0,1,False,2023-09-27,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
49,49,49,49,49,2B,3B,Stolen Base 3B,622761,Jorge Mateo,571578,Patrick Corbin,668939,Adley Rutschman,L,Keibert Ruiz,660688,3,1,5,False,2023-09-27,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
50,50,50,50,50,1B,2B,Stolen Base 2B,624428,Adam Frazier,680686,Josiah Gray,602104,Ramón Urías,R,Keibert Ruiz,660688,1,0,2,False,2023-09-26,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
51,51,51,51,51,3B,,Caught Stealing Home,683002,Gunnar Henderson,676395,Robert Garcia,656811,Ryan O'Hearn,L,Keibert Ruiz,660688,1,0,8,False,2023-09-26,Caught,Home,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
52,52,52,52,52,1B,2B,Stolen Base 2B,657088,Forrest Wall,672851,Joan Adon,671739,Michael Harris II,R,Keibert Ruiz,660688,0,0,3,True,2023-09-24,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
53,53,53,53,53,1B,2B,Stolen Base 2B,657088,Forrest Wall,672851,Joan Adon,671739,Michael Harris II,R,Keibert Ruiz,660688,0,0,3,True,2023-09-23,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
54,54,54,54,54,1B,2B,Stolen Base 2B,686217,Sal Frelick,640451,Hunter Harvey,642715,Willy Adames,R,Keibert Ruiz,660688,5,3,8,False,2023-09-15,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
55,55,55,55,55,1B,2B,Stolen Base 2B,669261,Jack Suwinski,672851,Joan Adon,656582,Connor Joe,R,Keibert Ruiz,660688,2,0,3,False,2023-09-12,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
56,56,56,56,56,1B,2B,Stolen Base 2B,663647,Ke'Bryan Hayes,672851,Joan Adon,669261,Jack Suwinski,R,Keibert Ruiz,660688,2,1,4,False,2023-09-12,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
57,57,57,57,57,2B,3B,Stolen Base 3B,641943,Joshua Palacios,676395,Robert Garcia,675961,Alika Williams,L,Keibert Ruiz,660688,3,1,5,False,2023-09-12,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
58,58,58,58,58,1B,2B,Stolen Base 2B,609280,Miguel Andujar,676395,Robert Garcia,675961,Alika Williams,L,Keibert Ruiz,660688,3,1,5,False,2023-09-12,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
59,59,59,59,59,1B,2B,Stolen Base 2B,669707,Jared Triolo,571578,Patrick Corbin,663647,Ke'Bryan Hayes,L,Keibert Ruiz,660688,0,2,3,False,2023-09-11,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
60,60,60,60,60,2B,3B,Stolen Base 3B,668804,Bryan Reynolds,571578,Patrick Corbin,656582,Connor Joe,L,Keibert Ruiz,660688,1,2,3,False,2023-09-11,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
61,61,61,61,61,3B,,Caught Stealing Home,668804,Bryan Reynolds,571578,Patrick Corbin,609280,Miguel Andujar,L,Keibert Ruiz,660688,1,2,3,False,2023-09-11,Caught,Home,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
62,62,62,62,62,1B,2B,Stolen Base 2B,681546,James Outman,640448,Kyle Finnegan,543939,Kolten Wong,R,Keibert Ruiz,660688,5,5,9,True,2023-09-09,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
63,63,63,63,63,1B,2B,Stolen Base 2B,543939,Kolten Wong,640448,Kyle Finnegan,444482,David Peralta,R,Keibert Ruiz,660688,5,5,9,True,2023-09-09,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
64,64,64,64,64,2B,3B,Stolen Base 3B,543939,Kolten Wong,640448,Kyle Finnegan,669257,Will Smith,R,Keibert Ruiz,660688,5,5,9,True,2023-09-09,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
65,65,65,65,65,1B,2B,Stolen Base 2B,444482,David Peralta,640448,Kyle Finnegan,669257,Will Smith,R,Keibert Ruiz,660688,5,5,9,True,2023-09-09,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
66,66,66,66,66,1B,2B,Stolen Base 2B,518692,Freddie Freeman,600921,Andrés Machado,669257,Will Smith,R,Keibert Ruiz,660688,6,6,11,True,2023-09-09,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
67,67,67,67,67,1B,,Caught Stealing 2B,543939,Kolten Wong,686294,Amos Willingham,571771,Enrique Hernández,R,Keibert Ruiz,660688,5,8,9,True,2023-09-08,Caught,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
68,68,68,68,68,1B,2B,Stolen Base 2B,596019,Francisco Lindor,672851,Joan Adon,624413,Pete Alonso,R,Keibert Ruiz,660688,0,1,1,True,2023-09-06,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
69,69,69,69,69,1B,2B,Stolen Base 2B,677595,Ronny Mauricio,672851,Joan Adon,542364,Rafael Ortega,R,Keibert Ruiz,660688,0,1,2,True,2023-09-06,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
