,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,,Caught Stealing 2B,570256,Gregory Polanco,621219,Alec Mills,668804,Bryan Reynolds,R,Victor Caratini,605170,2,0,2,False,2020-09-24,Caught,2B,2020,2021,27.2
1,1B,2B,Stolen Base 2B,596019,Francisco Lindor,506433,Yu Darvish,502273,Mike Freeman,R,Victor Caratini,605170,1,3,5,True,2020-09-15,Stolen,2B,2020,2021,27.2
2,1B,2B,Stolen Base 2B,571718,Brian Goodwin,506433,Yu Darvish,520471,Freddy Galvis,R,Victor Caratini,605170,0,3,4,True,2020-09-09,Stolen,2B,2020,2021,27.2
3,1B,2B,Stolen Base 2B,592885,Christian Yelich,506433,Yu Darvish,541645,Avisaíl García,R,Victor Caratini,605170,0,0,1,True,2020-08-13,Stolen,2B,2020,2021,27.2
4,1B,2B,Stolen Base 2B,657061,Cole Tucker,506433,Yu Darvish,607732,Jacob Stallings,R,Victor Caratini,605170,2,0,5,True,2020-07-31,Stolen,2B,2020,2021,27.2
5,1B,,Caught Stealing 2B,570256,Gregory Polanco,621219,Alec Mills,668804,Bryan Reynolds,R,Victor Caratini,605170,2,0,2,False,2020-09-24,Caught,2B,2020,2021,27.2
6,1B,2B,Stolen Base 2B,596019,Francisco Lindor,506433,Yu Darvish,502273,Mike Freeman,R,Victor Caratini,605170,1,3,5,True,2020-09-15,Stolen,2B,2020,2021,27.2
7,1B,2B,Stolen Base 2B,571718,Brian Goodwin,506433,Yu Darvish,520471,Freddy Galvis,R,Victor Caratini,605170,0,3,4,True,2020-09-09,Stolen,2B,2020,2021,27.2
8,1B,2B,Stolen Base 2B,592885,Christian Yelich,506433,Yu Darvish,541645,Avisaíl García,R,Victor Caratini,605170,0,0,1,True,2020-08-13,Stolen,2B,2020,2021,27.2
9,1B,2B,Stolen Base 2B,657061,Cole Tucker,506433,Yu Darvish,607732,Jacob Stallings,R,Victor Caratini,605170,2,0,5,True,2020-07-31,Stolen,2B,2020,2021,27.2
10,1B,,Caught Stealing 2B,570256,Gregory Polanco,621219,Alec Mills,668804,Bryan Reynolds,R,Victor Caratini,605170,2,0,2,False,2020-09-24,Caught,2B,2020,2021,27.2
11,1B,2B,Stolen Base 2B,596019,Francisco Lindor,506433,Yu Darvish,502273,Mike Freeman,R,Victor Caratini,605170,1,3,5,True,2020-09-15,Stolen,2B,2020,2021,27.2
