,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
0,0,0,0,0,0,0,962,1B,2B,Stolen Base 2B,444489,Manny Piña,607192,Tyler Glasnow,621433,Brett Phillips,R,Elias Díaz,553869,5,1,3,False,2017-09-13,Stolen,2B,2017,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0
1,1,1,1,1,1,1,1262,1B,2B,Stolen Base 2B,444489,Manny Piña,445276,Kenley Jansen,460075,Ryan Braun,R,Yasmani Grandal,518735,2,3,9,True,2017-08-27,Stolen,2B,2017,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0
2,2,2,2,2,2,2,334,1B,2B,Stolen Base 2B,444489,Manny Piña,607192,Tyler Glasnow,621433,Brett Phillips,R,Elias Díaz,553869,5,1,3,False,2017-09-13,Stolen,2B,2017,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0
3,3,3,3,3,3,3,634,1B,2B,Stolen Base 2B,444489,Manny Piña,445276,Kenley Jansen,460075,Ryan Braun,R,Yasmani Grandal,518735,2,3,9,True,2017-08-27,Stolen,2B,2017,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0,2018,25.0
4,4,4,4,4,4,4,5011,1B,,Caught Stealing 2B,444489,Manny Piña,433584,Roberto Hernandez,490063,Matt Garza,R,Anthony Recker,489232,3,0,2,False,2016-08-11,Caught,2B,2016,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8
5,5,5,5,5,5,5,976,1B,,Caught Stealing 2B,444489,Manny Piña,433584,Roberto Hernandez,490063,Matt Garza,R,Anthony Recker,489232,3,0,2,False,2016-08-11,Caught,2B,2016,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8
6,6,6,6,6,6,6,4383,1B,,Caught Stealing 2B,444489,Manny Piña,433584,Roberto Hernandez,490063,Matt Garza,R,Anthony Recker,489232,3,0,2,False,2016-08-11,Caught,2B,2016,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8,2017,25.8
