,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
12,12,12,12,12,5147,2B,,Caught Stealing 3B,449181,Paulo Orlando,276542,Joaquín Benoit,502481,Jarrod Dyson,R,Russell Martin,431145,3,4,9,False,2016-08-05,Caught,3B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
13,13,13,13,13,5314,1B,2B,Stolen Base 2B,449181,Paulo Orlando,430935,Cole Hamels,460086,Alex Gordon,L,Robinson Chirinos,455139,2,2,7,True,2016-07-28,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
14,14,14,14,14,5341,1B,2B,Stolen Base 2B,449181,Paulo Orlando,572140,Tyler Skaggs,609275,Adalberto Mondesi,L,Carlos Pérez,542208,0,3,5,False,2016-07-26,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
15,15,15,15,15,6009,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434671,Aníbal Sánchez,596144,Cheslor Cuthbert,R,Jarrod Saltalamacchia,457454,7,2,6,False,2016-06-18,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
16,16,16,16,16,6124,1B,,Caught Stealing 2B,449181,Paulo Orlando,607074,Carlos Rodón,596144,Cheslor Cuthbert,L,Alex Avila,488671,0,1,2,True,2016-06-12,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
17,17,17,17,17,6167,1B,2B,Stolen Base 2B,449181,Paulo Orlando,519242,Chris Sale,596144,Cheslor Cuthbert,L,Alex Avila,488671,5,3,6,True,2016-06-10,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
18,18,18,18,18,6227,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
19,19,19,19,19,6482,1B,2B,Stolen Base 2B,449181,Paulo Orlando,445060,Ricky Nolasco,502481,Jarrod Dyson,R,Kurt Suzuki,435559,2,2,2,True,2016-05-23,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
20,20,20,20,20,6978,1B,2B,Stolen Base 2B,449181,Paulo Orlando,607374,Nick Tropeano,502481,Jarrod Dyson,R,Carlos Pérez,542208,0,2,2,True,2016-04-27,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
21,21,21,21,21,26,1B,,Caught Stealing 2B,449181,Paulo Orlando,502043,Kyle Gibson,460086,Alex Gordon,R,John Ryan Murphy,571974,2,1,6,False,2016-09-29,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
22,22,22,22,22,130,1B,2B,Stolen Base 2B,449181,Paulo Orlando,543278,Blaine Hardy,460086,Alex Gordon,L,Jarrod Saltalamacchia,457454,0,4,1,True,2016-09-25,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
23,23,23,23,23,131,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434671,Aníbal Sánchez,596144,Cheslor Cuthbert,R,Jarrod Saltalamacchia,457454,0,6,3,True,2016-09-25,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
24,24,24,24,24,496,1B,2B,Stolen Base 2B,449181,Paulo Orlando,429722,Ervin Santana,543333,Eric Hosmer,R,Kurt Suzuki,435559,3,2,6,True,2016-09-06,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
25,25,25,25,25,756,1B,2B,Stolen Base 2B,449181,Paulo Orlando,488768,Andrew Cashner,596144,Cheslor Cuthbert,R,J.T. Realmuto,592663,0,0,6,True,2016-08-23,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
26,26,26,26,26,949,1B,2B,Stolen Base 2B,449181,Paulo Orlando,502043,Kyle Gibson,456715,Lorenzo Cain,R,Kurt Suzuki,435559,0,2,2,True,2016-08-12,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
27,27,27,27,27,1083,1B,2B,Stolen Base 2B,449181,Paulo Orlando,592717,Aaron Sanchez,609275,Adalberto Mondesi,R,Russell Martin,431145,4,2,6,False,2016-08-06,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
28,28,28,28,28,1111,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434538,Francisco Liriano,609275,Adalberto Mondesi,L,Russell Martin,431145,3,3,6,False,2016-08-05,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
29,29,29,29,29,1112,2B,,Caught Stealing 3B,449181,Paulo Orlando,276542,Joaquín Benoit,502481,Jarrod Dyson,R,Russell Martin,431145,3,4,9,False,2016-08-05,Caught,3B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
30,30,30,30,30,1279,1B,2B,Stolen Base 2B,449181,Paulo Orlando,430935,Cole Hamels,460086,Alex Gordon,L,Robinson Chirinos,455139,2,2,7,True,2016-07-28,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
31,31,31,31,31,1306,1B,2B,Stolen Base 2B,449181,Paulo Orlando,572140,Tyler Skaggs,609275,Adalberto Mondesi,L,Carlos Pérez,542208,0,3,5,False,2016-07-26,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
32,32,32,32,32,1974,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434671,Aníbal Sánchez,596144,Cheslor Cuthbert,R,Jarrod Saltalamacchia,457454,7,2,6,False,2016-06-18,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
33,33,33,33,33,2089,1B,,Caught Stealing 2B,449181,Paulo Orlando,607074,Carlos Rodón,596144,Cheslor Cuthbert,L,Alex Avila,488671,0,1,2,True,2016-06-12,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
34,34,34,34,34,2132,1B,2B,Stolen Base 2B,449181,Paulo Orlando,519242,Chris Sale,596144,Cheslor Cuthbert,L,Alex Avila,488671,5,3,6,True,2016-06-10,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
35,35,35,35,35,2192,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
36,36,36,36,36,2447,1B,2B,Stolen Base 2B,449181,Paulo Orlando,445060,Ricky Nolasco,502481,Jarrod Dyson,R,Kurt Suzuki,435559,2,2,2,True,2016-05-23,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
37,37,37,37,37,2943,1B,2B,Stolen Base 2B,449181,Paulo Orlando,607374,Nick Tropeano,502481,Jarrod Dyson,R,Carlos Pérez,542208,0,2,2,True,2016-04-27,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
38,38,38,38,38,3433,1B,,Caught Stealing 2B,449181,Paulo Orlando,502043,Kyle Gibson,460086,Alex Gordon,R,John Ryan Murphy,571974,2,1,6,False,2016-09-29,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
39,39,39,39,39,3537,1B,2B,Stolen Base 2B,449181,Paulo Orlando,543278,Blaine Hardy,460086,Alex Gordon,L,Jarrod Saltalamacchia,457454,0,4,1,True,2016-09-25,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
40,40,40,40,40,3538,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434671,Aníbal Sánchez,596144,Cheslor Cuthbert,R,Jarrod Saltalamacchia,457454,0,6,3,True,2016-09-25,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
41,41,41,41,41,3903,1B,2B,Stolen Base 2B,449181,Paulo Orlando,429722,Ervin Santana,543333,Eric Hosmer,R,Kurt Suzuki,435559,3,2,6,True,2016-09-06,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
42,42,42,42,42,4163,1B,2B,Stolen Base 2B,449181,Paulo Orlando,488768,Andrew Cashner,596144,Cheslor Cuthbert,R,J.T. Realmuto,592663,0,0,6,True,2016-08-23,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
43,43,43,43,43,4356,1B,2B,Stolen Base 2B,449181,Paulo Orlando,502043,Kyle Gibson,456715,Lorenzo Cain,R,Kurt Suzuki,435559,0,2,2,True,2016-08-12,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
44,44,44,44,44,4490,1B,2B,Stolen Base 2B,449181,Paulo Orlando,592717,Aaron Sanchez,609275,Adalberto Mondesi,R,Russell Martin,431145,4,2,6,False,2016-08-06,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
45,45,45,45,45,4518,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434538,Francisco Liriano,609275,Adalberto Mondesi,L,Russell Martin,431145,3,3,6,False,2016-08-05,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
46,46,46,46,46,4519,2B,,Caught Stealing 3B,449181,Paulo Orlando,276542,Joaquín Benoit,502481,Jarrod Dyson,R,Russell Martin,431145,3,4,9,False,2016-08-05,Caught,3B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
47,47,47,47,47,4686,1B,2B,Stolen Base 2B,449181,Paulo Orlando,430935,Cole Hamels,460086,Alex Gordon,L,Robinson Chirinos,455139,2,2,7,True,2016-07-28,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
48,48,48,48,48,4713,1B,2B,Stolen Base 2B,449181,Paulo Orlando,572140,Tyler Skaggs,609275,Adalberto Mondesi,L,Carlos Pérez,542208,0,3,5,False,2016-07-26,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
49,49,49,49,49,5381,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434671,Aníbal Sánchez,596144,Cheslor Cuthbert,R,Jarrod Saltalamacchia,457454,7,2,6,False,2016-06-18,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
50,50,50,50,50,5496,1B,,Caught Stealing 2B,449181,Paulo Orlando,607074,Carlos Rodón,596144,Cheslor Cuthbert,L,Alex Avila,488671,0,1,2,True,2016-06-12,Caught,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
51,51,51,51,51,5539,1B,2B,Stolen Base 2B,449181,Paulo Orlando,519242,Chris Sale,596144,Cheslor Cuthbert,L,Alex Avila,488671,5,3,6,True,2016-06-10,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
52,52,52,52,52,5599,1B,2B,Stolen Base 2B,449181,Paulo Orlando,434622,Ubaldo Jiménez,596144,Cheslor Cuthbert,R,Francisco Peña,506747,4,0,2,True,2016-06-07,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
53,53,53,53,53,5854,1B,2B,Stolen Base 2B,449181,Paulo Orlando,445060,Ricky Nolasco,502481,Jarrod Dyson,R,Kurt Suzuki,435559,2,2,2,True,2016-05-23,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
54,54,54,54,54,6350,1B,2B,Stolen Base 2B,449181,Paulo Orlando,607374,Nick Tropeano,502481,Jarrod Dyson,R,Carlos Pérez,542208,0,2,2,True,2016-04-27,Stolen,2B,2016,2017,28.4,2017,28.4,2017,28.4,2017,28.4,2017,28.4
55,55,55,55,55,1615,1B,2B,Stolen Base 2B,449181,Paulo Orlando,543456,Kyle Lobstein,518568,Christian Colón,L,Alex Avila,488671,4,0,4,False,2015-05-01,Stolen,2B,2015,2016,29.6,2016,29.6,2016,29.6,2016,29.6,2016,29.6
56,56,56,56,56,1734,1B,,Caught Stealing 2B,449181,Paulo Orlando,500779,Jose Quintana,408299,Omar Infante,L,Tyler Flowers,452095,1,2,5,True,2015-04-26,Caught,2B,2015,2016,29.6,2016,29.6,2016,29.6,2016,29.6,2016,29.6
57,57,57,57,57,1786,1B,,Caught Stealing 2B,449181,Paulo Orlando,500779,Jose Quintana,408299,Omar Infante,L,Tyler Flowers,452095,1,2,5,True,2015-04-24,Caught,2B,2015,2016,29.6,2016,29.6,2016,29.6,2016,29.6,2016,29.6
58,58,58,58,58,1855,1B,2B,Stolen Base 2B,449181,Paulo Orlando,502272,Casey Fien,518568,Christian Colón,R,Kurt Suzuki,435559,5,5,8,False,2015-04-21,Stolen,2B,2015,2016,29.6,2016,29.6,2016,29.6,2016,29.6,2016,29.6
