,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,501571,Juan Lagares,518553,Steve Cishek,489232,Anthony Recker,R,Jhonatan Solano,500207,3,3,7,False,2015-05-31,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
1,1,1,1,1B,2B,Stolen Base 2B,431094,Aaron Hill,475479,David Phelps,488912,Tuffy Gosewisch,R,Jhonatan Solano,500207,0,1,2,True,2015-05-20,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
2,2,2,2,2B,3B,Stolen Base 3B,605113,Nick Ahmed,475479,David Phelps,502624,Chase Anderson,R,Jhonatan Solano,500207,0,3,2,True,2015-05-20,Stolen,3B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
3,3,3,3,3B,score,Stolen Base Home,572041,AJ Pollock,475479,David Phelps,630111,Yasmany Tomás,R,Jhonatan Solano,500207,0,4,5,True,2015-05-20,Stolen,Home,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
4,4,4,4,1B,2B,Stolen Base 2B,444482,David Peralta,475479,David Phelps,630111,Yasmany Tomás,R,Jhonatan Solano,500207,0,4,5,True,2015-05-20,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
5,5,5,5,1B,2B,Stolen Base 2B,488912,Tuffy Gosewisch,605169,Carter Capps,605113,Nick Ahmed,R,Jhonatan Solano,500207,0,4,6,True,2015-05-20,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
6,6,6,6,1B,2B,Stolen Base 2B,572041,AJ Pollock,605169,Carter Capps,502671,Paul Goldschmidt,R,Jhonatan Solano,500207,0,4,7,True,2015-05-20,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
7,7,7,7,2B,3B,Stolen Base 3B,572041,AJ Pollock,605169,Carter Capps,502671,Paul Goldschmidt,R,Jhonatan Solano,500207,0,4,7,True,2015-05-20,Stolen,3B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
8,8,8,8,1B,2B,Stolen Base 2B,457727,Cameron Maybin,506693,Henderson Alvarez III,571946,Shelby Miller,R,Jhonatan Solano,500207,0,2,2,True,2015-05-17,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
9,9,9,9,1B,,Caught Stealing 2B,474832,Brandon Belt,502009,Mat Latos,452239,Justin Maxwell,R,Jhonatan Solano,500207,0,1,4,False,2015-05-10,Caught,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
10,10,10,10,1B,2B,Stolen Base 2B,493114,Norichika Aoki,502009,Mat Latos,622110,Matt Duffy,R,Jhonatan Solano,500207,0,1,6,False,2015-05-10,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
11,11,11,11,1B,2B,Stolen Base 2B,514917,César Hernández,543272,Brad Hand,519237,Cameron Rupp,L,Jhonatan Solano,500207,2,5,8,True,2015-05-03,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
12,12,12,12,1B,2B,Stolen Base 2B,546318,Odúbel Herrera,543272,Brad Hand,519184,Ben Revere,L,Jhonatan Solano,500207,2,6,8,True,2015-05-03,Stolen,2B,2015,2016,28.9,2016,28.9,2016,28.9,2016,28.9
