,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
1,1,1,1,1,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,0,0,3,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
2,2,2,2,2,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,1,0,5,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
3,3,3,3,3,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
4,4,4,4,4,1B,,Caught Stealing 2B,664023,Ian Happ,458676,Josh Lindblom,543401,Jason Kipnis,R,Manny Piña,444489,3,3,4,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
5,5,5,5,5,1B,,Caught Stealing 2B,519203,Anthony Rizzo,642207,Devin Williams,575929,Willson Contreras,R,Manny Piña,444489,5,6,7,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
6,6,6,6,6,1B,2B,Stolen Base 2B,621439,Byron Buxton,458676,Josh Lindblom,596146,Max Kepler,R,Manny Piña,444489,1,2,2,True,2020-08-11,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
7,7,7,7,7,1B,,Caught Stealing 2B,673357,Luis Robert Jr.,605288,Adrian Houser,547989,José Abreu,R,Manny Piña,444489,0,0,1,False,2020-08-05,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
8,8,8,8,8,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,1,2,5,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
9,9,9,9,9,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,4,4,7,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
10,10,10,10,10,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,458676,Josh Lindblom,628338,Guillermo Heredia,R,Manny Piña,444489,0,0,2,False,2020-07-28,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
11,11,11,11,11,1B,,Caught Stealing 2B,621028,Kevin Newman,605288,Adrian Houser,605137,Josh Bell,R,Manny Piña,444489,0,0,1,False,2020-07-27,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
12,12,12,12,12,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
13,13,13,13,13,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,0,0,3,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
14,14,14,14,14,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,1,0,5,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
15,15,15,15,15,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
16,16,16,16,16,1B,,Caught Stealing 2B,664023,Ian Happ,458676,Josh Lindblom,543401,Jason Kipnis,R,Manny Piña,444489,3,3,4,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
17,17,17,17,17,1B,,Caught Stealing 2B,519203,Anthony Rizzo,642207,Devin Williams,575929,Willson Contreras,R,Manny Piña,444489,5,6,7,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
18,18,18,18,18,1B,2B,Stolen Base 2B,621439,Byron Buxton,458676,Josh Lindblom,596146,Max Kepler,R,Manny Piña,444489,1,2,2,True,2020-08-11,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
19,19,19,19,19,1B,,Caught Stealing 2B,673357,Luis Robert Jr.,605288,Adrian Houser,547989,José Abreu,R,Manny Piña,444489,0,0,1,False,2020-08-05,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
20,20,20,20,20,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,1,2,5,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
21,21,21,21,21,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,4,4,7,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
22,22,22,22,22,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,458676,Josh Lindblom,628338,Guillermo Heredia,R,Manny Piña,444489,0,0,2,False,2020-07-28,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
23,23,23,23,23,1B,,Caught Stealing 2B,621028,Kevin Newman,605288,Adrian Houser,605137,Josh Bell,R,Manny Piña,444489,0,0,1,False,2020-07-27,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
24,24,24,24,24,1B,,Caught Stealing 2B,592696,Eddie Rosario,474463,Brett Anderson,501303,Ehire Adrianza,L,Manny Piña,444489,1,0,2,False,2020-08-19,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
25,25,25,25,25,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,0,0,3,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
26,26,26,26,26,1B,2B,Stolen Base 2B,596146,Max Kepler,669203,Corbin Burnes,593871,Jorge Polanco,R,Manny Piña,444489,1,0,5,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
27,27,27,27,27,1B,2B,Stolen Base 2B,592696,Eddie Rosario,622780,Angel Perdomo,503556,Marwin Gonzalez,L,Manny Piña,444489,2,0,8,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
28,28,28,28,28,1B,,Caught Stealing 2B,664023,Ian Happ,458676,Josh Lindblom,543401,Jason Kipnis,R,Manny Piña,444489,3,3,4,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
29,29,29,29,29,1B,,Caught Stealing 2B,519203,Anthony Rizzo,642207,Devin Williams,575929,Willson Contreras,R,Manny Piña,444489,5,6,7,False,2020-08-16,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
30,30,30,30,30,1B,2B,Stolen Base 2B,621439,Byron Buxton,458676,Josh Lindblom,596146,Max Kepler,R,Manny Piña,444489,1,2,2,True,2020-08-11,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
31,31,31,31,31,1B,,Caught Stealing 2B,673357,Luis Robert Jr.,605288,Adrian Houser,547989,José Abreu,R,Manny Piña,444489,0,0,1,False,2020-08-05,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
32,32,32,32,32,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,1,2,5,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
33,33,33,33,33,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,669203,Corbin Burnes,547989,José Abreu,R,Manny Piña,444489,4,4,7,True,2020-08-03,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
34,34,34,34,34,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,458676,Josh Lindblom,628338,Guillermo Heredia,R,Manny Piña,444489,0,0,2,False,2020-07-28,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
35,35,35,35,35,1B,,Caught Stealing 2B,621028,Kevin Newman,605288,Adrian Houser,605137,Josh Bell,R,Manny Piña,444489,0,0,1,False,2020-07-27,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
36,36,36,36,36,1B,2B,Stolen Base 2B,596115,Trevor Story,605200,Zach Davies,641857,Ryan McMahon,R,Manny Piña,444489,1,2,4,False,2019-09-27,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
37,37,37,37,37,1B,2B,Stolen Base 2B,606157,Aristides Aquino,502624,Chase Anderson,642165,Josh VanMeter,R,Manny Piña,444489,1,0,3,False,2019-09-26,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
38,38,38,38,38,1B,2B,Stolen Base 2B,595879,Javier Báez,461829,Gio González,592206,Nick Castellanos,L,Manny Piña,444489,0,0,3,False,2019-09-01,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
39,39,39,39,39,1B,2B,Stolen Base 2B,592178,Kris Bryant,461829,Gio González,605170,Victor Caratini,L,Manny Piña,444489,0,0,3,False,2019-09-01,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
40,40,40,40,40,1B,2B,Stolen Base 2B,641796,Tim Locastro,605200,Zach Davies,500871,Eduardo Escobar,R,Manny Piña,444489,0,0,1,True,2019-08-25,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
41,41,41,41,41,1B,2B,Stolen Base 2B,606466,Ketel Marte,605143,Ray Black,641796,Tim Locastro,R,Manny Piña,444489,0,5,6,True,2019-08-25,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
42,42,42,42,42,1B,2B,Stolen Base 2B,543939,Kolten Wong,458006,Matt Albers,664056,Harrison Bader,R,Manny Piña,444489,7,2,7,False,2019-08-20,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
43,43,43,43,43,1B,2B,Stolen Base 2B,607208,Trea Turner,605288,Adrian Houser,543685,Anthony Rendon,R,Manny Piña,444489,1,1,3,False,2019-08-16,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
44,44,44,44,44,1B,2B,Stolen Base 2B,645302,Victor Robles,605288,Adrian Houser,543228,Yan Gomes,R,Manny Piña,444489,1,1,4,False,2019-08-16,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
45,45,45,45,45,1B,,Caught Stealing 2B,650333,Luis Arraez,642547,Freddy Peralta,543068,C.J. Cron,R,Manny Piña,444489,1,3,6,True,2019-08-13,Caught,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
46,46,46,46,46,1B,2B,Stolen Base 2B,592261,Delino DeShields,461829,Gio González,542454,Danny Santana,L,Manny Piña,444489,1,1,5,True,2019-08-09,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
47,47,47,47,47,1B,2B,Stolen Base 2B,592261,Delino DeShields,458006,Matt Albers,542454,Danny Santana,R,Manny Piña,444489,2,2,7,True,2019-08-09,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
48,48,48,48,48,2B,3B,Stolen Base 3B,592261,Delino DeShields,458006,Matt Albers,462101,Elvis Andrus,R,Manny Piña,444489,2,2,7,True,2019-08-09,Stolen,3B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
49,49,49,49,49,1B,2B,Stolen Base 2B,542454,Danny Santana,458006,Matt Albers,462101,Elvis Andrus,R,Manny Piña,444489,2,2,7,True,2019-08-09,Stolen,2B,2019,2020,27.0,2020,27.0,2020,27.0,2020,27.0,2020,27.0
