,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,1B,,Caught Stealing 2B,665926,Andrés Giménez,502043,Kyle Gibson,681807,David Fry,R,Adley Rutschman,668939,1,5,7,False,2023-09-24,Caught,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,686823,Will Brennan,605347,Jorge López,681807,David Fry,R,Adley Rutschman,668939,7,6,7,False,2023-09-22,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,608070,José Ramírez,680570,Grayson Rodriguez,647304,Josh Naylor,R,Adley Rutschman,668939,0,0,3,False,2023-09-21,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,647304,Josh Naylor,672335,Cionel Pérez,671289,Tyler Freeman,L,Adley Rutschman,668939,2,2,8,False,2023-09-21,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
4,4,4,4,4,4,4,4,1B,,Caught Stealing 2B,676801,Chas McCormick,680694,Kyle Bradish,455117,Martín Maldonado,R,Adley Rutschman,668939,0,1,3,False,2023-09-20,Caught,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,676801,Chas McCormick,660261,Shintaro Fujinami,665161,Jeremy Peña,R,Adley Rutschman,668939,3,3,6,False,2023-09-18,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
6,6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,663457,Lars Nootbaar,665152,Dean Kremer,502671,Paul Goldschmidt,R,Adley Rutschman,668939,2,1,3,True,2023-09-11,Stolen,3B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,678882,Ceddanne Rafaela,607216,Joey Krehbiel,457759,Justin Turner,R,Adley Rutschman,668939,7,3,8,False,2023-09-10,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,665152,Dean Kremer,650391,Eloy Jiménez,R,Adley Rutschman,668939,0,1,4,True,2023-08-29,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,642585,Félix Bautista,665742,Juan Soto,R,Adley Rutschman,668939,1,4,9,False,2023-08-14,Stolen,2B,2023,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9,2024,28.9
