,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,,Caught Stealing 2B,642162,Pat Valaika,665620,Deivi García,599096,Dilson Herrera,R,Erik Kratz,456124,2,0,2,False,2020-09-04,Caught,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
1,1,1,1,1B,2B,Stolen Base 2B,656775,Cedric Mullins,665620,Deivi García,621466,DJ Stewart,R,Erik Kratz,456124,2,1,3,False,2020-09-04,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
2,2,2,2,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,657376,Clarke Schmidt,621466,DJ Stewart,R,Erik Kratz,456124,6,3,6,False,2020-09-04,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
3,3,3,3,1B,,Caught Stealing 2B,642708,Amed Rosario,457918,J.A. Happ,607043,Brandon Nimmo,L,Erik Kratz,456124,1,0,3,True,2020-08-29,Caught,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
4,4,4,4,1B,2B,Stolen Base 2B,571740,Billy Hamilton,547973,Aroldis Chapman,642708,Amed Rosario,L,Erik Kratz,456124,4,3,7,False,2020-08-28,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
5,5,5,5,1B,2B,Stolen Base 2B,571740,Billy Hamilton,547973,Aroldis Chapman,642708,Amed Rosario,L,Erik Kratz,456124,4,3,7,False,2020-08-21,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
6,6,6,6,1B,,Caught Stealing 2B,642162,Pat Valaika,665620,Deivi García,599096,Dilson Herrera,R,Erik Kratz,456124,2,0,2,False,2020-08-05,Caught,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
7,7,7,7,1B,2B,Stolen Base 2B,656775,Cedric Mullins,665620,Deivi García,621466,DJ Stewart,R,Erik Kratz,456124,2,1,3,False,2020-08-05,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
8,8,8,8,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,657376,Clarke Schmidt,621466,DJ Stewart,R,Erik Kratz,456124,6,3,6,False,2020-08-05,Stolen,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
9,9,9,9,1B,,Caught Stealing 2B,642162,Pat Valaika,665620,Deivi García,599096,Dilson Herrera,R,Erik Kratz,456124,2,0,2,False,2020-09-04,Caught,2B,2020,2021,27.0,2021,27.0,2021,27.0,2021,27.0
