,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,666149,Tyler Fitzgerald,663362,Matt Waldron,664774,LaMonte Wade Jr.,R,Brett Sullivan,664954,2,1,5,False,2023-09-27,Stolen,2B,2023,2024,30.0
1,1B,2B,Stolen Base 2B,666149,Tyler Fitzgerald,605130,Scott Barlow,664774,LaMonte Wade Jr.,R,Brett Sullivan,664954,2,2,7,False,2023-09-27,Stolen,2B,2023,2024,30.0
2,1B,2B,Stolen Base 2B,642731,Thairo Estrada,663158,Robert Suarez,624424,Michael Conforto,R,Brett Sullivan,664954,2,2,8,False,2023-09-27,Stolen,2B,2023,2024,30.0
3,1B,2B,Stolen Base 2B,680700,Richie Palacios,663362,Matt Waldron,671056,Iván Herrera,R,Brett Sullivan,664954,0,0,2,True,2023-09-22,Stolen,2B,2023,2024,30.0
4,1B,2B,Stolen Base 2B,669242,Tommy Edman,663362,Matt Waldron,502671,Paul Goldschmidt,R,Brett Sullivan,664954,1,1,6,True,2023-09-22,Stolen,2B,2023,2024,30.0
5,2B,3B,Stolen Base 3B,453568,Charlie Blackmon,472610,Luis García,696100,Hunter Goodman,R,Brett Sullivan,664954,1,2,7,True,2023-09-20,Stolen,3B,2023,2024,30.0
6,1B,2B,Stolen Base 2B,666134,Nolan Jones,472610,Luis García,696100,Hunter Goodman,R,Brett Sullivan,664954,1,2,7,True,2023-09-20,Stolen,2B,2023,2024,30.0
7,1B,3B,Stolen Base 2B,643393,Tony Kemp,605130,Scott Barlow,676116,Ryan Noda,R,Brett Sullivan,664954,2,5,7,False,2023-09-16,Stolen,2B,2023,2024,30.0
8,1B,2B,Stolen Base 2B,682928,CJ Abrams,472610,Luis García,657041,Lane Thomas,R,Brett Sullivan,664954,5,3,7,False,2023-05-24,Stolen,2B,2023,2024,30.0
9,1B,2B,Stolen Base 2B,671277,Luis García Jr.,472610,Luis García,608841,Joey Meneses,R,Brett Sullivan,664954,5,3,7,False,2023-05-24,Stolen,2B,2023,2024,30.0
10,1B,2B,Stolen Base 2B,669257,Will Smith,605483,Blake Snell,621035,Chris Taylor,L,Brett Sullivan,664954,0,2,6,True,2023-05-06,Stolen,2B,2023,2024,30.0
11,2B,,Caught Stealing 3B,673548,Seiya Suzuki,472610,Luis García,543333,Eric Hosmer,R,Brett Sullivan,664954,5,2,8,False,2023-04-27,Caught,3B,2023,2024,30.0
12,1B,2B,Stolen Base 2B,666149,Tyler Fitzgerald,663362,Matt Waldron,664774,LaMonte Wade Jr.,R,Brett Sullivan,664954,2,1,5,False,2023-09-27,Stolen,2B,2023,2024,30.0
13,1B,2B,Stolen Base 2B,666149,Tyler Fitzgerald,605130,Scott Barlow,664774,LaMonte Wade Jr.,R,Brett Sullivan,664954,2,2,7,False,2023-09-27,Stolen,2B,2023,2024,30.0
14,1B,2B,Stolen Base 2B,642731,Thairo Estrada,663158,Robert Suarez,624424,Michael Conforto,R,Brett Sullivan,664954,2,2,8,False,2023-09-27,Stolen,2B,2023,2024,30.0
15,1B,2B,Stolen Base 2B,680700,Richie Palacios,663362,Matt Waldron,671056,Iván Herrera,R,Brett Sullivan,664954,0,0,2,True,2023-09-22,Stolen,2B,2023,2024,30.0
16,1B,2B,Stolen Base 2B,669242,Tommy Edman,663362,Matt Waldron,502671,Paul Goldschmidt,R,Brett Sullivan,664954,1,1,6,True,2023-09-22,Stolen,2B,2023,2024,30.0
17,2B,3B,Stolen Base 3B,453568,Charlie Blackmon,472610,Luis García,696100,Hunter Goodman,R,Brett Sullivan,664954,1,2,7,True,2023-09-20,Stolen,3B,2023,2024,30.0
18,1B,2B,Stolen Base 2B,666134,Nolan Jones,472610,Luis García,696100,Hunter Goodman,R,Brett Sullivan,664954,1,2,7,True,2023-09-20,Stolen,2B,2023,2024,30.0
19,1B,3B,Stolen Base 2B,643393,Tony Kemp,605130,Scott Barlow,676116,Ryan Noda,R,Brett Sullivan,664954,2,5,7,False,2023-09-16,Stolen,2B,2023,2024,30.0
20,1B,2B,Stolen Base 2B,682928,CJ Abrams,472610,Luis García,657041,Lane Thomas,R,Brett Sullivan,664954,5,3,7,False,2023-05-24,Stolen,2B,2023,2024,30.0
21,1B,2B,Stolen Base 2B,671277,Luis García Jr.,472610,Luis García,608841,Joey Meneses,R,Brett Sullivan,664954,5,3,7,False,2023-05-24,Stolen,2B,2023,2024,30.0
22,1B,2B,Stolen Base 2B,669257,Will Smith,605483,Blake Snell,621035,Chris Taylor,L,Brett Sullivan,664954,0,2,6,True,2023-05-06,Stolen,2B,2023,2024,30.0
23,2B,,Caught Stealing 3B,673548,Seiya Suzuki,472610,Luis García,543333,Eric Hosmer,R,Brett Sullivan,664954,5,2,8,False,2023-04-27,Caught,3B,2023,2024,30.0
