,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,216,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,607200,Erick Fedde,572816,Corey Dickerson,R,Yan Gomes,543228,0,2,3,False,2020-09-18,Caught,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
1,1,1,1,1,352,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,605400,Aaron Nola,595453,Chad Wallach,R,J.T. Realmuto,592663,0,4,3,False,2020-09-11,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
2,2,2,2,2,405,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657140,Kyle Wright,500743,Miguel Rojas,R,Tyler Flowers,452095,0,4,4,True,2020-09-08,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
3,3,3,3,3,3059,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,607200,Erick Fedde,572816,Corey Dickerson,R,Yan Gomes,543228,0,2,3,False,2020-09-18,Caught,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
4,4,4,4,4,3195,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,605400,Aaron Nola,595453,Chad Wallach,R,J.T. Realmuto,592663,0,4,3,False,2020-09-11,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
5,5,5,5,5,3248,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657140,Kyle Wright,500743,Miguel Rojas,R,Tyler Flowers,452095,0,4,4,True,2020-09-08,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
6,6,6,6,6,4983,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,607200,Erick Fedde,572816,Corey Dickerson,R,Yan Gomes,543228,0,2,3,False,2020-09-18,Caught,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
7,7,7,7,7,5119,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,605400,Aaron Nola,595453,Chad Wallach,R,J.T. Realmuto,592663,0,4,3,False,2020-09-11,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
8,8,8,8,8,5172,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,657140,Kyle Wright,500743,Miguel Rojas,R,Tyler Flowers,452095,0,4,4,True,2020-09-08,Stolen,2B,2020,2021,29.1,2021,29.1,2021,29.1,2021,29.1,2021,29.1
9,9,9,9,9,39,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,571901,Aaron Loup,650331,Lewin Díaz,L,James McCann,543510,2,3,9,True,2021-09-29,Stolen,2B,2021,2022,29.3,2022,29.3,2022,29.3,2022,29.3,2022,29.3
10,10,10,10,10,58,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,573186,Marcus Stroman,650559,Bryan De La Cruz,R,Tomás Nido,621512,1,0,3,True,2021-09-28,Caught,2B,2021,2022,29.3,2022,29.3,2022,29.3,2022,29.3,2022,29.3
11,11,11,11,11,174,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621348,Sam Clay,621446,Lewis Brinson,L,Keibert Ruiz,660688,8,7,10,False,2021-09-20,Stolen,3B,2021,2022,29.3,2022,29.3,2022,29.3,2022,29.3,2022,29.3
12,12,12,12,12,286,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,502179,Paolo Espino,650559,Bryan De La Cruz,R,Keibert Ruiz,660688,0,0,1,True,2021-09-13,Stolen,2B,2021,2022,29.3,2022,29.3,2022,29.3,2022,29.3,2022,29.3
