,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,543305,Aaron Hicks,570632,José Ureña,572228,Luke Voit,R,Chad Wallach,595453,0,0,1,False,2020-09-27,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
1,1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,641154,Pablo López,518595,Travis d'Arnaud,R,Chad Wallach,595453,0,0,1,False,2020-09-24,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,518692,Freddie Freeman,445213,Brandon Kintzler,518595,Travis d'Arnaud,R,Chad Wallach,595453,2,4,9,False,2020-09-24,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
3,3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,664057,Andrew Stevenson,641154,Pablo López,607208,Trea Turner,R,Chad Wallach,595453,1,0,3,True,2020-09-19,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
4,4,4,4,4,4,4,4,4,3B,,Caught Stealing Home,666198,Carter Kieboom,641154,Pablo López,645302,Victor Robles,R,Chad Wallach,595453,3,2,4,True,2020-09-19,Caught,Home,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
5,5,5,5,5,5,5,5,5,1B,,Caught Stealing 2B,543281,Josh Harrison,641447,Daniel Castano,666198,Carter Kieboom,L,Chad Wallach,595453,0,2,1,True,2020-09-18,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
6,6,6,6,6,6,6,6,6,1B,,Caught Stealing 2B,598265,Jackie Bradley Jr.,663734,Nick Neidert,624407,Tzu-Wei Lin,R,Chad Wallach,595453,3,5,8,True,2020-09-17,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,621020,Dansby Swanson,657141,Jordan Yamamoto,663586,Austin Riley,R,Chad Wallach,595453,8,2,2,False,2020-09-09,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,645277,Ozzie Albies,657141,Jordan Yamamoto,542255,Ender Inciarte,R,Chad Wallach,595453,13,8,4,False,2020-09-09,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
9,9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,657434,Brian O'Grady,645261,Sandy Alcantara,592669,Hunter Renfroe,R,Chad Wallach,595453,0,3,4,True,2020-08-30,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
10,10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,592669,Hunter Renfroe,645261,Sandy Alcantara,595281,Kevin Kiermaier,R,Chad Wallach,595453,0,3,4,True,2020-08-30,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
11,11,11,11,11,11,11,11,11,1B,,Caught Stealing 2B,543281,Josh Harrison,641447,Daniel Castano,666198,Carter Kieboom,L,Chad Wallach,595453,0,2,1,True,2020-08-01,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
12,12,12,12,12,12,12,12,12,1B,,Caught Stealing 2B,516416,Jean Segura,592761,Caleb Smith,664068,Scott Kingery,L,Chad Wallach,595453,1,0,3,False,2020-07-25,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
13,13,13,13,13,13,13,13,13,1B,2B,Stolen Base 2B,543305,Aaron Hicks,570632,José Ureña,572228,Luke Voit,R,Chad Wallach,595453,0,0,1,False,2020-09-27,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
14,14,14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,641154,Pablo López,518595,Travis d'Arnaud,R,Chad Wallach,595453,0,0,1,False,2020-09-24,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
15,15,15,15,15,15,15,15,15,1B,2B,Stolen Base 2B,518692,Freddie Freeman,445213,Brandon Kintzler,518595,Travis d'Arnaud,R,Chad Wallach,595453,2,4,9,False,2020-09-24,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
16,16,16,16,16,16,16,16,16,1B,2B,Stolen Base 2B,664057,Andrew Stevenson,641154,Pablo López,607208,Trea Turner,R,Chad Wallach,595453,1,0,3,True,2020-09-19,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
17,17,17,17,17,17,17,17,17,3B,,Caught Stealing Home,666198,Carter Kieboom,641154,Pablo López,645302,Victor Robles,R,Chad Wallach,595453,3,2,4,True,2020-09-19,Caught,Home,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
18,18,18,18,18,18,18,18,18,1B,,Caught Stealing 2B,543281,Josh Harrison,641447,Daniel Castano,666198,Carter Kieboom,L,Chad Wallach,595453,0,2,1,True,2020-09-18,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
19,19,19,19,19,19,19,19,19,1B,,Caught Stealing 2B,598265,Jackie Bradley Jr.,663734,Nick Neidert,624407,Tzu-Wei Lin,R,Chad Wallach,595453,3,5,8,True,2020-09-17,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
20,20,20,20,20,20,20,20,20,1B,2B,Stolen Base 2B,621020,Dansby Swanson,657141,Jordan Yamamoto,663586,Austin Riley,R,Chad Wallach,595453,8,2,2,False,2020-09-09,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
21,21,21,21,21,21,21,21,21,1B,2B,Stolen Base 2B,645277,Ozzie Albies,657141,Jordan Yamamoto,542255,Ender Inciarte,R,Chad Wallach,595453,13,8,4,False,2020-09-09,Stolen,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
