,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,,Caught Stealing 2B,657077,Alex Verdugo,607536,Kyle Freeland,502117,Kristopher Negrón,L,Chris Iannetta,455104,0,3,1,True,2019-07-30,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
1,1,1,1,1B,2B,Stolen Base 2B,607208,Trea Turner,623184,Scott Oberg,594809,Adam Eaton,R,Chris Iannetta,455104,2,0,7,False,2019-07-24,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
2,2,2,2,1B,2B,Stolen Base 2B,594809,Adam Eaton,663567,Peter Lambert,571431,Matt Adams,R,Chris Iannetta,455104,2,0,5,False,2019-07-23,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
3,3,3,3,1B,2B,Stolen Base 2B,645302,Victor Robles,545064,Jairo Díaz,543228,Yan Gomes,R,Chris Iannetta,455104,5,0,7,False,2019-07-23,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
4,4,4,4,1B,2B,Stolen Base 2B,643565,Mike Tauchman,622075,Yency Almonte,518934,DJ LeMahieu,R,Chris Iannetta,455104,6,2,6,False,2019-07-19,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
5,5,5,5,1B,2B,Stolen Base 2B,640447,Phillip Ervin,608032,Carlos Estévez,606299,José Peraza,R,Chris Iannetta,455104,9,15,7,True,2019-07-13,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
6,6,6,6,1B,2B,Stolen Base 2B,430945,Adam Jones,608032,Carlos Estévez,500871,Eduardo Escobar,R,Chris Iannetta,455104,4,3,6,False,2019-06-20,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
7,7,7,7,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,663567,Peter Lambert,543333,Eric Hosmer,R,Chris Iannetta,455104,0,1,1,True,2019-06-16,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
8,8,8,8,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,656546,Jeff Hoffman,460576,Carlos Gómez,R,Chris Iannetta,455104,4,0,4,False,2019-06-09,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
9,9,9,9,1B,2B,Stolen Base 2B,460576,Carlos Gómez,656546,Jeff Hoffman,621512,Tomás Nido,R,Chris Iannetta,455104,4,0,4,False,2019-06-09,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
10,10,10,10,1B,2B,Stolen Base 2B,642708,Amed Rosario,656546,Jeff Hoffman,624424,Michael Conforto,R,Chris Iannetta,455104,4,0,5,False,2019-06-09,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
11,11,11,11,2B,3B,Stolen Base 3B,656941,Kyle Schwarber,545064,Jairo Díaz,595879,Javier Báez,R,Chris Iannetta,455104,1,3,8,False,2019-06-06,Stolen,3B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
12,12,12,12,1B,,Caught Stealing 2B,502481,Jarrod Dyson,543766,Bryan Shaw,488671,Alex Avila,R,Chris Iannetta,455104,5,4,8,True,2019-05-29,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
13,13,13,13,1B,2B,Stolen Base 2B,488671,Alex Avila,622608,Antonio Senzatela,518876,Merrill Kelly,R,Chris Iannetta,455104,0,0,2,True,2019-05-28,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
14,14,14,14,1B,,Caught Stealing 2B,592859,Stevie Wilkerson,608032,Carlos Estévez,621006,Richie Martin,R,Chris Iannetta,455104,6,9,9,True,2019-05-25,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
15,15,15,15,1B,2B,Stolen Base 2B,516782,Starling Marte,622608,Antonio Senzatela,570256,Gregory Polanco,R,Chris Iannetta,455104,2,0,1,False,2019-05-23,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
16,16,16,16,1B,2B,Stolen Base 2B,664068,Scott Kingery,622075,Yency Almonte,595284,Andrew Knapp,R,Chris Iannetta,455104,7,5,7,False,2019-05-19,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
17,17,17,17,1B,2B,Stolen Base 2B,456488,Eduardo Núñez,607536,Kyle Freeland,506702,Sandy León,L,Chris Iannetta,455104,3,0,6,False,2019-05-14,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
18,18,18,18,1B,2B,Stolen Base 2B,605412,Joe Panik,451584,Wade Davis,519390,Stephen Vogt,R,Chris Iannetta,455104,12,11,9,True,2019-05-09,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
19,19,19,19,1B,2B,Stolen Base 2B,502054,Tommy Pham,543766,Bryan Shaw,664040,Brandon Lowe,R,Chris Iannetta,455104,4,0,8,False,2019-04-02,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
20,20,20,20,1B,,Caught Stealing 2B,657077,Alex Verdugo,607536,Kyle Freeland,502117,Kristopher Negrón,L,Chris Iannetta,455104,0,3,1,True,2019-07-30,Caught,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
21,21,21,21,1B,2B,Stolen Base 2B,607208,Trea Turner,623184,Scott Oberg,594809,Adam Eaton,R,Chris Iannetta,455104,2,0,7,False,2019-07-24,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
22,22,22,22,1B,2B,Stolen Base 2B,594809,Adam Eaton,663567,Peter Lambert,571431,Matt Adams,R,Chris Iannetta,455104,2,0,5,False,2019-07-23,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
23,23,23,23,1B,2B,Stolen Base 2B,645302,Victor Robles,545064,Jairo Díaz,543228,Yan Gomes,R,Chris Iannetta,455104,5,0,7,False,2019-07-23,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
24,24,24,24,1B,2B,Stolen Base 2B,643565,Mike Tauchman,622075,Yency Almonte,518934,DJ LeMahieu,R,Chris Iannetta,455104,6,2,6,False,2019-07-19,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
25,25,25,25,1B,2B,Stolen Base 2B,640447,Phillip Ervin,608032,Carlos Estévez,606299,José Peraza,R,Chris Iannetta,455104,9,15,7,True,2019-07-13,Stolen,2B,2019,2020,27.6,2020,27.6,2020,27.6,2020,27.6
