,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,,Caught Stealing 2B,607043,Brandon Nimmo,664126,Pete Fairbanks,642086,Dominic Smith,R,Mike Zunino,572287,0,0,1,False,2020-09-21,Caught,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
1,1,1,1,1,1B,2B,Stolen Base 2B,624415,Cavan Biggio,664126,Pete Fairbanks,545341,Randal Grichuk,R,Mike Zunino,572287,1,1,7,True,2020-08-22,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
2,2,2,2,2,1B,2B,Stolen Base 2B,643565,Mike Tauchman,595928,John Curtiss,570482,Gio Urshela,R,Mike Zunino,572287,1,0,1,False,2020-08-20,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
3,3,3,3,3,1B,2B,Stolen Base 2B,458731,Brett Gardner,607192,Tyler Glasnow,640449,Clint Frazier,R,Mike Zunino,572287,0,1,2,False,2020-08-19,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
4,4,4,4,4,1B,,Caught Stealing 2B,643217,Andrew Benintendi,595928,John Curtiss,502110,J.D. Martinez,R,Mike Zunino,572287,0,1,1,False,2020-08-11,Caught,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
5,5,5,5,5,1B,2B,Stolen Base 2B,656775,Cedric Mullins,475054,Chaz Roe,593643,Hanser Alberto,R,Mike Zunino,572287,2,1,7,False,2020-08-02,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
6,6,6,6,6,1B,2B,Stolen Base 2B,596105,Dwight Smith Jr.,607192,Tyler Glasnow,600474,Pedro Severino,R,Mike Zunino,572287,1,0,4,False,2020-08-01,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
7,7,7,7,7,1B,2B,Stolen Base 2B,547004,Rio Ruiz,607192,Tyler Glasnow,642082,Chance Sisco,R,Mike Zunino,572287,2,0,4,False,2020-08-01,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
8,8,8,8,8,1B,,Caught Stealing 2B,669720,Austin Hays,607192,Tyler Glasnow,593643,Hanser Alberto,R,Mike Zunino,572287,2,0,5,False,2020-08-01,Caught,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
9,9,9,9,9,1B,2B,Stolen Base 2B,593643,Hanser Alberto,664126,Pete Fairbanks,600524,Renato Núñez,R,Mike Zunino,572287,3,3,5,False,2020-07-31,Stolen,2B,2020,2021,28.9,2021,28.9,2021,28.9,2021,28.9,2021,28.9
