,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
698,1B,,Caught Stealing 2B,453943,Todd Frazier,666200,Jesús Luzardo,455139,Robinson Chirinos,L,Sean Murphy,669221,3,2,3,False,2020-08-24,Caught,2B
1086,1B,2B,Stolen Base 2B,453943,Todd Frazier,592767,Drew Smyly,455139,Robinson Chirinos,L,Tyler Heineman,623168,0,2,1,True,2020-08-01,Stolen,2B
2605,1B,,Caught Stealing 2B,453943,Todd Frazier,592826,Vince Velasquez,642708,Amed Rosario,R,J.T. Realmuto,592663,0,1,2,False,2019-07-05,Caught,2B
3334,1B,,Caught Stealing 2B,453943,Todd Frazier,544931,Stephen Strasburg,467092,Wilson Ramos,R,Yan Gomes,543228,0,0,4,False,2019-05-23,Caught,2B
3815,1B,2B,Stolen Base 2B,453943,Todd Frazier,453562,Jake Arrieta,641645,Luis Guillorme,R,J.T. Realmuto,592663,0,0,2,False,2019-04-22,Stolen,2B
3541,1B,,Caught Stealing 2B,453943,Todd Frazier,666200,Jesús Luzardo,455139,Robinson Chirinos,L,Sean Murphy,669221,3,2,3,False,2020-08-24,Caught,2B
3929,1B,2B,Stolen Base 2B,453943,Todd Frazier,592767,Drew Smyly,455139,Robinson Chirinos,L,Tyler Heineman,623168,0,2,1,True,2020-08-01,Stolen,2B
5448,1B,,Caught Stealing 2B,453943,Todd Frazier,592826,Vince Velasquez,642708,Amed Rosario,R,J.T. Realmuto,592663,0,1,2,False,2019-07-05,Caught,2B
6177,1B,,Caught Stealing 2B,453943,Todd Frazier,544931,Stephen Strasburg,467092,Wilson Ramos,R,Yan Gomes,543228,0,0,4,False,2019-05-23,Caught,2B
6658,1B,2B,Stolen Base 2B,453943,Todd Frazier,453562,Jake Arrieta,641645,Luis Guillorme,R,J.T. Realmuto,592663,0,0,2,False,2019-04-22,Stolen,2B
5465,1B,,Caught Stealing 2B,453943,Todd Frazier,666200,Jesús Luzardo,455139,Robinson Chirinos,L,Sean Murphy,669221,3,2,3,False,2020-08-24,Caught,2B
5853,1B,2B,Stolen Base 2B,453943,Todd Frazier,592767,Drew Smyly,455139,Robinson Chirinos,L,Tyler Heineman,623168,0,2,1,True,2020-08-01,Stolen,2B
7372,1B,,Caught Stealing 2B,453943,Todd Frazier,592826,Vince Velasquez,642708,Amed Rosario,R,J.T. Realmuto,592663,0,1,2,False,2019-07-05,Caught,2B
8101,1B,,Caught Stealing 2B,453943,Todd Frazier,544931,Stephen Strasburg,467092,Wilson Ramos,R,Yan Gomes,543228,0,0,4,False,2019-05-23,Caught,2B
8582,1B,2B,Stolen Base 2B,453943,Todd Frazier,453562,Jake Arrieta,641645,Luis Guillorme,R,J.T. Realmuto,592663,0,0,2,False,2019-04-22,Stolen,2B
3,1B,2B,Stolen Base 2B,453943,Todd Frazier,451584,Wade Davis,624424,Michael Conforto,R,Tony Wolters,547172,7,8,9,False,2018-05-04,Stolen,2B
275,1B,2B,Stolen Base 2B,453943,Todd Frazier,656794,Sean Newcomb,527038,Wilmer Flores,L,Kurt Suzuki,435559,1,3,4,True,2018-04-20,Stolen,2B
475,1B,2B,Stolen Base 2B,453943,Todd Frazier,425492,Ryan Madson,518595,Travis d'Arnaud,R,Pedro Severino,600474,5,5,8,True,2018-04-08,Stolen,2B
2544,1B,2B,Stolen Base 2B,453943,Todd Frazier,592130,Danny Barnes,571602,Matt Davidson,R,Russell Martin,431145,7,3,8,True,2017-06-18,Stolen,2B
2676,2B,,Caught Stealing 3B,453943,Todd Frazier,458708,Josh Tomlin,570560,Yolmer Sánchez,R,Yan Gomes,543228,0,3,1,True,2017-06-10,Caught,3B
3222,1B,2B,Stolen Base 2B,453943,Todd Frazier,502239,Trevor Cahill,607345,Kevan Smith,R,Austin Hedges,595978,1,1,2,False,2017-05-13,Stolen,2B
3635,1B,2B,Stolen Base 2B,453943,Todd Frazier,519096,Dan Otero,541645,Avisaíl García,R,Roberto Pérez,547379,5,1,7,False,2017-04-23,Stolen,2B
3915,1B,2B,Stolen Base 2B,453943,Todd Frazier,606167,Adalberto Mejía,541645,Avisaíl García,L,Jason Castro,488771,2,0,2,False,2017-04-08,Stolen,2B
4131,2B,3B,Stolen Base 3B,453943,Todd Frazier,592767,Drew Smyly,553882,Omar Narváez,L,Bobby Wilson,435064,2,1,4,False,2016-09-26,Stolen,3B
