,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,666931,Jared Oliva,592644,Adam Plutko,607732,Jacob Stallings,R,Sandy León,506702,1,3,9,True,2020-09-25,Stolen,2B,2020,2021,28.9
1,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,643256,Adam Cimber,641531,Hunter Dozier,R,Sandy León,506702,5,5,8,True,2020-09-08,Stolen,2B,2020,2021,28.9
2,1B,2B,Stolen Base 2B,607054,Jace Peterson,650644,Aaron Civale,592325,Ben Gamel,R,Sandy León,506702,0,0,3,True,2020-09-05,Stolen,2B,2020,2021,28.9
3,1B,2B,Stolen Base 2B,592348,Niko Goodrum,669456,Shane Bieber,650489,Willi Castro,R,Sandy León,506702,0,2,3,False,2020-08-15,Stolen,2B,2020,2021,28.9
4,1B,2B,Stolen Base 2B,592348,Niko Goodrum,650644,Aaron Civale,408234,Miguel Cabrera,R,Sandy León,506702,0,0,1,False,2020-08-14,Stolen,2B,2020,2021,28.9
5,1B,2B,Stolen Base 2B,595879,Javier Báez,471911,Carlos Carrasco,575929,Willson Contreras,R,Sandy León,506702,0,1,5,True,2020-08-12,Stolen,2B,2020,2021,28.9
6,1B,2B,Stolen Base 2B,518792,Jason Heyward,675916,James Karinchak,605170,Victor Caratini,R,Sandy León,506702,2,5,8,True,2020-08-12,Stolen,2B,2020,2021,28.9
7,1B,,Caught Stealing 2B,669222,Nick Senzel,669456,Shane Bieber,520471,Freddy Galvis,R,Sandy León,506702,2,0,4,False,2020-08-04,Caught,2B,2020,2021,28.9
8,1B,,Caught Stealing 2B,593871,Jorge Polanco,650644,Aaron Civale,641598,Mitch Garver,R,Sandy León,506702,1,0,1,False,2020-08-02,Caught,2B,2020,2021,28.9
9,1B,,Caught Stealing 2B,621439,Byron Buxton,471911,Carlos Carrasco,596146,Max Kepler,R,Sandy León,506702,3,0,5,False,2020-08-01,Caught,2B,2020,2021,28.9
10,1B,2B,Stolen Base 2B,666931,Jared Oliva,592644,Adam Plutko,607732,Jacob Stallings,R,Sandy León,506702,1,3,9,True,2020-09-25,Stolen,2B,2020,2021,28.9
