,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
22,22,2B,3B,Stolen Base 3B,502054,Tommy Pham,592094,Jason Adam,518595,Travis d'Arnaud,R,Reese McGuire,624512,5,4,7,False,2019-09-05,Stolen,3B,2019,2020,26.4,2020,26.4
23,23,1B,2B,Stolen Base 2B,571740,Billy Hamilton,643327,Zack Godley,660670,Ronald Acuña Jr.,R,Reese McGuire,624512,2,0,5,True,2019-08-27,Stolen,2B,2019,2020,26.4,2020,26.4
24,24,1B,2B,Stolen Base 2B,605480,Mallex Smith,663423,Trent Thornton,543592,Austin Nola,R,Reese McGuire,624512,0,2,1,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
25,25,1B,2B,Stolen Base 2B,605480,Mallex Smith,519166,Neil Ramírez,543592,Austin Nola,R,Reese McGuire,624512,7,4,7,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
26,26,1B,2B,Stolen Base 2B,571970,Max Muncy,571704,Ken Giles,457759,Justin Turner,R,Reese McGuire,624512,1,0,8,False,2019-08-21,Stolen,2B,2019,2020,26.4,2020,26.4
27,27,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,26.4,2020,26.4
28,28,1B,2B,Stolen Base 2B,452254,Hunter Pence,571882,Derek Law,596059,Rougned Odor,R,Reese McGuire,624512,3,0,8,True,2019-08-13,Stolen,2B,2019,2020,26.4,2020,26.4
29,29,1B,,Caught Stealing 2B,519222,Austin Romine,543208,Sam Gaviglio,518934,DJ LeMahieu,R,Reese McGuire,624512,0,1,8,True,2019-08-11,Caught,2B,2019,2020,26.4,2020,26.4
30,30,2B,3B,Stolen Base 3B,519299,Eric Sogard,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,3B,2019,2020,26.4,2020,26.4
31,31,1B,2B,Stolen Base 2B,670712,Mike Brosseau,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,26.4,2020,26.4
32,32,1B,2B,Stolen Base 2B,542340,Jonathan Villar,623381,Thomas Pannone,448801,Chris Davis,L,Reese McGuire,624512,0,1,2,False,2019-08-03,Stolen,2B,2019,2020,26.4,2020,26.4
33,33,2B,3B,Stolen Base 3B,542340,Jonathan Villar,592779,Brock Stewart,641820,Trey Mancini,R,Reese McGuire,624512,9,5,8,False,2019-09-18,Stolen,3B,2019,2020,26.4,2020,26.4
34,34,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,571882,Derek Law,592450,Aaron Judge,R,Reese McGuire,624512,6,4,7,True,2019-09-15,Stolen,3B,2019,2020,26.4,2020,26.4
35,35,1B,,Caught Stealing 2B,457727,Cameron Maybin,572193,Ryan Tepera,458731,Brett Gardner,R,Reese McGuire,624512,5,5,10,True,2019-09-13,Caught,2B,2019,2020,26.4,2020,26.4
36,36,1B,2B,Stolen Base 2B,605141,Mookie Betts,605447,Jordan Romano,571788,Brock Holt,R,Reese McGuire,624512,2,5,7,True,2019-09-12,Stolen,2B,2019,2020,26.4,2020,26.4
37,37,1B,2B,Stolen Base 2B,643217,Andrew Benintendi,596101,Justin Shafer,543877,Christian Vázquez,R,Reese McGuire,624512,2,3,5,True,2019-09-10,Stolen,2B,2019,2020,26.4,2020,26.4
38,38,1B,2B,Stolen Base 2B,491676,Gorkys Hernández,571704,Ken Giles,593523,Marco Hernández,R,Reese McGuire,624512,4,3,9,True,2019-09-10,Stolen,2B,2019,2020,26.4,2020,26.4
39,39,1B,,Caught Stealing 2B,621002,Daniel Robertson,592779,Brock Stewart,621563,Joey Wendle,R,Reese McGuire,624512,4,2,6,False,2019-09-05,Caught,2B,2019,2020,26.4,2020,26.4
40,40,2B,3B,Stolen Base 3B,502054,Tommy Pham,592094,Jason Adam,518595,Travis d'Arnaud,R,Reese McGuire,624512,5,4,7,False,2019-09-05,Stolen,3B,2019,2020,26.4,2020,26.4
41,41,1B,2B,Stolen Base 2B,571740,Billy Hamilton,643327,Zack Godley,660670,Ronald Acuña Jr.,R,Reese McGuire,624512,2,0,5,True,2019-08-27,Stolen,2B,2019,2020,26.4,2020,26.4
42,42,1B,2B,Stolen Base 2B,605480,Mallex Smith,663423,Trent Thornton,543592,Austin Nola,R,Reese McGuire,624512,0,2,1,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
43,43,1B,2B,Stolen Base 2B,605480,Mallex Smith,519166,Neil Ramírez,543592,Austin Nola,R,Reese McGuire,624512,7,4,7,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
44,44,1B,2B,Stolen Base 2B,571970,Max Muncy,571704,Ken Giles,457759,Justin Turner,R,Reese McGuire,624512,1,0,8,False,2019-08-21,Stolen,2B,2019,2020,26.4,2020,26.4
45,45,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,26.4,2020,26.4
46,46,1B,2B,Stolen Base 2B,452254,Hunter Pence,571882,Derek Law,596059,Rougned Odor,R,Reese McGuire,624512,3,0,8,True,2019-08-13,Stolen,2B,2019,2020,26.4,2020,26.4
47,47,1B,,Caught Stealing 2B,519222,Austin Romine,543208,Sam Gaviglio,518934,DJ LeMahieu,R,Reese McGuire,624512,0,1,8,True,2019-08-11,Caught,2B,2019,2020,26.4,2020,26.4
48,48,2B,3B,Stolen Base 3B,519299,Eric Sogard,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,3B,2019,2020,26.4,2020,26.4
49,49,1B,2B,Stolen Base 2B,670712,Mike Brosseau,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,26.4,2020,26.4
50,50,1B,2B,Stolen Base 2B,542340,Jonathan Villar,623381,Thomas Pannone,448801,Chris Davis,L,Reese McGuire,624512,0,1,2,False,2019-08-03,Stolen,2B,2019,2020,26.4,2020,26.4
51,51,2B,3B,Stolen Base 3B,542340,Jonathan Villar,592779,Brock Stewart,641820,Trey Mancini,R,Reese McGuire,624512,9,5,8,False,2019-09-18,Stolen,3B,2019,2020,26.4,2020,26.4
52,52,2B,3B,Stolen Base 3B,518934,DJ LeMahieu,571882,Derek Law,592450,Aaron Judge,R,Reese McGuire,624512,6,4,7,True,2019-09-15,Stolen,3B,2019,2020,26.4,2020,26.4
53,53,1B,,Caught Stealing 2B,457727,Cameron Maybin,572193,Ryan Tepera,458731,Brett Gardner,R,Reese McGuire,624512,5,5,10,True,2019-09-13,Caught,2B,2019,2020,26.4,2020,26.4
54,54,1B,2B,Stolen Base 2B,605141,Mookie Betts,605447,Jordan Romano,571788,Brock Holt,R,Reese McGuire,624512,2,5,7,True,2019-09-12,Stolen,2B,2019,2020,26.4,2020,26.4
55,55,1B,2B,Stolen Base 2B,643217,Andrew Benintendi,596101,Justin Shafer,543877,Christian Vázquez,R,Reese McGuire,624512,2,3,5,True,2019-09-10,Stolen,2B,2019,2020,26.4,2020,26.4
56,56,1B,2B,Stolen Base 2B,491676,Gorkys Hernández,571704,Ken Giles,593523,Marco Hernández,R,Reese McGuire,624512,4,3,9,True,2019-09-10,Stolen,2B,2019,2020,26.4,2020,26.4
57,57,1B,,Caught Stealing 2B,621002,Daniel Robertson,592779,Brock Stewart,621563,Joey Wendle,R,Reese McGuire,624512,4,2,6,False,2019-09-05,Caught,2B,2019,2020,26.4,2020,26.4
58,58,2B,3B,Stolen Base 3B,502054,Tommy Pham,592094,Jason Adam,518595,Travis d'Arnaud,R,Reese McGuire,624512,5,4,7,False,2019-09-05,Stolen,3B,2019,2020,26.4,2020,26.4
59,59,1B,2B,Stolen Base 2B,571740,Billy Hamilton,643327,Zack Godley,660670,Ronald Acuña Jr.,R,Reese McGuire,624512,2,0,5,True,2019-08-27,Stolen,2B,2019,2020,26.4,2020,26.4
60,60,1B,2B,Stolen Base 2B,605480,Mallex Smith,663423,Trent Thornton,543592,Austin Nola,R,Reese McGuire,624512,0,2,1,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
61,61,1B,2B,Stolen Base 2B,605480,Mallex Smith,519166,Neil Ramírez,543592,Austin Nola,R,Reese McGuire,624512,7,4,7,False,2019-08-23,Stolen,2B,2019,2020,26.4,2020,26.4
62,62,1B,2B,Stolen Base 2B,571970,Max Muncy,571704,Ken Giles,457759,Justin Turner,R,Reese McGuire,624512,1,0,8,False,2019-08-21,Stolen,2B,2019,2020,26.4,2020,26.4
63,63,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,26.4,2020,26.4
64,64,1B,2B,Stolen Base 2B,452254,Hunter Pence,571882,Derek Law,596059,Rougned Odor,R,Reese McGuire,624512,3,0,8,True,2019-08-13,Stolen,2B,2019,2020,26.4,2020,26.4
65,65,1B,,Caught Stealing 2B,519222,Austin Romine,543208,Sam Gaviglio,518934,DJ LeMahieu,R,Reese McGuire,624512,0,1,8,True,2019-08-11,Caught,2B,2019,2020,26.4,2020,26.4
66,66,2B,3B,Stolen Base 3B,519299,Eric Sogard,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,3B,2019,2020,26.4,2020,26.4
67,67,1B,2B,Stolen Base 2B,670712,Mike Brosseau,521655,Wilmer Font,572287,Mike Zunino,R,Reese McGuire,624512,0,0,2,False,2019-08-07,Stolen,2B,2019,2020,26.4,2020,26.4
68,68,1B,2B,Stolen Base 2B,542340,Jonathan Villar,623381,Thomas Pannone,448801,Chris Davis,L,Reese McGuire,624512,0,1,2,False,2019-08-03,Stolen,2B,2019,2020,26.4,2020,26.4
69,69,1B,2B,Stolen Base 2B,668227,Randy Arozarena,621244,José Berríos,621563,Joey Wendle,R,Reese McGuire,624512,0,1,2,True,2021-09-14,Stolen,2B,2021,2022,26.4,2022,26.4
70,70,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,571927,Steven Matz,518934,DJ LeMahieu,L,Reese McGuire,624512,0,1,3,False,2021-09-07,Stolen,2B,2021,2022,26.4,2022,26.4
71,71,1B,2B,Stolen Base 2B,641584,Jake Fraley,642048,Tayler Saucedo,641487,J.P. Crawford,L,Reese McGuire,624512,6,3,7,False,2021-08-14,Stolen,2B,2021,2022,26.4,2022,26.4
72,72,1B,,Caught Stealing 2B,666176,Jo Adell,663423,Trent Thornton,669016,Brandon Marsh,R,Reese McGuire,624512,6,2,5,False,2021-08-12,Caught,2B,2021,2022,26.4,2022,26.4
73,73,2B,3B,Stolen Base 3B,664058,David Fletcher,571927,Steven Matz,594838,Phil Gosselin,L,Reese McGuire,624512,0,0,1,True,2021-08-10,Stolen,3B,2021,2022,26.4,2022,26.4
74,74,1B,2B,Stolen Base 2B,457708,Justin Upton,571927,Steven Matz,666176,Jo Adell,L,Reese McGuire,624512,0,2,3,True,2021-08-10,Stolen,2B,2021,2022,26.4,2022,26.4
75,75,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,503569,Rafael Dolis,594838,Phil Gosselin,R,Reese McGuire,624512,3,6,6,True,2021-08-10,Stolen,2B,2021,2022,26.4,2022,26.4
76,76,2B,,Caught Stealing 3B,543877,Christian Vázquez,670950,Trevor Richards,614173,Franchy Cordero,R,Reese McGuire,624512,1,1,7,True,2021-08-07,Caught,3B,2021,2022,26.4,2022,26.4
77,77,1B,2B,Stolen Base 2B,642708,Amed Rosario,571927,Steven Matz,614177,Franmil Reyes,L,Reese McGuire,624512,0,0,1,True,2021-08-04,Stolen,2B,2021,2022,26.4,2022,26.4
78,78,1B,,Caught Stealing 2B,543877,Christian Vázquez,605447,Jordan Romano,614173,Franchy Cordero,R,Reese McGuire,624512,5,4,8,False,2021-07-26,Caught,2B,2021,2022,26.4,2022,26.4
79,79,2B,,Caught Stealing 3B,543877,Christian Vázquez,670950,Trevor Richards,614173,Franchy Cordero,R,Reese McGuire,624512,1,1,7,True,2021-07-20,Caught,3B,2021,2022,26.4,2022,26.4
80,80,1B,2B,Stolen Base 2B,664238,Dylan Moore,663423,Trent Thornton,666211,Taylor Trammell,R,Reese McGuire,624512,3,4,4,True,2021-06-30,Stolen,2B,2021,2022,26.4,2022,26.4
81,81,1B,2B,Stolen Base 2B,516782,Starling Marte,592662,Robbie Ray,594807,Adam Duvall,L,Reese McGuire,624512,0,2,1,False,2021-06-23,Stolen,2B,2021,2022,26.4,2022,26.4
82,82,1B,,Caught Stealing 2B,516782,Starling Marte,605447,Jordan Romano,542583,Jesús Aguilar,R,Reese McGuire,624512,1,2,9,False,2021-06-22,Caught,2B,2021,2022,26.4,2022,26.4
83,83,1B,2B,Stolen Base 2B,669720,Austin Hays,663423,Trent Thornton,623993,Anthony Santander,R,Reese McGuire,624512,2,1,5,False,2021-06-18,Stolen,2B,2021,2022,26.4,2022,26.4
84,84,1B,2B,Stolen Base 2B,543877,Christian Vázquez,571927,Steven Matz,666915,Bobby Dalbec,L,Reese McGuire,624512,0,2,2,False,2021-06-12,Stolen,2B,2021,2022,26.4,2022,26.4
85,85,1B,2B,Stolen Base 2B,641313,Tim Anderson,605447,Jordan Romano,571875,Jake Lamb,R,Reese McGuire,624512,2,4,8,False,2021-06-09,Stolen,2B,2021,2022,26.4,2022,26.4
86,86,2B,3B,Stolen Base 3B,641313,Tim Anderson,605447,Jordan Romano,571875,Jake Lamb,R,Reese McGuire,624512,2,4,8,False,2021-06-09,Stolen,3B,2021,2022,26.4,2022,26.4
87,87,1B,2B,Stolen Base 2B,664702,Myles Straw,548389,Ross Stripling,455117,Martín Maldonado,R,Reese McGuire,624512,0,0,3,True,2021-06-05,Stolen,2B,2021,2022,26.4,2022,26.4
88,88,2B,3B,Stolen Base 3B,514888,Jose Altuve,548389,Ross Stripling,621043,Carlos Correa,R,Reese McGuire,624512,0,0,3,True,2021-06-05,Stolen,3B,2021,2022,26.4,2022,26.4
89,89,2B,3B,Stolen Base 3B,516782,Starling Marte,592662,Robbie Ray,542583,Jesús Aguilar,L,Reese McGuire,624512,3,1,5,True,2021-06-01,Stolen,3B,2021,2022,26.4,2022,26.4
90,90,1B,2B,Stolen Base 2B,664040,Brandon Lowe,676886,Jeremy Beasley,622534,Manuel Margot,R,Reese McGuire,624512,5,5,12,True,2021-05-21,Stolen,2B,2021,2022,26.4,2022,26.4
91,91,2B,3B,Stolen Base 3B,664058,David Fletcher,571927,Steven Matz,594838,Phil Gosselin,L,Reese McGuire,624512,0,0,1,True,2021-04-11,Stolen,3B,2021,2022,26.4,2022,26.4
92,92,1B,2B,Stolen Base 2B,457708,Justin Upton,571927,Steven Matz,666176,Jo Adell,L,Reese McGuire,624512,0,2,3,True,2021-04-11,Stolen,2B,2021,2022,26.4,2022,26.4
93,93,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,503569,Rafael Dolis,594838,Phil Gosselin,R,Reese McGuire,624512,3,6,6,True,2021-04-11,Stolen,2B,2021,2022,26.4,2022,26.4
94,94,1B,2B,Stolen Base 2B,668227,Randy Arozarena,621244,José Berríos,621563,Joey Wendle,R,Reese McGuire,624512,0,1,2,True,2021-09-14,Stolen,2B,2021,2022,26.4,2022,26.4
95,95,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,571927,Steven Matz,518934,DJ LeMahieu,L,Reese McGuire,624512,0,1,3,False,2021-09-07,Stolen,2B,2021,2022,26.4,2022,26.4
96,96,1B,2B,Stolen Base 2B,641584,Jake Fraley,642048,Tayler Saucedo,641487,J.P. Crawford,L,Reese McGuire,624512,6,3,7,False,2021-08-14,Stolen,2B,2021,2022,26.4,2022,26.4
97,97,1B,,Caught Stealing 2B,666176,Jo Adell,663423,Trent Thornton,669016,Brandon Marsh,R,Reese McGuire,624512,6,2,5,False,2021-08-12,Caught,2B,2021,2022,26.4,2022,26.4
98,98,2B,3B,Stolen Base 3B,664058,David Fletcher,571927,Steven Matz,594838,Phil Gosselin,L,Reese McGuire,624512,0,0,1,True,2021-08-10,Stolen,3B,2021,2022,26.4,2022,26.4
99,99,1B,2B,Stolen Base 2B,457708,Justin Upton,571927,Steven Matz,666176,Jo Adell,L,Reese McGuire,624512,0,2,3,True,2021-08-10,Stolen,2B,2021,2022,26.4,2022,26.4
100,100,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,503569,Rafael Dolis,594838,Phil Gosselin,R,Reese McGuire,624512,3,6,6,True,2021-08-10,Stolen,2B,2021,2022,26.4,2022,26.4
101,101,2B,,Caught Stealing 3B,543877,Christian Vázquez,670950,Trevor Richards,614173,Franchy Cordero,R,Reese McGuire,624512,1,1,7,True,2021-08-07,Caught,3B,2021,2022,26.4,2022,26.4
102,102,1B,2B,Stolen Base 2B,642708,Amed Rosario,571927,Steven Matz,614177,Franmil Reyes,L,Reese McGuire,624512,0,0,1,True,2021-08-04,Stolen,2B,2021,2022,26.4,2022,26.4
103,103,1B,,Caught Stealing 2B,543877,Christian Vázquez,605447,Jordan Romano,614173,Franchy Cordero,R,Reese McGuire,624512,5,4,8,False,2021-07-26,Caught,2B,2021,2022,26.4,2022,26.4
104,104,2B,,Caught Stealing 3B,543877,Christian Vázquez,670950,Trevor Richards,614173,Franchy Cordero,R,Reese McGuire,624512,1,1,7,True,2021-07-20,Caught,3B,2021,2022,26.4,2022,26.4
105,105,1B,2B,Stolen Base 2B,664238,Dylan Moore,663423,Trent Thornton,666211,Taylor Trammell,R,Reese McGuire,624512,3,4,4,True,2021-06-30,Stolen,2B,2021,2022,26.4,2022,26.4
106,106,1B,2B,Stolen Base 2B,516782,Starling Marte,592662,Robbie Ray,594807,Adam Duvall,L,Reese McGuire,624512,0,2,1,False,2021-06-23,Stolen,2B,2021,2022,26.4,2022,26.4
107,107,1B,,Caught Stealing 2B,516782,Starling Marte,605447,Jordan Romano,542583,Jesús Aguilar,R,Reese McGuire,624512,1,2,9,False,2021-06-22,Caught,2B,2021,2022,26.4,2022,26.4
108,108,1B,2B,Stolen Base 2B,669720,Austin Hays,663423,Trent Thornton,623993,Anthony Santander,R,Reese McGuire,624512,2,1,5,False,2021-06-18,Stolen,2B,2021,2022,26.4,2022,26.4
109,109,1B,2B,Stolen Base 2B,543877,Christian Vázquez,571927,Steven Matz,666915,Bobby Dalbec,L,Reese McGuire,624512,0,2,2,False,2021-06-12,Stolen,2B,2021,2022,26.4,2022,26.4
110,110,1B,2B,Stolen Base 2B,641313,Tim Anderson,605447,Jordan Romano,571875,Jake Lamb,R,Reese McGuire,624512,2,4,8,False,2021-06-09,Stolen,2B,2021,2022,26.4,2022,26.4
111,111,2B,3B,Stolen Base 3B,641313,Tim Anderson,605447,Jordan Romano,571875,Jake Lamb,R,Reese McGuire,624512,2,4,8,False,2021-06-09,Stolen,3B,2021,2022,26.4,2022,26.4
112,112,1B,2B,Stolen Base 2B,664702,Myles Straw,548389,Ross Stripling,455117,Martín Maldonado,R,Reese McGuire,624512,0,0,3,True,2021-06-05,Stolen,2B,2021,2022,26.4,2022,26.4
113,113,2B,3B,Stolen Base 3B,514888,Jose Altuve,548389,Ross Stripling,621043,Carlos Correa,R,Reese McGuire,624512,0,0,3,True,2021-06-05,Stolen,3B,2021,2022,26.4,2022,26.4
114,114,2B,3B,Stolen Base 3B,516782,Starling Marte,592662,Robbie Ray,542583,Jesús Aguilar,L,Reese McGuire,624512,3,1,5,True,2021-06-01,Stolen,3B,2021,2022,26.4,2022,26.4
115,115,1B,2B,Stolen Base 2B,664040,Brandon Lowe,676886,Jeremy Beasley,622534,Manuel Margot,R,Reese McGuire,624512,5,5,12,True,2021-05-21,Stolen,2B,2021,2022,26.4,2022,26.4
116,116,2B,3B,Stolen Base 3B,664058,David Fletcher,571927,Steven Matz,594838,Phil Gosselin,L,Reese McGuire,624512,0,0,1,True,2021-04-11,Stolen,3B,2021,2022,26.4,2022,26.4
117,117,1B,2B,Stolen Base 2B,457708,Justin Upton,571927,Steven Matz,666176,Jo Adell,L,Reese McGuire,624512,0,2,3,True,2021-04-11,Stolen,2B,2021,2022,26.4,2022,26.4
118,118,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,503569,Rafael Dolis,594838,Phil Gosselin,R,Reese McGuire,624512,3,6,6,True,2021-04-11,Stolen,2B,2021,2022,26.4,2022,26.4
119,119,1B,2B,Stolen Base 2B,622761,Jorge Mateo,670174,Josh Winckowski,656811,Ryan O'Hearn,R,Reese McGuire,624512,0,0,7,False,2023-09-30,Stolen,2B,2023,2024,25.8,2024,25.8
120,120,1B,2B,Stolen Base 2B,622761,Jorge Mateo,661440,Mauricio Llovera,623993,Anthony Santander,R,Reese McGuire,624512,5,1,8,False,2023-09-30,Stolen,2B,2023,2024,25.8,2024,25.8
121,121,1B,,Caught Stealing 2B,672820,Lenyn Sosa,601713,Nick Pivetta,686676,Korey Lee,R,Reese McGuire,624512,0,0,5,True,2023-09-23,Caught,2B,2023,2024,25.8,2024,25.8
122,122,1B,2B,Stolen Base 2B,683011,Anthony Volpe,661440,Mauricio Llovera,643396,Isiah Kiner-Falefa,R,Reese McGuire,624512,2,3,6,True,2023-09-12,Stolen,2B,2023,2024,25.8,2024,25.8
123,123,1B,2B,Stolen Base 2B,683011,Anthony Volpe,661440,Mauricio Llovera,643396,Isiah Kiner-Falefa,R,Reese McGuire,624512,2,3,6,True,2023-09-11,Stolen,2B,2023,2024,25.8,2024,25.8
124,124,1B,2B,Stolen Base 2B,656775,Cedric Mullins,678394,Brayan Bello,669720,Austin Hays,R,Reese McGuire,624512,0,0,2,True,2023-09-10,Stolen,2B,2023,2024,25.8,2024,25.8
125,125,1B,2B,Stolen Base 2B,660644,Vidal Bruján,682175,Joe Jacques,666018,Jonathan Aranda,L,Reese McGuire,624512,5,2,5,False,2023-09-05,Stolen,2B,2023,2024,25.8,2024,25.8
126,126,2B,3B,Stolen Base 3B,666139,Josh Lowe,678394,Brayan Bello,664040,Brandon Lowe,R,Reese McGuire,624512,2,0,1,False,2023-09-04,Stolen,3B,2023,2024,25.8,2024,25.8
127,127,1B,2B,Stolen Base 2B,668227,Randy Arozarena,678394,Brayan Bello,664040,Brandon Lowe,R,Reese McGuire,624512,2,0,1,False,2023-09-04,Stolen,2B,2023,2024,25.8,2024,25.8
