,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,2B,3B,Stolen Base 3B,607208,Trea Turner,605400,Aaron Nola,452678,Asdrúbal Cabrera,R,J.T. Realmuto,592663,2,0,3,False,2020-09-22,Stolen,3B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
1,1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,665742,Juan Soto,605400,Aaron Nola,452678,Asdrúbal Cabrera,R,J.T. Realmuto,592663,2,0,3,False,2020-09-22,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,605400,Aaron Nola,595453,Chad Wallach,R,J.T. Realmuto,592663,0,4,3,False,2020-09-11,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
3,3,3,3,3,3,3,3,3,2B,3B,Stolen Base 3B,656509,Monte Harrison,519443,Brandon Workman,500743,Miguel Rojas,R,J.T. Realmuto,592663,6,6,9,False,2020-09-10,Stolen,3B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
4,4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,500743,Miguel Rojas,519443,Brandon Workman,665862,Jazz Chisholm Jr.,R,J.T. Realmuto,592663,6,6,9,False,2020-09-10,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
5,5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,665926,Andrés Giménez,571735,David Hale,607043,Brandon Nimmo,R,J.T. Realmuto,592663,5,1,8,False,2020-09-05,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
6,6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,543228,Yan Gomes,605400,Aaron Nola,671277,Luis García Jr.,R,J.T. Realmuto,592663,0,0,5,True,2020-09-01,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
7,7,7,7,7,7,7,7,7,2B,3B,Stolen Base 3B,621020,Dansby Swanson,592390,Heath Hembree,518595,Travis d'Arnaud,R,J.T. Realmuto,592663,4,4,10,True,2020-08-28,Stolen,3B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
8,8,8,8,8,8,8,8,8,1B,,Caught Stealing 2B,542255,Ender Inciarte,453284,Blake Parker,588751,Adeiny Hechavarría,R,J.T. Realmuto,592663,4,4,11,True,2020-08-28,Caught,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
9,9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,671277,Luis García Jr.,605400,Aaron Nola,519346,Eric Thames,R,J.T. Realmuto,592663,2,1,4,False,2020-08-26,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
10,10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,607208,Trea Turner,605400,Aaron Nola,452678,Asdrúbal Cabrera,R,J.T. Realmuto,592663,2,1,5,False,2020-08-26,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
11,11,11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,657077,Alex Verdugo,665759,Ramón Rosso,607680,Kevin Pillar,R,J.T. Realmuto,592663,4,3,7,False,2020-08-19,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
12,12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,665926,Andrés Giménez,675921,Spencer Howard,641645,Luis Guillorme,R,J.T. Realmuto,592663,0,2,2,True,2020-08-14,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
13,13,13,13,13,13,13,13,13,1B,2B,Stolen Base 2B,571740,Billy Hamilton,488984,Tommy Hunter,642708,Amed Rosario,R,J.T. Realmuto,592663,5,4,8,True,2020-08-14,Stolen,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
14,14,14,14,14,14,14,14,14,1B,,Caught Stealing 2B,623993,Anthony Santander,488984,Tommy Hunter,600524,Renato Núñez,R,J.T. Realmuto,592663,3,5,7,True,2020-08-11,Caught,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
15,15,15,15,15,15,15,15,15,3B,,Caught Stealing Home,623205,Andrew Velazquez,501625,Jose Alvarez,448801,Chris Davis,L,J.T. Realmuto,592663,3,5,8,True,2020-08-11,Caught,Home,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
16,16,16,16,16,16,16,16,16,1B,,Caught Stealing 2B,458731,Brett Gardner,621107,Zach Eflin,570482,Gio Urshela,R,J.T. Realmuto,592663,5,2,4,True,2020-08-06,Caught,2B,2020,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6,2021,30.6
