,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year,Sprint
0,0,0,1B,2B,Stolen Base 2B,542340,Jonathan Villar,542888,Shawn Armstrong,641505,Jonathan Davis,R,Chance Sisco,642082,5,7,8,False,2020-09-27,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
1,1,1,1B,2B,Stolen Base 2B,668227,Randy Arozarena,623465,Evan Phillips,663993,Nathaniel Lowe,R,Chance Sisco,642082,1,3,8,True,2020-09-19,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
2,2,2,1B,2B,Stolen Base 2B,621433,Brett Phillips,664042,Travis Lakins Sr.,605421,Michael Pérez,R,Chance Sisco,642082,1,3,9,True,2020-09-19,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
3,3,3,1B,2B,Stolen Base 2B,670712,Mike Brosseau,642121,Cole Sulser,642715,Willy Adames,R,Chance Sisco,642082,6,6,5,False,2020-09-17,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
4,4,4,1B,,Caught Stealing 2B,665926,Andrés Giménez,640451,Hunter Harvey,455139,Robinson Chirinos,R,Chance Sisco,642082,7,6,8,False,2020-09-09,Caught,2B,2020,2021,27.3,2021,27.3,2021,27.3
5,5,5,1B,2B,Stolen Base 2B,642180,Tyler Wade,664045,Thomas Eshelman,518934,DJ LeMahieu,R,Chance Sisco,642082,1,1,3,True,2020-09-04,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
6,6,6,1B,2B,Stolen Base 2B,641645,Luis Guillorme,592879,Asher Wojciechowski,665926,Andrés Giménez,R,Chance Sisco,642082,3,2,2,True,2020-09-01,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
7,7,7,2B,3B,Stolen Base 3B,666971,Lourdes Gurriel Jr.,664042,Travis Lakins Sr.,596129,Daniel Vogelbach,R,Chance Sisco,642082,2,2,6,False,2020-08-31,Stolen,3B,2020,2021,27.3,2021,27.3,2021,27.3
8,8,8,1B,,Caught Stealing 2B,605233,Derek Fisher,622253,Dillon Tate,543768,Travis Shaw,R,Chance Sisco,642082,2,2,9,False,2020-08-31,Caught,2B,2020,2021,27.3,2021,27.3,2021,27.3
9,9,9,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,491624,César Valdez,605233,Derek Fisher,R,Chance Sisco,642082,5,0,5,False,2020-08-29,Stolen,2B,2020,2021,27.3,2021,27.3,2021,27.3
