,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
513,1B,,Caught Stealing 2B,575929,Willson Contreras,664141,JT Brubaker,518792,Jason Heyward,R,John Ryan Murphy,571974,4,2,4,True,2020-09-03,Caught,2B
1024,1B,2B,Stolen Base 2B,575929,Willson Contreras,642100,Gabe Speier,656941,Kyle Schwarber,L,Salvador Perez,521692,1,4,8,True,2020-08-05,Stolen,2B
1088,1B,,Caught Stealing 2B,575929,Willson Contreras,600887,Miguel Del Pozo,663538,Nico Hoerner,L,John Ryan Murphy,571974,4,0,8,False,2020-08-01,Caught,2B
3714,1B,2B,Stolen Base 2B,575929,Willson Contreras,641541,Jon Duplantier,657145,Mark Zagunis,R,Carson Kelly,608348,3,3,13,True,2019-04-28,Stolen,2B
3715,3B,,Caught Stealing Home,575929,Willson Contreras,641541,Jon Duplantier,450314,Ben Zobrist,R,Carson Kelly,608348,3,3,13,True,2019-04-28,Caught,Home
207,1B,2B,Stolen Base 2B,575929,Willson Contreras,669203,Corbin Burnes,621550,Patrick Wisdom,R,Manny Piña,444489,1,1,3,True,2021-09-18,Stolen,2B
1042,1B,2B,Stolen Base 2B,575929,Willson Contreras,592761,Caleb Smith,592178,Kris Bryant,L,Bryan Holaday,592407,5,0,5,False,2021-07-25,Stolen,2B
1203,1B,,Caught Stealing 2B,575929,Willson Contreras,668678,Zac Gallen,519203,Anthony Rizzo,R,Daulton Varsho,662139,1,0,3,True,2021-07-17,Caught,2B
1519,1B,,Caught Stealing 2B,575929,Willson Contreras,621111,Walker Buehler,542364,Rafael Ortega,R,Austin Barnes,605131,0,1,4,True,2021-06-24,Caught,2B
1955,1B,2B,Stolen Base 2B,575929,Willson Contreras,542881,Tyler Anderson,595879,Javier Báez,L,Michael Pérez,605421,0,2,3,True,2021-05-27,Stolen,2B
2099,1B,,Caught Stealing 2B,575929,Willson Contreras,571578,Patrick Corbin,592178,Kris Bryant,L,Yan Gomes,543228,2,0,3,False,2021-05-18,Caught,2B
2409,1B,2B,Stolen Base 2B,575929,Willson Contreras,458708,Josh Tomlin,622110,Matt Duffy,R,Travis d'Arnaud,518595,0,4,4,True,2021-04-29,Stolen,2B
2767,1B,,Caught Stealing 2B,575929,Willson Contreras,642547,Freddy Peralta,519203,Anthony Rizzo,R,Omar Narváez,553882,0,3,3,False,2021-04-06,Caught,2B
2837,1B,2B,Stolen Base 2B,575929,Willson Contreras,641771,Chad Kuhl,519203,Anthony Rizzo,R,Jacob Stallings,607732,2,3,3,False,2021-04-01,Stolen,2B
3356,1B,,Caught Stealing 2B,575929,Willson Contreras,664141,JT Brubaker,518792,Jason Heyward,R,John Ryan Murphy,571974,4,2,4,True,2020-09-03,Caught,2B
3867,1B,2B,Stolen Base 2B,575929,Willson Contreras,642100,Gabe Speier,656941,Kyle Schwarber,L,Salvador Perez,521692,1,4,8,True,2020-08-05,Stolen,2B
3931,1B,,Caught Stealing 2B,575929,Willson Contreras,600887,Miguel Del Pozo,663538,Nico Hoerner,L,John Ryan Murphy,571974,4,0,8,False,2020-08-01,Caught,2B
6557,1B,2B,Stolen Base 2B,575929,Willson Contreras,641541,Jon Duplantier,657145,Mark Zagunis,R,Carson Kelly,608348,3,3,13,True,2019-04-28,Stolen,2B
6558,3B,,Caught Stealing Home,575929,Willson Contreras,641541,Jon Duplantier,450314,Ben Zobrist,R,Carson Kelly,608348,3,3,13,True,2019-04-28,Caught,Home
620,2B,,Caught Stealing 3B,575929,Willson Contreras,670241,Darius Vines,669242,Tommy Edman,R,Sean Murphy,669221,2,6,5,True,2023-09-06,Caught,3B
1431,1B,2B,Stolen Base 2B,575929,Willson Contreras,680739,Josh Winder,641933,Tyler O'Neill,R,Christian Vázquez,543877,7,3,7,False,2023-08-02,Stolen,2B
2684,2B,3B,Stolen Base 3B,575929,Willson Contreras,527048,Martín Pérez,663609,Luken Baker,L,Jonah Heim,641680,0,0,2,True,2023-06-05,Stolen,3B
