,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,640449,Clint Frazier,605501,Stephen Tarpley,596142,Gary Sánchez,L,Jorge Alfaro,595751,5,3,6,False,2020-09-26,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
1,1,1,1,1,1,1,1,2B,3B,Stolen Base 3B,642180,Tyler Wade,445213,Brandon Kintzler,640449,Clint Frazier,R,Jorge Alfaro,595751,3,4,10,False,2020-09-25,Stolen,3B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,650402,Gleyber Torres,445213,Brandon Kintzler,640449,Clint Frazier,R,Jorge Alfaro,595751,3,4,10,False,2020-09-25,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
3,3,3,3,3,3,3,3,1B,,Caught Stealing 2B,665742,Juan Soto,645261,Sandy Alcantara,571788,Brock Holt,R,Jorge Alfaro,595751,1,0,4,True,2020-09-20,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,645302,Victor Robles,664350,Sixto Sánchez,607208,Trea Turner,R,Jorge Alfaro,595751,0,5,4,True,2020-09-18,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,622168,Yairo Muñoz,669432,Trevor Rogers,666915,Bobby Dalbec,L,Jorge Alfaro,595751,2,0,2,True,2020-09-16,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,547180,Bryce Harper,645261,Sandy Alcantara,592663,J.T. Realmuto,R,Jorge Alfaro,595751,0,1,1,True,2020-09-10,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
7,7,7,7,7,7,7,7,1B,,Caught Stealing 2B,547180,Bryce Harper,645261,Sandy Alcantara,544369,Didi Gregorius,R,Jorge Alfaro,595751,1,3,3,True,2020-09-10,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,570632,José Ureña,621020,Dansby Swanson,R,Jorge Alfaro,595751,0,0,1,False,2020-09-07,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,570632,José Ureña,621020,Dansby Swanson,R,Jorge Alfaro,595751,3,4,4,False,2020-09-07,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,622534,Manuel Margot,669432,Trevor Rogers,668227,Randy Arozarena,L,Jorge Alfaro,595751,1,3,3,False,2020-09-06,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
11,11,11,11,11,11,11,11,2B,3B,Stolen Base 3B,622534,Manuel Margot,669432,Trevor Rogers,668227,Randy Arozarena,L,Jorge Alfaro,595751,1,3,3,False,2020-09-06,Stolen,3B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,621563,Joey Wendle,641154,Pablo López,640457,Austin Meadows,R,Jorge Alfaro,595751,1,2,4,False,2020-09-04,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
13,13,13,13,13,13,13,13,2B,3B,Stolen Base 3B,621433,Brett Phillips,624586,James Hoyt,595281,Kevin Kiermaier,R,Jorge Alfaro,595751,5,4,8,False,2020-09-04,Stolen,3B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
14,14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,622534,Manuel Margot,624586,James Hoyt,595281,Kevin Kiermaier,R,Jorge Alfaro,595751,5,4,8,False,2020-09-04,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
15,15,15,15,15,15,15,15,1B,,Caught Stealing 2B,642715,Willy Adames,664350,Sixto Sánchez,621563,Joey Wendle,R,Jorge Alfaro,595751,0,0,7,True,2020-08-28,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
16,16,16,16,16,16,16,16,1B,2B,Stolen Base 2B,622534,Manuel Margot,664350,Sixto Sánchez,660294,Yoshi Tsutsugo,R,Jorge Alfaro,595751,0,0,7,True,2020-08-28,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
17,17,17,17,17,17,17,17,1B,2B,Stolen Base 2B,624424,Michael Conforto,622694,Elieser Hernández,605204,J.D. Davis,R,Jorge Alfaro,595751,3,1,5,False,2020-08-26,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
18,18,18,18,18,18,18,18,1B,,Caught Stealing 2B,624424,Michael Conforto,622786,Jesus Tinoco,605204,J.D. Davis,R,Jorge Alfaro,595751,4,1,7,False,2020-08-26,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
19,19,19,19,19,19,19,19,2B,3B,Stolen Base 3B,607208,Trea Turner,595001,Josh A. Smith,435062,Howie Kendrick,R,Jorge Alfaro,595751,3,0,3,False,2020-08-22,Stolen,3B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
20,20,20,20,20,20,20,20,1B,,Caught Stealing 2B,621020,Dansby Swanson,445213,Brandon Kintzler,452095,Tyler Flowers,R,Jorge Alfaro,595751,0,6,5,False,2020-07-21,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
21,21,21,21,21,21,21,21,1B,2B,Stolen Base 2B,640449,Clint Frazier,605501,Stephen Tarpley,596142,Gary Sánchez,L,Jorge Alfaro,595751,5,3,6,False,2020-09-26,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
22,22,22,22,22,22,22,22,2B,3B,Stolen Base 3B,642180,Tyler Wade,445213,Brandon Kintzler,640449,Clint Frazier,R,Jorge Alfaro,595751,3,4,10,False,2020-09-25,Stolen,3B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
23,23,23,23,23,23,23,23,1B,2B,Stolen Base 2B,650402,Gleyber Torres,445213,Brandon Kintzler,640449,Clint Frazier,R,Jorge Alfaro,595751,3,4,10,False,2020-09-25,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
24,24,24,24,24,24,24,24,1B,,Caught Stealing 2B,665742,Juan Soto,645261,Sandy Alcantara,571788,Brock Holt,R,Jorge Alfaro,595751,1,0,4,True,2020-09-20,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
25,25,25,25,25,25,25,25,1B,2B,Stolen Base 2B,645302,Victor Robles,664350,Sixto Sánchez,607208,Trea Turner,R,Jorge Alfaro,595751,0,5,4,True,2020-09-18,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
26,26,26,26,26,26,26,26,1B,2B,Stolen Base 2B,622168,Yairo Muñoz,669432,Trevor Rogers,666915,Bobby Dalbec,L,Jorge Alfaro,595751,2,0,2,True,2020-09-16,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
27,27,27,27,27,27,27,27,1B,2B,Stolen Base 2B,547180,Bryce Harper,645261,Sandy Alcantara,592663,J.T. Realmuto,R,Jorge Alfaro,595751,0,1,1,True,2020-09-10,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
28,28,28,28,28,28,28,28,1B,,Caught Stealing 2B,547180,Bryce Harper,645261,Sandy Alcantara,544369,Didi Gregorius,R,Jorge Alfaro,595751,1,3,3,True,2020-09-10,Caught,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
29,29,29,29,29,29,29,29,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,570632,José Ureña,621020,Dansby Swanson,R,Jorge Alfaro,595751,0,0,1,False,2020-09-07,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
30,30,30,30,30,30,30,30,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,570632,José Ureña,621020,Dansby Swanson,R,Jorge Alfaro,595751,3,4,4,False,2020-09-07,Stolen,2B,2020,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1,2021,27.1
