,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,2B,,Caught Stealing 3B,671277,Luis García Jr.,448179,Rich Hill,657041,Lane Thomas,L,Patrick Mazeika,664850,0,2,3,False,2021-09-03,Caught,3B,2021,2022,27.0
1,1B,2B,Stolen Base 2B,642423,Magneuris Sierra,543507,Trevor May,621446,Lewis Brinson,R,Patrick Mazeika,664850,4,3,8,True,2021-09-02,Stolen,2B,2021,2022,27.0
2,1B,2B,Stolen Base 2B,642423,Magneuris Sierra,592390,Heath Hembree,656577,Alex Jackson,R,Patrick Mazeika,664850,1,3,6,True,2021-08-31,Stolen,2B,2021,2022,27.0
3,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,612434,Miguel Castro,500743,Miguel Rojas,R,Patrick Mazeika,664850,1,5,7,True,2021-08-31,Stolen,2B,2021,2022,27.0
4,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,612434,Miguel Castro,650559,Bryan De La Cruz,R,Patrick Mazeika,664850,1,5,7,True,2021-08-31,Stolen,3B,2021,2022,27.0
5,1B,2B,Stolen Base 2B,500743,Miguel Rojas,612434,Miguel Castro,650559,Bryan De La Cruz,R,Patrick Mazeika,664850,1,5,7,True,2021-08-31,Stolen,2B,2021,2022,27.0
6,1B,2B,Stolen Base 2B,665742,Juan Soto,656731,Tylor Megill,605137,Josh Bell,R,Patrick Mazeika,664850,0,0,1,True,2021-08-29,Stolen,2B,2021,2022,27.0
7,1B,2B,Stolen Base 2B,444876,Alcides Escobar,573186,Marcus Stroman,605137,Josh Bell,R,Patrick Mazeika,664850,1,2,5,True,2021-08-28,Stolen,2B,2021,2022,27.0
8,1B,,Caught Stealing 2B,467827,Gerardo Parra,612434,Miguel Castro,645302,Victor Robles,R,Patrick Mazeika,664850,1,2,7,True,2021-08-27,Caught,2B,2021,2022,27.0
9,2B,,Caught Stealing 3B,543063,Brandon Crawford,571901,Aaron Loup,592200,Curt Casali,L,Patrick Mazeika,664850,2,3,7,True,2021-08-25,Caught,3B,2021,2022,27.0
10,1B,2B,Caught Stealing 3B,596103,Austin Slater,571901,Aaron Loup,592200,Curt Casali,L,Patrick Mazeika,664850,2,3,7,True,2021-08-25,Caught,3B,2021,2022,27.0
11,1B,2B,Stolen Base 2B,621035,Chris Taylor,573186,Marcus Stroman,572041,AJ Pollock,R,Patrick Mazeika,664850,0,3,2,False,2021-08-22,Stolen,2B,2021,2022,27.0
12,1B,,Caught Stealing 2B,641355,Cody Bellinger,573186,Marcus Stroman,641856,Billy McKinney,R,Patrick Mazeika,664850,2,3,4,False,2021-08-22,Caught,2B,2021,2022,27.0
