,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,178,1B,2B,Stolen Base 2B,664238,Dylan Moore,672715,Luis Patiño,641786,Kyle Lewis,R,Austin Nola,543592,0,0,1,False,2020-09-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
1,1,1,1,1,288,1B,,Caught Stealing 2B,664238,Dylan Moore,596133,Luke Weaver,664034,Ty France,R,Daulton Varsho,662139,1,2,2,True,2020-09-13,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
2,2,2,2,2,292,1B,2B,Stolen Base 2B,664238,Dylan Moore,622492,Keury Mella,664034,Ty France,R,Daulton Varsho,662139,3,6,9,True,2020-09-13,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
3,3,3,3,3,330,1B,2B,Stolen Base 2B,664238,Dylan Moore,592761,Caleb Smith,641786,Kyle Lewis,L,Stephen Vogt,519390,0,0,1,True,2020-09-11,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
4,4,4,4,4,395,1B,2B,Stolen Base 2B,664238,Dylan Moore,657277,Logan Webb,641786,Kyle Lewis,R,Joey Bart,663698,1,4,2,True,2020-09-08,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
5,5,5,5,5,440,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,640447,Phillip Ervin,R,Jose Trevino,624431,3,2,7,False,2020-09-06,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
6,6,6,6,6,485,1B,2B,Stolen Base 2B,664238,Dylan Moore,623474,Jimmy Herget,572122,Kyle Seager,R,Jose Trevino,624431,3,1,7,False,2020-09-04,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
7,7,7,7,7,771,1B,2B,Stolen Base 2B,664238,Dylan Moore,628711,Julio Urías,641786,Kyle Lewis,L,Keibert Ruiz,660688,0,0,1,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
8,8,8,8,8,840,1B,,Caught Stealing 2B,664238,Dylan Moore,621121,Lance McCullers Jr.,641786,Kyle Lewis,R,Martín Maldonado,455117,0,0,1,True,2020-08-16,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
9,9,9,9,9,857,1B,,Caught Stealing 2B,664238,Dylan Moore,664299,Cristian Javier,641786,Kyle Lewis,R,Martín Maldonado,455117,1,0,4,True,2020-08-15,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
10,10,10,10,10,875,2B,3B,Stolen Base 3B,664238,Dylan Moore,664285,Framber Valdez,572122,Kyle Seager,L,Dustin Garneau,572863,0,1,1,True,2020-08-14,Stolen,3B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
11,11,11,11,11,895,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,572122,Kyle Seager,R,Jeff Mathis,425772,0,0,1,True,2020-08-12,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
12,12,12,12,12,1002,1B,2B,Stolen Base 2B,664238,Dylan Moore,605164,Dylan Bundy,572122,Kyle Seager,R,Max Stassi,545358,0,0,1,False,2020-08-06,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
13,13,13,13,13,1015,1B,2B,Stolen Base 2B,664238,Dylan Moore,570663,Hansel Robles,641786,Kyle Lewis,R,Max Stassi,545358,7,6,8,False,2020-08-05,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
14,14,14,14,14,1066,1B,2B,Stolen Base 2B,664238,Dylan Moore,605135,Chris Bassitt,596129,Daniel Vogelbach,R,Sean Murphy,669221,1,0,1,False,2020-08-02,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
15,15,15,15,15,3021,1B,2B,Stolen Base 2B,664238,Dylan Moore,672715,Luis Patiño,641786,Kyle Lewis,R,Austin Nola,543592,0,0,1,False,2020-09-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
16,16,16,16,16,3131,1B,,Caught Stealing 2B,664238,Dylan Moore,596133,Luke Weaver,664034,Ty France,R,Daulton Varsho,662139,1,2,2,True,2020-09-13,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
17,17,17,17,17,3135,1B,2B,Stolen Base 2B,664238,Dylan Moore,622492,Keury Mella,664034,Ty France,R,Daulton Varsho,662139,3,6,9,True,2020-09-13,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
18,18,18,18,18,3173,1B,2B,Stolen Base 2B,664238,Dylan Moore,592761,Caleb Smith,641786,Kyle Lewis,L,Stephen Vogt,519390,0,0,1,True,2020-09-11,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
19,19,19,19,19,3238,1B,2B,Stolen Base 2B,664238,Dylan Moore,657277,Logan Webb,641786,Kyle Lewis,R,Joey Bart,663698,1,4,2,True,2020-09-08,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
20,20,20,20,20,3283,1B,2B,Stolen Base 2B,664238,Dylan Moore,543475,Jordan Lyles,640447,Phillip Ervin,R,Jose Trevino,624431,3,2,7,False,2020-09-06,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
21,21,21,21,21,3328,1B,2B,Stolen Base 2B,664238,Dylan Moore,623474,Jimmy Herget,572122,Kyle Seager,R,Jose Trevino,624431,3,1,7,False,2020-09-04,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
22,22,22,22,22,3614,1B,2B,Stolen Base 2B,664238,Dylan Moore,628711,Julio Urías,641786,Kyle Lewis,L,Keibert Ruiz,660688,0,0,1,False,2020-08-19,Stolen,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
23,23,23,23,23,3683,1B,,Caught Stealing 2B,664238,Dylan Moore,621121,Lance McCullers Jr.,641786,Kyle Lewis,R,Martín Maldonado,455117,0,0,1,True,2020-08-16,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
24,24,24,24,24,3700,1B,,Caught Stealing 2B,664238,Dylan Moore,664299,Cristian Javier,641786,Kyle Lewis,R,Martín Maldonado,455117,1,0,4,True,2020-08-15,Caught,2B,2020,2021,28.4,2021,28.4,2021,28.4,2021,28.4,2021,28.4
