,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,2B,Stolen Base 2B,642201,Eli White,592761,Caleb Smith,665750,Leody Taveras,L,Carson Kelly,608348,0,0,2,True,2020-09-22,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
1,1,1,1,1,2B,3B,Stolen Base 3B,543807,George Springer,518516,Madison Bumgarner,493329,Yuli Gurriel,L,Carson Kelly,608348,0,0,1,False,2020-09-20,Stolen,3B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
2,2,2,2,2,1B,2B,Stolen Base 2B,663656,Kyle Tucker,668678,Zac Gallen,621043,Carlos Correa,R,Carson Kelly,608348,3,3,6,False,2020-09-18,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
3,3,3,3,3,1B,2B,Stolen Base 2B,621493,Taylor Ward,622065,Alex Young,621532,Anthony Bemboom,L,Carson Kelly,608348,6,0,3,False,2020-09-17,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
4,4,4,4,4,1B,2B,Caught Stealing Home,605131,Austin Barnes,642092,Riley Smith,605141,Mookie Betts,R,Carson Kelly,608348,2,2,6,True,2020-09-10,Caught,Home,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
5,5,5,5,5,3B,,Caught Stealing Home,571771,Enrique Hernández,642092,Riley Smith,605141,Mookie Betts,R,Carson Kelly,608348,2,2,6,True,2020-09-10,Caught,Home,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
6,6,6,6,6,1B,2B,Stolen Base 2B,573262,Mike Yastrzemski,664199,Taylor Clarke,543105,Alex Dickerson,R,Carson Kelly,608348,0,1,3,True,2020-08-30,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
7,7,7,7,7,1B,2B,Stolen Base 2B,606132,Raimel Tapia,668678,Zac Gallen,547172,Tony Wolters,R,Carson Kelly,608348,0,0,3,False,2020-08-11,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
8,8,8,8,8,3B,,Caught Stealing Home,641857,Ryan McMahon,668678,Zac Gallen,547172,Tony Wolters,R,Carson Kelly,608348,2,1,4,False,2020-08-11,Caught,Home,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
9,9,9,9,9,1B,2B,Stolen Base 2B,596115,Trevor Story,668678,Zac Gallen,453568,Charlie Blackmon,R,Carson Kelly,608348,2,1,5,False,2020-08-11,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
10,10,10,10,10,1B,2B,Stolen Base 2B,514888,Jose Altuve,668678,Zac Gallen,488726,Michael Brantley,R,Carson Kelly,608348,0,0,4,True,2020-08-06,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
11,11,11,11,11,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,518516,Madison Bumgarner,595981,Scott Heineman,L,Carson Kelly,608348,1,0,5,False,2020-07-29,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
12,12,12,12,12,1B,2B,Stolen Base 2B,669256,Nick Solak,518516,Madison Bumgarner,596059,Rougned Odor,L,Carson Kelly,608348,2,0,5,False,2020-07-29,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
13,13,13,13,13,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,444468,Héctor Rondón,641432,Willie Calhoun,R,Carson Kelly,608348,4,4,8,False,2020-07-29,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
14,14,14,14,14,1B,2B,Stolen Base 2B,669256,Nick Solak,444468,Héctor Rondón,596059,Rougned Odor,R,Carson Kelly,608348,7,4,8,False,2020-07-29,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
15,15,15,15,15,1B,2B,Stolen Base 2B,595777,Jurickson Profar,668678,Zac Gallen,647304,Josh Naylor,R,Carson Kelly,608348,1,0,4,False,2020-07-26,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
16,16,16,16,16,2B,3B,Stolen Base 3B,665487,Fernando Tatis Jr.,656464,Kevin Ginkel,502054,Tommy Pham,R,Carson Kelly,608348,1,0,7,False,2020-07-26,Stolen,3B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
17,17,17,17,17,1B,2B,Stolen Base 2B,592518,Manny Machado,656464,Kevin Ginkel,502054,Tommy Pham,R,Carson Kelly,608348,1,0,7,False,2020-07-26,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
18,18,18,18,18,1B,2B,Stolen Base 2B,502054,Tommy Pham,518516,Madison Bumgarner,595777,Jurickson Profar,L,Carson Kelly,608348,0,0,6,False,2020-07-24,Stolen,2B,2020,2021,30.4,2021,30.4,2021,30.4,2021,30.4,2021,30.4
