,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,3B,score,Stolen Base Home,571740,Billy Hamilton,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,Home,2020,2021,29.5
1,1B,2B,Stolen Base 2B,457727,Cameron Maybin,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,2B,2020,2021,29.5
2,1B,,Caught Stealing 2B,663538,Nico Hoerner,622772,Jimmy Cordero,571740,Billy Hamilton,R,Yasmani Grandal,518735,1,7,6,True,2020-09-27,Caught,2B,2020,2021,29.5
3,1B,2B,Stolen Base 2B,571740,Billy Hamilton,622772,Jimmy Cordero,457727,Cameron Maybin,R,Yasmani Grandal,518735,1,7,7,True,2020-09-27,Stolen,2B,2020,2021,29.5
4,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,656302,Dylan Cease,575929,Willson Contreras,R,Yasmani Grandal,518735,0,5,5,True,2020-09-25,Stolen,2B,2020,2021,29.5
5,1B,2B,Stolen Base 2B,641531,Hunter Dozier,656302,Dylan Cease,656811,Ryan O'Hearn,R,Yasmani Grandal,518735,0,0,1,True,2020-08-29,Stolen,2B,2020,2021,29.5
6,1B,,Caught Stealing 2B,670032,Nicky Lopez,625643,Reynaldo López,595956,Cam Gallagher,R,Yasmani Grandal,518735,1,2,4,True,2020-08-28,Caught,2B,2020,2021,29.5
7,1B,,Caught Stealing 2B,641933,Tyler O'Neill,608337,Lucas Giolito,666185,Dylan Carlson,R,Yasmani Grandal,518735,1,5,5,True,2020-08-15,Caught,2B,2020,2021,29.5
8,1B,2B,Stolen Base 2B,606115,Orlando Arcia,517008,Alex Colomé,592325,Ben Gamel,R,Yasmani Grandal,518735,2,3,9,False,2020-08-04,Stolen,2B,2020,2021,29.5
9,1B,,Caught Stealing 2B,593160,Whit Merrifield,461829,Gio González,521692,Salvador Perez,L,Yasmani Grandal,518735,0,4,1,False,2020-08-01,Caught,2B,2020,2021,29.5
10,3B,score,Stolen Base Home,571740,Billy Hamilton,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,Home,2020,2021,29.5
11,1B,2B,Stolen Base 2B,457727,Cameron Maybin,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,2B,2020,2021,29.5
12,1B,,Caught Stealing 2B,663538,Nico Hoerner,622772,Jimmy Cordero,571740,Billy Hamilton,R,Yasmani Grandal,518735,1,7,6,True,2020-09-27,Caught,2B,2020,2021,29.5
13,1B,2B,Stolen Base 2B,571740,Billy Hamilton,622772,Jimmy Cordero,457727,Cameron Maybin,R,Yasmani Grandal,518735,1,7,7,True,2020-09-27,Stolen,2B,2020,2021,29.5
14,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,656302,Dylan Cease,575929,Willson Contreras,R,Yasmani Grandal,518735,0,5,5,True,2020-09-25,Stolen,2B,2020,2021,29.5
15,1B,2B,Stolen Base 2B,641531,Hunter Dozier,656302,Dylan Cease,656811,Ryan O'Hearn,R,Yasmani Grandal,518735,0,0,1,True,2020-08-29,Stolen,2B,2020,2021,29.5
16,1B,,Caught Stealing 2B,670032,Nicky Lopez,625643,Reynaldo López,595956,Cam Gallagher,R,Yasmani Grandal,518735,1,2,4,True,2020-08-28,Caught,2B,2020,2021,29.5
17,1B,,Caught Stealing 2B,641933,Tyler O'Neill,608337,Lucas Giolito,666185,Dylan Carlson,R,Yasmani Grandal,518735,1,5,5,True,2020-08-15,Caught,2B,2020,2021,29.5
18,1B,2B,Stolen Base 2B,606115,Orlando Arcia,517008,Alex Colomé,592325,Ben Gamel,R,Yasmani Grandal,518735,2,3,9,False,2020-08-04,Stolen,2B,2020,2021,29.5
19,1B,,Caught Stealing 2B,593160,Whit Merrifield,461829,Gio González,521692,Salvador Perez,L,Yasmani Grandal,518735,0,4,1,False,2020-08-01,Caught,2B,2020,2021,29.5
20,3B,score,Stolen Base Home,571740,Billy Hamilton,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,Home,2020,2021,29.5
21,1B,2B,Stolen Base 2B,457727,Cameron Maybin,607074,Carlos Rodón,656941,Kyle Schwarber,L,Yasmani Grandal,518735,0,6,2,True,2020-09-27,Stolen,2B,2020,2021,29.5
22,1B,,Caught Stealing 2B,663538,Nico Hoerner,622772,Jimmy Cordero,571740,Billy Hamilton,R,Yasmani Grandal,518735,1,7,6,True,2020-09-27,Caught,2B,2020,2021,29.5
23,1B,2B,Stolen Base 2B,571740,Billy Hamilton,622772,Jimmy Cordero,457727,Cameron Maybin,R,Yasmani Grandal,518735,1,7,7,True,2020-09-27,Stolen,2B,2020,2021,29.5
24,1B,2B,Stolen Base 2B,519203,Anthony Rizzo,656302,Dylan Cease,575929,Willson Contreras,R,Yasmani Grandal,518735,0,5,5,True,2020-09-25,Stolen,2B,2020,2021,29.5
25,1B,2B,Stolen Base 2B,641531,Hunter Dozier,656302,Dylan Cease,656811,Ryan O'Hearn,R,Yasmani Grandal,518735,0,0,1,True,2020-08-29,Stolen,2B,2020,2021,29.5
26,1B,,Caught Stealing 2B,670032,Nicky Lopez,625643,Reynaldo López,595956,Cam Gallagher,R,Yasmani Grandal,518735,1,2,4,True,2020-08-28,Caught,2B,2020,2021,29.5
