,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Caught Stealing 2B,641487,J.P. Crawford,593423,Frankie Montas,572122,Kyle Seager,R,Sean Murphy,669221,0,0,1,True,2020-09-27,Caught,2B,2020,2021,27.5
1,1B,2B,Stolen Base 2B,641786,Kyle Lewis,593423,Frankie Montas,664034,Ty France,R,Sean Murphy,669221,1,2,5,True,2020-09-27,Stolen,2B,2020,2021,27.5
2,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621112,Paul Blackburn,641929,Joseph Odom,R,Sean Murphy,669221,0,1,3,False,2020-09-26,Stolen,2B,2020,2021,27.5
3,1B,2B,Stolen Base 2B,642772,Luis Alexander Basabe,501985,Mike Minor,644433,Chadwick Tromp,L,Sean Murphy,669221,0,2,3,True,2020-09-20,Stolen,2B,2020,2021,27.5
4,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,605135,Chris Bassitt,608336,Joey Gallo,R,Sean Murphy,669221,0,0,1,False,2020-09-12,Caught,2B,2020,2021,27.5
5,2B,3B,Stolen Base 3B,665750,Leody Taveras,571666,Mike Fiers,669256,Nick Solak,R,Sean Murphy,669221,1,4,1,False,2020-09-11,Stolen,3B,2020,2021,27.5
6,2B,3B,Stolen Base 3B,630105,Jake Cronenworth,571666,Mike Fiers,488771,Jason Castro,R,Sean Murphy,669221,1,0,2,True,2020-09-06,Stolen,3B,2020,2021,27.5
7,1B,2B,Stolen Base 2B,663757,Trent Grisham,571666,Mike Fiers,665487,Fernando Tatis Jr.,R,Sean Murphy,669221,1,0,3,True,2020-09-06,Stolen,2B,2020,2021,27.5
8,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621112,Paul Blackburn,641929,Joseph Odom,R,Sean Murphy,669221,0,1,3,False,2020-09-03,Stolen,2B,2020,2021,27.5
9,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,605135,Chris Bassitt,608336,Joey Gallo,R,Sean Murphy,669221,0,0,1,False,2020-08-27,Caught,2B,2020,2021,27.5
10,2B,3B,Stolen Base 3B,425783,Shin-Soo Choo,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,3B,2020,2021,27.5
11,1B,2B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B,2020,2021,27.5
12,2B,3B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B,2020,2021,27.5
