,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
11,11,11,11,11,5983,1B,,Caught Stealing 2B,462101,Elvis Andrus,592351,Jon Gray,608336,Joey Gallo,R,Drew Butera,460077,0,2,4,False,2020-07-25,Caught,2B,2020,2021,26.7,2021,26.7,2021,26.7,2021,26.7,2021,26.7
12,12,12,12,12,1273,1B,2B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
13,13,13,13,13,1274,2B,3B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
14,14,14,14,14,1275,1B,2B,Stolen Base 2B,462101,Elvis Andrus,493603,Adam Ottavino,542454,Danny Santana,R,Gary Sánchez,596142,6,1,6,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
15,15,15,15,15,1343,1B,2B,Stolen Base 2B,462101,Elvis Andrus,642067,Mike Shawaryn,641432,Willie Calhoun,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
16,16,16,16,16,1474,1B,,Caught Stealing 2B,462101,Elvis Andrus,434378,Justin Verlander,641432,Willie Calhoun,R,Robinson Chirinos,455139,0,0,1,True,2019-09-17,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
17,17,17,17,17,1556,2B,3B,Stolen Base 3B,462101,Elvis Andrus,664126,Pete Fairbanks,669256,Nick Solak,R,Michael Pérez,605421,5,1,4,False,2019-09-12,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
18,18,18,18,18,1679,1B,,Caught Stealing 2B,462101,Elvis Andrus,542888,Shawn Armstrong,641432,Willie Calhoun,R,Austin Wynns,642851,6,7,7,True,2019-09-06,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
19,19,19,19,19,1861,1B,2B,Stolen Base 2B,462101,Elvis Andrus,607481,Aaron Bummer,641432,Willie Calhoun,L,Welington Castillo,456078,1,0,6,True,2019-08-25,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
20,20,20,20,20,1877,1B,2B,Stolen Base 2B,462101,Elvis Andrus,467100,Iván Nova,641432,Willie Calhoun,R,James McCann,543510,0,2,6,True,2019-08-24,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
21,21,21,21,21,1944,1B,,Caught Stealing 2B,462101,Elvis Andrus,572703,Luke Bard,641432,Willie Calhoun,R,Max Stassi,545358,2,1,8,False,2019-08-20,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
22,22,22,22,22,2022,1B,2B,Stolen Base 2B,462101,Elvis Andrus,656887,Sean Reid-Foley,641432,Willie Calhoun,R,Danny Jansen,643376,0,0,1,True,2019-08-14,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
23,23,23,23,23,2025,1B,2B,Stolen Base 2B,462101,Elvis Andrus,596101,Justin Shafer,641432,Willie Calhoun,R,Danny Jansen,643376,3,7,8,True,2019-08-14,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
24,24,24,24,24,2077,1B,,Caught Stealing 2B,462101,Elvis Andrus,519141,Drew Pomeranz,596059,Rougned Odor,L,Yasmani Grandal,518735,3,2,8,True,2019-08-10,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
25,25,25,25,25,2169,1B,2B,Stolen Base 2B,462101,Elvis Andrus,598286,Nick Ramirez,608577,Nomar Mazara,L,John Hicks,543308,4,4,7,False,2019-08-04,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
26,26,26,26,26,2347,1B,2B,Stolen Base 2B,462101,Elvis Andrus,543548,Tommy Milone,452254,Hunter Pence,L,Omar Narváez,553882,0,1,1,True,2019-07-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
27,27,27,27,27,2552,1B,2B,Stolen Base 2B,462101,Elvis Andrus,519151,Ryan Pressly,596059,Rougned Odor,R,Robinson Chirinos,455139,6,8,7,False,2019-07-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
28,28,28,28,28,2553,1B,2B,Stolen Base 2B,462101,Elvis Andrus,532077,Roberto Osuna,608336,Joey Gallo,R,Robinson Chirinos,455139,8,8,9,False,2019-07-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
29,29,29,29,29,2646,2B,3B,Stolen Base 3B,462101,Elvis Andrus,660761,José Suarez,523253,Logan Forsythe,L,Dustin Garneau,572863,1,1,1,False,2019-07-02,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
30,30,30,30,30,2648,1B,2B,Stolen Base 2B,462101,Elvis Andrus,660761,José Suarez,608577,Nomar Mazara,L,Dustin Garneau,572863,2,1,3,False,2019-07-02,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
31,31,31,31,31,2649,3B,score,Stolen Base Home,462101,Elvis Andrus,660761,José Suarez,596059,Rougned Odor,L,Dustin Garneau,572863,3,1,3,False,2019-07-02,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
32,32,32,32,32,2651,1B,,Caught Stealing 2B,462101,Elvis Andrus,502239,Trevor Cahill,608336,Joey Gallo,R,Dustin Garneau,572863,3,3,5,False,2019-07-02,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
33,33,33,33,33,2709,2B,,Caught Stealing 3B,462101,Elvis Andrus,630023,Yonny Chirinos,608577,Nomar Mazara,R,Mike Zunino,572287,0,3,3,True,2019-06-28,Caught,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
34,34,34,34,34,2773,1B,2B,Stolen Base 2B,462101,Elvis Andrus,516969,Kelvin Herrera,608577,Nomar Mazara,R,James McCann,543510,6,4,8,False,2019-06-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
35,35,35,35,35,2791,1B,2B,Stolen Base 2B,462101,Elvis Andrus,592612,Josh Osich,608577,Nomar Mazara,L,Zack Collins,641470,4,4,5,False,2019-06-22,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
36,36,36,36,36,2951,3B,score,Stolen Base Home,462101,Elvis Andrus,641816,Tyler Mahle,596059,Rougned Odor,R,Curt Casali,592200,0,2,1,True,2019-06-14,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
37,37,37,37,37,3055,1B,2B,Stolen Base 2B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-06-08,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
38,38,38,38,38,3056,2B,3B,Stolen Base 3B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-06-08,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
39,39,39,39,39,3109,1B,2B,Stolen Base 2B,462101,Elvis Andrus,612434,Miguel Castro,452254,Hunter Pence,R,Chance Sisco,642082,1,0,8,False,2019-06-05,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
40,40,40,40,40,3228,1B,2B,Stolen Base 2B,462101,Elvis Andrus,613534,Austin Adams,452254,Hunter Pence,R,Tom Murphy,608596,7,5,7,True,2019-05-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
41,41,41,41,41,3292,1B,2B,Stolen Base 2B,462101,Elvis Andrus,572140,Tyler Skaggs,608577,Nomar Mazara,L,Dustin Garneau,572863,1,0,6,True,2019-05-25,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
42,42,42,42,42,3509,1B,,Caught Stealing 2B,462101,Elvis Andrus,657624,Josh James,608336,Joey Gallo,R,Robinson Chirinos,455139,9,4,8,True,2019-05-11,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
43,43,43,43,43,3580,1B,2B,Stolen Base 2B,462101,Elvis Andrus,592468,Nick Kingham,608577,Nomar Mazara,R,Elias Díaz,553869,0,0,1,True,2019-05-08,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
44,44,44,44,44,3581,2B,3B,Stolen Base 3B,462101,Elvis Andrus,592468,Nick Kingham,608336,Joey Gallo,R,Elias Díaz,553869,0,0,1,True,2019-05-08,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
45,45,45,45,45,3693,1B,2B,Stolen Base 2B,462101,Elvis Andrus,593140,Michael Feliz,452254,Hunter Pence,R,Elias Díaz,553869,2,0,8,False,2019-04-30,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
46,46,46,46,46,3788,1B,2B,Stolen Base 2B,462101,Elvis Andrus,593423,Frankie Montas,608577,Nomar Mazara,R,Josh Phegley,572033,0,1,1,True,2019-04-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
47,47,47,47,47,3901,1B,,Caught Stealing 2B,462101,Elvis Andrus,518774,Matt Harvey,608577,Nomar Mazara,R,Jonathan Lucroy,518960,0,0,1,False,2019-04-17,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
48,48,48,48,48,3959,3B,score,Stolen Base Home,462101,Elvis Andrus,474463,Brett Anderson,523253,Logan Forsythe,L,Josh Phegley,572033,2,1,1,False,2019-04-14,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
49,49,49,49,49,3979,1B,2B,Stolen Base 2B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-04-13,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
50,50,50,50,50,3980,2B,3B,Stolen Base 3B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-04-13,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
51,51,51,51,51,4006,1B,2B,Stolen Base 2B,462101,Elvis Andrus,571666,Mike Fiers,608577,Nomar Mazara,R,Josh Phegley,572033,2,0,1,False,2019-04-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
52,52,52,52,52,4130,1B,2B,Stolen Base 2B,462101,Elvis Andrus,570240,Félix Peña,608577,Nomar Mazara,R,Jonathan Lucroy,518960,0,0,1,True,2019-04-05,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
53,53,53,53,53,4152,1B,2B,Stolen Base 2B,462101,Elvis Andrus,543037,Gerrit Cole,608577,Nomar Mazara,R,Max Stassi,545358,1,0,1,False,2019-04-03,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
54,54,54,54,54,4116,1B,2B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
55,55,55,55,55,4117,2B,3B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
56,56,56,56,56,4118,1B,2B,Stolen Base 2B,462101,Elvis Andrus,493603,Adam Ottavino,542454,Danny Santana,R,Gary Sánchez,596142,6,1,6,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
57,57,57,57,57,4186,1B,2B,Stolen Base 2B,462101,Elvis Andrus,642067,Mike Shawaryn,641432,Willie Calhoun,R,Juan Centeno,518542,1,3,5,False,2019-09-26,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
58,58,58,58,58,4317,1B,,Caught Stealing 2B,462101,Elvis Andrus,434378,Justin Verlander,641432,Willie Calhoun,R,Robinson Chirinos,455139,0,0,1,True,2019-09-17,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
59,59,59,59,59,4399,2B,3B,Stolen Base 3B,462101,Elvis Andrus,664126,Pete Fairbanks,669256,Nick Solak,R,Michael Pérez,605421,5,1,4,False,2019-09-12,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
60,60,60,60,60,4522,1B,,Caught Stealing 2B,462101,Elvis Andrus,542888,Shawn Armstrong,641432,Willie Calhoun,R,Austin Wynns,642851,6,7,7,True,2019-09-06,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
61,61,61,61,61,4704,1B,2B,Stolen Base 2B,462101,Elvis Andrus,607481,Aaron Bummer,641432,Willie Calhoun,L,Welington Castillo,456078,1,0,6,True,2019-08-25,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
62,62,62,62,62,4720,1B,2B,Stolen Base 2B,462101,Elvis Andrus,467100,Iván Nova,641432,Willie Calhoun,R,James McCann,543510,0,2,6,True,2019-08-24,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
63,63,63,63,63,4787,1B,,Caught Stealing 2B,462101,Elvis Andrus,572703,Luke Bard,641432,Willie Calhoun,R,Max Stassi,545358,2,1,8,False,2019-08-20,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
64,64,64,64,64,4865,1B,2B,Stolen Base 2B,462101,Elvis Andrus,656887,Sean Reid-Foley,641432,Willie Calhoun,R,Danny Jansen,643376,0,0,1,True,2019-08-14,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
65,65,65,65,65,4868,1B,2B,Stolen Base 2B,462101,Elvis Andrus,596101,Justin Shafer,641432,Willie Calhoun,R,Danny Jansen,643376,3,7,8,True,2019-08-14,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
66,66,66,66,66,4920,1B,,Caught Stealing 2B,462101,Elvis Andrus,519141,Drew Pomeranz,596059,Rougned Odor,L,Yasmani Grandal,518735,3,2,8,True,2019-08-10,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
67,67,67,67,67,5012,1B,2B,Stolen Base 2B,462101,Elvis Andrus,598286,Nick Ramirez,608577,Nomar Mazara,L,John Hicks,543308,4,4,7,False,2019-08-04,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
68,68,68,68,68,5190,1B,2B,Stolen Base 2B,462101,Elvis Andrus,543548,Tommy Milone,452254,Hunter Pence,L,Omar Narváez,553882,0,1,1,True,2019-07-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
69,69,69,69,69,5395,1B,2B,Stolen Base 2B,462101,Elvis Andrus,519151,Ryan Pressly,596059,Rougned Odor,R,Robinson Chirinos,455139,6,8,7,False,2019-07-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
70,70,70,70,70,5396,1B,2B,Stolen Base 2B,462101,Elvis Andrus,532077,Roberto Osuna,608336,Joey Gallo,R,Robinson Chirinos,455139,8,8,9,False,2019-07-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
71,71,71,71,71,5489,2B,3B,Stolen Base 3B,462101,Elvis Andrus,660761,José Suarez,523253,Logan Forsythe,L,Dustin Garneau,572863,1,1,1,False,2019-07-02,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
72,72,72,72,72,5491,1B,2B,Stolen Base 2B,462101,Elvis Andrus,660761,José Suarez,608577,Nomar Mazara,L,Dustin Garneau,572863,2,1,3,False,2019-07-02,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
73,73,73,73,73,5492,3B,score,Stolen Base Home,462101,Elvis Andrus,660761,José Suarez,596059,Rougned Odor,L,Dustin Garneau,572863,3,1,3,False,2019-07-02,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
74,74,74,74,74,5494,1B,,Caught Stealing 2B,462101,Elvis Andrus,502239,Trevor Cahill,608336,Joey Gallo,R,Dustin Garneau,572863,3,3,5,False,2019-07-02,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
75,75,75,75,75,5552,2B,,Caught Stealing 3B,462101,Elvis Andrus,630023,Yonny Chirinos,608577,Nomar Mazara,R,Mike Zunino,572287,0,3,3,True,2019-06-28,Caught,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
76,76,76,76,76,5616,1B,2B,Stolen Base 2B,462101,Elvis Andrus,516969,Kelvin Herrera,608577,Nomar Mazara,R,James McCann,543510,6,4,8,False,2019-06-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
77,77,77,77,77,5634,1B,2B,Stolen Base 2B,462101,Elvis Andrus,592612,Josh Osich,608577,Nomar Mazara,L,Zack Collins,641470,4,4,5,False,2019-06-22,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
78,78,78,78,78,5794,3B,score,Stolen Base Home,462101,Elvis Andrus,641816,Tyler Mahle,596059,Rougned Odor,R,Curt Casali,592200,0,2,1,True,2019-06-14,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
79,79,79,79,79,5898,1B,2B,Stolen Base 2B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-06-08,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
80,80,80,80,80,5899,2B,3B,Stolen Base 3B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-06-08,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
81,81,81,81,81,5952,1B,2B,Stolen Base 2B,462101,Elvis Andrus,612434,Miguel Castro,452254,Hunter Pence,R,Chance Sisco,642082,1,0,8,False,2019-06-05,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
82,82,82,82,82,6071,1B,2B,Stolen Base 2B,462101,Elvis Andrus,613534,Austin Adams,452254,Hunter Pence,R,Tom Murphy,608596,7,5,7,True,2019-05-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
83,83,83,83,83,6135,1B,2B,Stolen Base 2B,462101,Elvis Andrus,572140,Tyler Skaggs,608577,Nomar Mazara,L,Dustin Garneau,572863,1,0,6,True,2019-05-25,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
84,84,84,84,84,6352,1B,,Caught Stealing 2B,462101,Elvis Andrus,657624,Josh James,608336,Joey Gallo,R,Robinson Chirinos,455139,9,4,8,True,2019-05-11,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
85,85,85,85,85,6423,1B,2B,Stolen Base 2B,462101,Elvis Andrus,592468,Nick Kingham,608577,Nomar Mazara,R,Elias Díaz,553869,0,0,1,True,2019-05-08,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
86,86,86,86,86,6424,2B,3B,Stolen Base 3B,462101,Elvis Andrus,592468,Nick Kingham,608336,Joey Gallo,R,Elias Díaz,553869,0,0,1,True,2019-05-08,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
87,87,87,87,87,6536,1B,2B,Stolen Base 2B,462101,Elvis Andrus,593140,Michael Feliz,452254,Hunter Pence,R,Elias Díaz,553869,2,0,8,False,2019-04-30,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
88,88,88,88,88,6631,1B,2B,Stolen Base 2B,462101,Elvis Andrus,593423,Frankie Montas,608577,Nomar Mazara,R,Josh Phegley,572033,0,1,1,True,2019-04-23,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
89,89,89,89,89,6744,1B,,Caught Stealing 2B,462101,Elvis Andrus,518774,Matt Harvey,608577,Nomar Mazara,R,Jonathan Lucroy,518960,0,0,1,False,2019-04-17,Caught,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
90,90,90,90,90,6802,3B,score,Stolen Base Home,462101,Elvis Andrus,474463,Brett Anderson,523253,Logan Forsythe,L,Josh Phegley,572033,2,1,1,False,2019-04-14,Stolen,Home,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
91,91,91,91,91,6822,1B,2B,Stolen Base 2B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-04-13,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
92,92,92,92,92,6823,2B,3B,Stolen Base 3B,462101,Elvis Andrus,621112,Paul Blackburn,452254,Hunter Pence,R,Josh Phegley,572033,1,0,1,False,2019-04-13,Stolen,3B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
93,93,93,93,93,6849,1B,2B,Stolen Base 2B,462101,Elvis Andrus,571666,Mike Fiers,608577,Nomar Mazara,R,Josh Phegley,572033,2,0,1,False,2019-04-12,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
94,94,94,94,94,6973,1B,2B,Stolen Base 2B,462101,Elvis Andrus,570240,Félix Peña,608577,Nomar Mazara,R,Jonathan Lucroy,518960,0,0,1,True,2019-04-05,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
95,95,95,95,95,6995,1B,2B,Stolen Base 2B,462101,Elvis Andrus,543037,Gerrit Cole,608577,Nomar Mazara,R,Max Stassi,545358,1,0,1,False,2019-04-03,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
96,96,96,96,96,6040,1B,2B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
97,97,97,97,97,6041,2B,3B,Stolen Base 2B,462101,Elvis Andrus,643338,Chad Green,641432,Willie Calhoun,R,Gary Sánchez,596142,1,0,1,False,2019-09-29,Stolen,2B,2019,2020,26.4,2020,26.4,2020,26.4,2020,26.4,2020,26.4
