,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,593428,Xander Bogaerts,656353,Tucker Davidson,502110,J.D. Martinez,L,Travis d'Arnaud,518595,0,0,1,True,2020-09-26,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
1,1,1,1,1,1,1,2B,3B,Stolen Base 3B,656509,Monte Harrison,458708,Josh Tomlin,595453,Chad Wallach,R,Travis d'Arnaud,518595,0,4,8,True,2020-09-24,Stolen,3B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,656775,Cedric Mullins,657053,Touki Toussaint,578428,Jose Iglesias,R,Travis d'Arnaud,518595,1,0,3,False,2020-09-14,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,594809,Adam Eaton,503285,Darren O'Day,452678,Asdrúbal Cabrera,R,Travis d'Arnaud,518595,4,6,7,False,2020-09-13,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
4,4,4,4,4,4,4,2B,3B,Stolen Base 3B,607208,Trea Turner,458708,Josh Tomlin,665742,Juan Soto,R,Travis d'Arnaud,518595,4,0,3,False,2020-09-11,Stolen,3B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,665742,Juan Soto,458708,Josh Tomlin,571788,Brock Holt,R,Travis d'Arnaud,518595,4,0,3,False,2020-09-11,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,607208,Trea Turner,657097,Jacob Webb,665742,Juan Soto,R,Travis d'Arnaud,518595,6,3,7,False,2020-09-11,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
7,7,7,7,7,7,7,2B,3B,Stolen Base 3B,645302,Victor Robles,608331,Max Fried,452678,Asdrúbal Cabrera,L,Travis d'Arnaud,518595,0,0,1,True,2020-09-05,Stolen,3B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,607208,Trea Turner,608331,Max Fried,452678,Asdrúbal Cabrera,L,Travis d'Arnaud,518595,0,0,1,True,2020-09-05,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,554431,Tyler Matzek,606299,José Peraza,L,Travis d'Arnaud,518595,5,5,6,False,2020-09-02,Stolen,2B,2020,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7,2021,27.7
