,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,643393,Tony Kemp,650895,Diego Castillo,669221,Sean Murphy,R,Cal Raleigh,663728,4,6,8,False,2021-09-23,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
1,1,1,1,1B,2B,Stolen Base 2B,572191,Michael A. Taylor,669302,Logan Gilbert,665861,Sebastián  Rivero,R,Cal Raleigh,663728,0,5,3,False,2021-09-19,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
2,2,2,2,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,669302,Logan Gilbert,664728,Kyle Isbel,R,Cal Raleigh,663728,1,6,7,False,2021-09-19,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
3,3,3,3,1B,2B,Stolen Base 2B,656896,Emmanuel Rivera,657024,Erik Swanson,670032,Nicky Lopez,R,Cal Raleigh,663728,4,6,7,True,2021-08-26,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
4,4,4,4,2B,3B,Stolen Base 3B,592192,Mark Canha,594835,Marco Gonzales,543228,Yan Gomes,L,Cal Raleigh,663728,1,0,1,False,2021-08-23,Stolen,3B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
5,5,5,5,1B,2B,Stolen Base 2B,621566,Matt Olson,594835,Marco Gonzales,543228,Yan Gomes,L,Cal Raleigh,663728,1,0,1,False,2021-08-23,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
6,6,6,6,1B,,Caught Stealing 2B,518586,Charlie Culberson,594835,Marco Gonzales,641829,Jason Martin,L,Cal Raleigh,663728,0,2,4,False,2021-08-18,Caught,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
7,7,7,7,1B,2B,Stolen Base 2B,518586,Charlie Culberson,542881,Tyler Anderson,650968,Yohel Pozo,L,Cal Raleigh,663728,0,0,2,False,2021-08-17,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
8,8,8,8,1B,2B,Stolen Base 2B,669289,Santiago Espinal,669302,Logan Gilbert,666182,Bo Bichette,R,Cal Raleigh,663728,1,5,4,True,2021-08-15,Stolen,2B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
9,9,9,9,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,501925,Joe Smith,572816,Corey Dickerson,R,Cal Raleigh,663728,1,6,5,True,2021-08-15,Stolen,3B,2021,2022,26.3,2022,26.3,2022,26.3,2022,26.3
