,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
17,1B,,Caught Stealing 2B,663538,Nico Hoerner,622772,Jimmy Cordero,571740,Billy Hamilton,R,Yasmani Grandal,518735,1,7,6,True,2020-09-27,Caught,2B
364,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592804,Tyler Thornburg,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,5,False,2020-09-10,Stolen,2B
701,1B,2B,Stolen Base 2B,663538,Nico Hoerner,663554,Casey Mize,664023,Ian Happ,R,Austin Romine,519222,1,3,4,True,2020-08-24,Stolen,2B
702,1B,2B,Stolen Base 2B,663538,Nico Hoerner,641302,Tyler Alexander,664023,Ian Happ,L,Austin Romine,519222,1,6,5,True,2020-08-24,Stolen,2B
868,1B,,Caught Stealing 2B,663538,Nico Hoerner,608349,Corey Knebel,592178,Kris Bryant,R,Omar Narváez,553882,4,4,8,False,2020-08-15,Caught,2B
137,1B,2B,Stolen Base 2B,663538,Nico Hoerner,517008,Alex Colomé,572204,Trayce Thompson,R,Ryan Jeffers,680777,4,5,9,False,2021-09-22,Stolen,2B
155,1B,2B,Stolen Base 2B,663538,Nico Hoerner,643377,Griffin Jax,542364,Rafael Ortega,R,Mitch Garver,641598,2,2,2,False,2021-09-21,Stolen,2B
1030,1B,,Caught Stealing 2B,663538,Nico Hoerner,542960,Brad Brach,542364,Rafael Ortega,R,Tucker Barnhart,571466,4,5,7,False,2021-07-26,Caught,2B
2361,2B,,Caught Stealing 3B,663538,Nico Hoerner,448281,Sean Doolittle,547172,Tony Wolters,L,Tucker Barnhart,571466,6,6,6,True,2021-05-02,Caught,3B
2363,1B,2B,Stolen Base 2B,663538,Nico Hoerner,607237,Amir Garrett,547172,Tony Wolters,L,Tucker Barnhart,571466,12,12,10,True,2021-05-02,Stolen,2B
2384,1B,2B,Stolen Base 2B,663538,Nico Hoerner,448281,Sean Doolittle,547172,Tony Wolters,L,Tyler Stephenson,663886,2,3,6,True,2021-05-01,Stolen,2B
2410,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592145,Jesse Biddle,623520,David Bote,L,Travis d'Arnaud,518595,3,8,9,True,2021-04-29,Stolen,2B
2860,1B,,Caught Stealing 2B,663538,Nico Hoerner,622772,Jimmy Cordero,571740,Billy Hamilton,R,Yasmani Grandal,518735,1,7,6,True,2020-09-27,Caught,2B
3207,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592804,Tyler Thornburg,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,5,False,2020-09-10,Stolen,2B
3544,1B,2B,Stolen Base 2B,663538,Nico Hoerner,663554,Casey Mize,664023,Ian Happ,R,Austin Romine,519222,1,3,4,True,2020-08-24,Stolen,2B
3545,1B,2B,Stolen Base 2B,663538,Nico Hoerner,641302,Tyler Alexander,664023,Ian Happ,L,Austin Romine,519222,1,6,5,True,2020-08-24,Stolen,2B
3711,1B,,Caught Stealing 2B,663538,Nico Hoerner,608349,Corey Knebel,592178,Kris Bryant,R,Omar Narváez,553882,4,4,8,False,2020-08-15,Caught,2B
115,1B,2B,Stolen Base 2B,663538,Nico Hoerner,693821,Bryce Elder,641355,Cody Bellinger,R,Sean Murphy,669221,0,2,3,True,2023-09-26,Stolen,2B
225,1B,2B,Stolen Base 2B,663538,Nico Hoerner,663562,Noah Davis,641355,Cody Bellinger,R,Elias Díaz,553869,1,0,3,False,2023-09-22,Stolen,2B
353,2B,3B,Stolen Base 3B,663538,Nico Hoerner,685314,Andrew Saalfrank,641355,Cody Bellinger,L,Gabriel Moreno,672515,3,4,10,True,2023-09-16,Stolen,3B
436,1B,,Caught Stealing 2B,663538,Nico Hoerner,621389,Ty Blach,673548,Seiya Suzuki,L,Austin Wynns,642851,0,1,1,True,2023-09-13,Caught,2B
437,1B,2B,Stolen Base 2B,663538,Nico Hoerner,621389,Ty Blach,641355,Cody Bellinger,L,Austin Wynns,642851,0,3,4,True,2023-09-13,Stolen,2B
441,1B,2B,Stolen Base 2B,663538,Nico Hoerner,623167,Chris Flexen,664023,Ian Happ,R,Elias Díaz,553869,0,2,3,True,2023-09-12,Stolen,2B
499,1B,2B,Stolen Base 2B,663538,Nico Hoerner,573009,Joe Mantiply,673548,Seiya Suzuki,L,Seby Zavala,664874,1,0,1,False,2023-09-10,Stolen,2B
501,1B,2B,Stolen Base 2B,663538,Nico Hoerner,694297,Brandon Pfaadt,621020,Dansby Swanson,R,Seby Zavala,664874,5,1,5,False,2023-09-10,Stolen,2B
742,1B,2B,Stolen Base 2B,663538,Nico Hoerner,671096,Andrew Abbott,621020,Dansby Swanson,L,Tyler Stephenson,663886,0,0,5,True,2023-09-02,Stolen,2B
775,1B,2B,Stolen Base 2B,663538,Nico Hoerner,594580,Sam Moll,664023,Ian Happ,L,Tyler Stephenson,663886,1,2,5,True,2023-09-01,Stolen,2B
780,1B,,Caught Stealing 2B,663538,Nico Hoerner,668933,Graham Ashcraft,664023,Ian Happ,R,Tyler Stephenson,663886,0,0,4,True,2023-09-01,Caught,2B
872,2B,3B,Stolen Base 3B,663538,Nico Hoerner,663559,Bailey Falter,641355,Cody Bellinger,L,Jason Delay,641511,1,5,5,True,2023-08-27,Stolen,3B
972,2B,3B,Stolen Base 3B,663538,Nico Hoerner,669373,Tarik Skubal,664023,Ian Happ,L,Jake Rogers,668670,0,1,3,True,2023-08-23,Stolen,3B
1060,1B,2B,Stolen Base 2B,663538,Nico Hoerner,663903,Brady Singer,664023,Ian Happ,R,Freddy Fermin,666023,0,0,1,False,2023-08-19,Stolen,2B
1061,2B,3B,Stolen Base 3B,663538,Nico Hoerner,663903,Brady Singer,621020,Dansby Swanson,R,Freddy Fermin,666023,6,1,4,False,2023-08-19,Stolen,3B
1132,1B,2B,Stolen Base 2B,663538,Nico Hoerner,621383,Tanner Banks,664023,Ian Happ,L,Yasmani Grandal,518735,3,3,5,False,2023-08-15,Stolen,2B
1134,1B,,Caught Stealing 2B,663538,Nico Hoerner,607481,Aaron Bummer,664023,Ian Happ,L,Yasmani Grandal,518735,3,4,7,False,2023-08-15,Caught,2B
1181,1B,,Caught Stealing 2B,663538,Nico Hoerner,547943,Hyun Jin Ryu,664023,Ian Happ,L,Danny Jansen,643376,5,2,3,True,2023-08-13,Caught,2B
1225,1B,2B,Stolen Base 2B,663538,Nico Hoerner,621244,José Berríos,641355,Cody Bellinger,R,Alejandro Kirk,672386,0,3,3,True,2023-08-11,Stolen,2B
