,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,1B,2B,Stolen Base 2B,605141,Mookie Betts,518876,Merrill Kelly,518692,Freddie Freeman,R,Cooper Hummel,669450,2,1,3,True,2022-05-28,Stolen,2B,2022,2023,27.2,2023,27.2
1,1,1B,,Caught Stealing 2B,607208,Trea Turner,518876,Merrill Kelly,621458,Edwin Ríos,R,Cooper Hummel,669450,2,3,5,True,2022-05-28,Caught,2B,2022,2023,27.2,2023,27.2
