,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
10,10,10,10,3649,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,664062,Tony Gonsolin,641487,J.P. Crawford,R,Austin Barnes,605131,0,0,3,True,2020-08-18,Stolen,2B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
11,11,11,11,3985,2B,,Caught Stealing 3B,543829,Dee Strange-Gordon,571760,Andrew Heaney,641929,Joseph Odom,L,Max Stassi,545358,3,1,5,True,2020-07-29,Caught,3B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
12,12,12,12,4816,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621112,Paul Blackburn,641929,Joseph Odom,R,Sean Murphy,669221,0,1,3,False,2020-09-26,Stolen,2B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
13,13,13,13,5054,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,596133,Luke Weaver,664238,Dylan Moore,R,Daulton Varsho,662139,1,2,2,True,2020-09-13,Stolen,3B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
14,14,14,14,5272,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621112,Paul Blackburn,641929,Joseph Odom,R,Sean Murphy,669221,0,1,3,False,2020-09-03,Stolen,2B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
15,15,15,15,5326,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,656288,Griffin Canning,643418,Shed Long Jr.,R,Anthony Bemboom,621532,1,1,8,True,2020-08-30,Caught,2B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
16,16,16,16,5573,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,664062,Tony Gonsolin,641487,J.P. Crawford,R,Austin Barnes,605131,0,0,3,True,2020-08-18,Stolen,2B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
17,17,17,17,5909,2B,,Caught Stealing 3B,543829,Dee Strange-Gordon,571760,Andrew Heaney,641929,Joseph Odom,L,Max Stassi,545358,3,1,5,True,2020-07-29,Caught,3B,2020,2022,28.4,2022,28.4,2022,28.4,2022,28.4
18,18,18,18,1652,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,434378,Justin Verlander,605480,Mallex Smith,R,Robinson Chirinos,455139,0,1,6,True,2019-09-07,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
19,19,19,19,1653,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657624,Josh James,664238,Dylan Moore,R,Robinson Chirinos,455139,2,1,8,True,2019-09-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
20,20,20,20,1681,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,489119,Wade Miley,543592,Austin Nola,L,Martín Maldonado,455117,0,2,1,True,2019-09-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
21,21,21,21,1718,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,452657,Jon Lester,542979,Keon Broxton,L,Victor Caratini,605170,5,0,6,True,2019-09-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
22,22,22,22,1794,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,600917,José Leclerc,605480,Mallex Smith,R,Jeff Mathis,425772,3,3,9,True,2019-08-29,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
23,23,23,23,1929,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,641941,Emilio Pagán,605480,Mallex Smith,R,Mike Zunino,572287,5,6,9,True,2019-08-21,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
24,24,24,24,1984,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
25,25,25,25,2007,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,641853,David McKay,664238,Dylan Moore,R,John Hicks,543308,2,5,8,True,2019-08-15,Stolen,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
26,26,26,26,2053,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,642232,Ryan Yarbrough,621005,Tim Lopes,L,Mike Zunino,572287,0,0,2,False,2019-08-11,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
27,27,27,27,2518,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,472610,Luis García,605480,Mallex Smith,R,Kevan Smith,607345,6,2,7,True,2019-07-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
28,28,28,28,2643,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,608678,Dominic Leone,605480,Mallex Smith,R,Yadier Molina,425877,4,2,6,False,2019-07-02,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
29,29,29,29,2723,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,605288,Adrian Houser,571539,Matt Carasiti,R,Manny Piña,444489,0,2,2,True,2019-06-26,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
30,30,30,30,2943,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,623913,Wei-Chung Wang,605480,Mallex Smith,L,Josh Phegley,572033,2,4,6,True,2019-06-14,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
31,31,31,31,3408,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,527048,Martín Pérez,429665,Edwin Encarnación,L,Willians Astudillo,553902,0,1,3,False,2019-05-17,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
32,32,32,32,3476,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,465657,Joakim Soria,570267,Domingo Santana,R,Josh Phegley,572033,5,5,10,False,2019-05-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
33,33,33,33,3550,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,457918,J.A. Happ,571745,Mitch Haniger,L,Gary Sánchez,596142,0,0,1,True,2019-05-09,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
34,34,34,34,3599,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,642840,Joe Harvey,571745,Mitch Haniger,R,Gary Sánchez,596142,2,4,9,True,2019-05-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
35,35,35,35,3655,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,669456,Shane Bieber,571745,Mitch Haniger,R,Kevin Plawecki,608700,0,0,3,True,2019-05-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
36,36,36,36,3883,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657228,Jake Jewell,605480,Mallex Smith,R,Kevan Smith,607345,2,7,6,True,2019-04-18,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
37,37,37,37,3917,2B,,Caught Stealing 3B,543829,Dee Strange-Gordon,669456,Shane Bieber,570267,Domingo Santana,R,Kevin Plawecki,608700,1,2,5,False,2019-04-16,Caught,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
38,38,38,38,4002,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,502748,Brad Peacock,605480,Mallex Smith,R,Robinson Chirinos,455139,4,6,7,False,2019-04-12,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
39,39,39,39,4057,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,596001,Jakob Junis,570267,Domingo Santana,R,Martín Maldonado,455117,2,4,4,True,2019-04-09,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
40,40,40,40,4140,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
41,41,41,41,4142,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-04,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
42,42,42,42,4193,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621142,Ty Buttrey,605480,Mallex Smith,R,Jonathan Lucroy,518960,4,3,6,False,2019-04-01,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
43,43,43,43,4495,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,434378,Justin Verlander,605480,Mallex Smith,R,Robinson Chirinos,455139,0,1,6,True,2019-09-07,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
44,44,44,44,4496,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657624,Josh James,664238,Dylan Moore,R,Robinson Chirinos,455139,2,1,8,True,2019-09-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
45,45,45,45,4524,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,489119,Wade Miley,543592,Austin Nola,L,Martín Maldonado,455117,0,2,1,True,2019-09-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
46,46,46,46,4561,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,452657,Jon Lester,542979,Keon Broxton,L,Victor Caratini,605170,5,0,6,True,2019-09-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
47,47,47,47,4637,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,600917,José Leclerc,605480,Mallex Smith,R,Jeff Mathis,425772,3,3,9,True,2019-08-29,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
48,48,48,48,4772,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,641941,Emilio Pagán,605480,Mallex Smith,R,Mike Zunino,572287,5,6,9,True,2019-08-21,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
49,49,49,49,4827,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
50,50,50,50,4850,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,641853,David McKay,664238,Dylan Moore,R,John Hicks,543308,2,5,8,True,2019-08-15,Stolen,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
51,51,51,51,4896,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,642232,Ryan Yarbrough,621005,Tim Lopes,L,Mike Zunino,572287,0,0,2,False,2019-08-11,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
52,52,52,52,5361,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,472610,Luis García,605480,Mallex Smith,R,Kevan Smith,607345,6,2,7,True,2019-07-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
53,53,53,53,5486,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,608678,Dominic Leone,605480,Mallex Smith,R,Yadier Molina,425877,4,2,6,False,2019-07-02,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
54,54,54,54,5566,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,605288,Adrian Houser,571539,Matt Carasiti,R,Manny Piña,444489,0,2,2,True,2019-06-26,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
55,55,55,55,5786,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,623913,Wei-Chung Wang,605480,Mallex Smith,L,Josh Phegley,572033,2,4,6,True,2019-06-14,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
56,56,56,56,6251,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,527048,Martín Pérez,429665,Edwin Encarnación,L,Willians Astudillo,553902,0,1,3,False,2019-05-17,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
57,57,57,57,6319,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,465657,Joakim Soria,570267,Domingo Santana,R,Josh Phegley,572033,5,5,10,False,2019-05-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
58,58,58,58,6393,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,457918,J.A. Happ,571745,Mitch Haniger,L,Gary Sánchez,596142,0,0,1,True,2019-05-09,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
59,59,59,59,6442,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,642840,Joe Harvey,571745,Mitch Haniger,R,Gary Sánchez,596142,2,4,9,True,2019-05-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
60,60,60,60,6498,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,669456,Shane Bieber,571745,Mitch Haniger,R,Kevin Plawecki,608700,0,0,3,True,2019-05-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
61,61,61,61,6726,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657228,Jake Jewell,605480,Mallex Smith,R,Kevan Smith,607345,2,7,6,True,2019-04-18,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
62,62,62,62,6760,2B,,Caught Stealing 3B,543829,Dee Strange-Gordon,669456,Shane Bieber,570267,Domingo Santana,R,Kevin Plawecki,608700,1,2,5,False,2019-04-16,Caught,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
63,63,63,63,6845,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,502748,Brad Peacock,605480,Mallex Smith,R,Robinson Chirinos,455139,4,6,7,False,2019-04-12,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
64,64,64,64,6900,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,596001,Jakob Junis,570267,Domingo Santana,R,Martín Maldonado,455117,2,4,4,True,2019-04-09,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
65,65,65,65,6983,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
66,66,66,66,6985,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-04,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
67,67,67,67,7036,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621142,Ty Buttrey,605480,Mallex Smith,R,Jonathan Lucroy,518960,4,3,6,False,2019-04-01,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
68,68,68,68,6419,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,434378,Justin Verlander,605480,Mallex Smith,R,Robinson Chirinos,455139,0,1,6,True,2019-09-07,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
69,69,69,69,6420,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657624,Josh James,664238,Dylan Moore,R,Robinson Chirinos,455139,2,1,8,True,2019-09-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
70,70,70,70,6448,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,489119,Wade Miley,543592,Austin Nola,L,Martín Maldonado,455117,0,2,1,True,2019-09-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
71,71,71,71,6485,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,452657,Jon Lester,542979,Keon Broxton,L,Victor Caratini,605170,5,0,6,True,2019-09-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
72,72,72,72,6561,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,600917,José Leclerc,605480,Mallex Smith,R,Jeff Mathis,425772,3,3,9,True,2019-08-29,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
73,73,73,73,6696,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,641941,Emilio Pagán,605480,Mallex Smith,R,Mike Zunino,572287,5,6,9,True,2019-08-21,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
74,74,74,74,6751,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,663423,Trent Thornton,542979,Keon Broxton,R,Reese McGuire,624512,2,3,6,True,2019-08-17,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
75,75,75,75,6774,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,641853,David McKay,664238,Dylan Moore,R,John Hicks,543308,2,5,8,True,2019-08-15,Stolen,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
76,76,76,76,6820,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,642232,Ryan Yarbrough,621005,Tim Lopes,L,Mike Zunino,572287,0,0,2,False,2019-08-11,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
77,77,77,77,7285,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,472610,Luis García,605480,Mallex Smith,R,Kevan Smith,607345,6,2,7,True,2019-07-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
78,78,78,78,7410,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,608678,Dominic Leone,605480,Mallex Smith,R,Yadier Molina,425877,4,2,6,False,2019-07-02,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
79,79,79,79,7490,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,605288,Adrian Houser,571539,Matt Carasiti,R,Manny Piña,444489,0,2,2,True,2019-06-26,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
80,80,80,80,7710,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,623913,Wei-Chung Wang,605480,Mallex Smith,L,Josh Phegley,572033,2,4,6,True,2019-06-14,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
81,81,81,81,8175,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,527048,Martín Pérez,429665,Edwin Encarnación,L,Willians Astudillo,553902,0,1,3,False,2019-05-17,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
82,82,82,82,8243,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,465657,Joakim Soria,570267,Domingo Santana,R,Josh Phegley,572033,5,5,10,False,2019-05-13,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
83,83,83,83,8317,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,457918,J.A. Happ,571745,Mitch Haniger,L,Gary Sánchez,596142,0,0,1,True,2019-05-09,Caught,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
84,84,84,84,8366,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,642840,Joe Harvey,571745,Mitch Haniger,R,Gary Sánchez,596142,2,4,9,True,2019-05-07,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
85,85,85,85,8422,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,669456,Shane Bieber,571745,Mitch Haniger,R,Kevin Plawecki,608700,0,0,3,True,2019-05-03,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
86,86,86,86,8650,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,657228,Jake Jewell,605480,Mallex Smith,R,Kevan Smith,607345,2,7,6,True,2019-04-18,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
87,87,87,87,8684,2B,,Caught Stealing 3B,543829,Dee Strange-Gordon,669456,Shane Bieber,570267,Domingo Santana,R,Kevin Plawecki,608700,1,2,5,False,2019-04-16,Caught,3B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
88,88,88,88,8769,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,502748,Brad Peacock,605480,Mallex Smith,R,Robinson Chirinos,455139,4,6,7,False,2019-04-12,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
89,89,89,89,8824,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,596001,Jakob Junis,570267,Domingo Santana,R,Martín Maldonado,455117,2,4,4,True,2019-04-09,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
90,90,90,90,8907,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-05,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
91,91,91,91,8909,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,625643,Reynaldo López,605480,Mallex Smith,R,Welington Castillo,456078,6,1,3,True,2019-04-04,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
92,92,92,92,8960,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,621142,Ty Buttrey,605480,Mallex Smith,R,Jonathan Lucroy,518960,4,3,6,False,2019-04-01,Stolen,2B,2019,2020,28.5,2020,28.5,2020,28.5,2020,28.5
93,93,93,93,5,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,640455,Sean Manaea,516416,Jean Segura,L,Jonathan Lucroy,518960,0,0,1,False,2018-05-03,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
94,94,94,94,7,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,642152,Lou Trivino,516416,Jean Segura,R,Jonathan Lucroy,518960,4,1,7,False,2018-05-03,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
95,95,95,95,40,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,642152,Lou Trivino,429664,Robinson Canó,R,Jonathan Lucroy,518960,5,1,6,False,2018-05-01,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
96,96,96,96,41,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,433589,Yusmeiro Petit,516416,Jean Segura,R,Jonathan Lucroy,518960,6,3,8,False,2018-05-01,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
97,97,97,97,121,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,471911,Carlos Carrasco,516416,Jean Segura,R,Roberto Pérez,547379,1,3,3,True,2018-04-28,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
98,98,98,98,248,1B,,Caught Stealing 2B,543829,Dee Strange-Gordon,112526,Bartolo Colon,516416,Jean Segura,R,Robinson Chirinos,455139,0,0,1,True,2018-04-21,Caught,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
99,99,99,99,271,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,605309,Keone Kela,516416,Jean Segura,R,Robinson Chirinos,455139,2,4,9,True,2018-04-20,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
100,100,100,100,295,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,543037,Gerrit Cole,429664,Robinson Canó,R,Brian McCann,435263,0,0,1,False,2018-04-18,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
101,101,101,101,375,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,641941,Emilio Pagán,516416,Jean Segura,R,Jonathan Lucroy,518960,8,4,5,False,2018-04-14,Stolen,2B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
102,102,102,102,376,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,433589,Yusmeiro Petit,429664,Robinson Canó,R,Jonathan Lucroy,518960,10,7,7,False,2018-04-14,Stolen,3B,2018,2019,28.5,2019,28.5,2019,28.5,2019,28.5
