,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
10,10,10,10,10,10,10,5355,1B,2B,Stolen Base 2B,571980,Tyler Naquin,621244,José Berríos,596019,Francisco Lindor,R,Mitch Garver,641598,3,0,4,False,2019-07-14,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
11,11,11,11,11,11,11,5641,1B,,Caught Stealing 2B,571980,Tyler Naquin,605513,Spencer Turnbull,547379,Roberto Pérez,R,John Hicks,543308,1,0,2,False,2019-06-22,Caught,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
12,12,12,12,12,12,12,6582,1B,2B,Stolen Base 2B,571980,Tyler Naquin,502748,Brad Peacock,608700,Kevin Plawecki,R,Max Stassi,545358,1,0,3,True,2019-04-27,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
13,13,13,13,13,13,13,6696,1B,2B,Stolen Base 2B,571980,Tyler Naquin,641149,Wes Parsons,608700,Kevin Plawecki,R,Brian McCann,435263,4,2,5,False,2019-04-20,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
14,14,14,14,14,14,14,6945,1B,2B,Stolen Base 2B,571980,Tyler Naquin,573186,Marcus Stroman,656185,Greg Allen,R,Danny Jansen,643376,2,0,4,False,2019-04-07,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
15,15,15,15,15,15,15,6575,1B,,Caught Stealing 2B,571980,Tyler Naquin,519455,Jordan Zimmermann,547379,Roberto Pérez,R,John Hicks,543308,0,1,2,True,2019-08-28,Caught,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
16,16,16,16,16,16,16,7279,1B,2B,Stolen Base 2B,571980,Tyler Naquin,621244,José Berríos,596019,Francisco Lindor,R,Mitch Garver,641598,3,0,4,False,2019-07-14,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
17,17,17,17,17,17,17,7565,1B,,Caught Stealing 2B,571980,Tyler Naquin,605513,Spencer Turnbull,547379,Roberto Pérez,R,John Hicks,543308,1,0,2,False,2019-06-22,Caught,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
18,18,18,18,18,18,18,8506,1B,2B,Stolen Base 2B,571980,Tyler Naquin,502748,Brad Peacock,608700,Kevin Plawecki,R,Max Stassi,545358,1,0,3,True,2019-04-27,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
19,19,19,19,19,19,19,8620,1B,2B,Stolen Base 2B,571980,Tyler Naquin,641149,Wes Parsons,608700,Kevin Plawecki,R,Brian McCann,435263,4,2,5,False,2019-04-20,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
20,20,20,20,20,20,20,8869,1B,2B,Stolen Base 2B,571980,Tyler Naquin,573186,Marcus Stroman,656185,Greg Allen,R,Danny Jansen,643376,2,0,4,False,2019-04-07,Stolen,2B,2019,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8,2020,26.8
21,21,21,21,21,21,21,562,1B,,Caught Stealing 2B,571980,Tyler Naquin,596057,Daniel Norris,676480,Jose Barrero,L,Omar Narváez,553882,0,5,7,True,2021-08-26,Caught,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
22,22,22,22,22,22,22,950,1B,2B,Stolen Base 2B,571980,Tyler Naquin,622098,Drew Smith,606157,Aristides Aquino,R,Tomás Nido,621512,1,4,8,True,2021-08-01,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
23,23,23,23,23,23,23,1656,1B,,Caught Stealing 2B,571980,Tyler Naquin,670950,Trevor Richards,571657,Kyle Farmer,R,Manny Piña,444489,1,2,9,True,2021-06-16,Caught,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
24,24,24,24,24,24,24,1894,1B,2B,Stolen Base 2B,571980,Tyler Naquin,623364,Brad Wieck,571657,Kyle Farmer,L,Willson Contreras,575929,0,5,4,True,2021-05-30,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
25,25,25,25,25,25,25,2142,1B,2B,Stolen Base 2B,571980,Tyler Naquin,468504,Jhoulys Chacín,553993,Eugenio Suárez,R,Elias Díaz,553869,2,2,3,True,2021-05-15,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
26,26,26,26,26,26,26,2381,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605200,Zach Davies,458015,Joey Votto,R,Tony Wolters,547172,2,1,3,False,2021-05-01,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
27,27,27,27,27,27,27,2720,1B,2B,Stolen Base 2B,571980,Tyler Naquin,592761,Caleb Smith,663697,Jonathan India,L,Carson Kelly,608348,0,4,6,True,2021-04-09,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
28,28,28,28,28,28,28,2486,1B,,Caught Stealing 2B,571980,Tyler Naquin,596057,Daniel Norris,676480,Jose Barrero,L,Omar Narváez,553882,0,5,7,True,2021-08-26,Caught,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
29,29,29,29,29,29,29,2874,1B,2B,Stolen Base 2B,571980,Tyler Naquin,622098,Drew Smith,606157,Aristides Aquino,R,Tomás Nido,621512,1,4,8,True,2021-08-01,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
30,30,30,30,30,30,30,3580,1B,,Caught Stealing 2B,571980,Tyler Naquin,670950,Trevor Richards,571657,Kyle Farmer,R,Manny Piña,444489,1,2,9,True,2021-06-16,Caught,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
31,31,31,31,31,31,31,3818,1B,2B,Stolen Base 2B,571980,Tyler Naquin,623364,Brad Wieck,571657,Kyle Farmer,L,Willson Contreras,575929,0,5,4,True,2021-05-30,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
32,32,32,32,32,32,32,4066,1B,2B,Stolen Base 2B,571980,Tyler Naquin,468504,Jhoulys Chacín,553993,Eugenio Suárez,R,Elias Díaz,553869,2,2,3,True,2021-05-15,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
33,33,33,33,33,33,33,4305,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605200,Zach Davies,458015,Joey Votto,R,Tony Wolters,547172,2,1,3,False,2021-05-01,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
34,34,34,34,34,34,34,4644,1B,2B,Stolen Base 2B,571980,Tyler Naquin,592761,Caleb Smith,663697,Jonathan India,L,Carson Kelly,608348,0,4,6,True,2021-04-09,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8,2022,27.8
35,35,35,35,35,35,35,282,1B,,Caught Stealing 2B,571980,Tyler Naquin,605164,Dylan Bundy,596019,Francisco Lindor,R,Chance Sisco,642082,0,1,2,True,2018-04-20,Caught,2B,2018,2019,27.0,2019,27.0,2019,27.0,2019,27.0,2019,27.0,2019,27.0,2019,27.0
36,36,36,36,36,36,36,2077,1B,,Caught Stealing 2B,571980,Tyler Naquin,621112,Paul Blackburn,570481,Erik González,R,Bruce Maxwell,622194,0,0,3,True,2017-07-15,Caught,2B,2017,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5
37,37,37,37,37,37,37,1449,1B,,Caught Stealing 2B,571980,Tyler Naquin,621112,Paul Blackburn,570481,Erik González,R,Bruce Maxwell,622194,0,0,3,True,2017-07-15,Caught,2B,2017,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5,2018,27.5
38,38,38,38,38,38,38,4088,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605242,Michael Fulmer,547379,Roberto Pérez,R,James McCann,543510,0,1,2,True,2016-09-28,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
39,39,39,39,39,39,39,4495,1B,2B,Stolen Base 2B,571980,Tyler Naquin,600944,David Paulino,467793,Carlos Santana,R,Jason Castro,488771,0,1,3,False,2016-09-08,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
40,40,40,40,40,40,40,4508,1B,,Caught Stealing 2B,571980,Tyler Naquin,450729,Doug Fister,547379,Roberto Pérez,R,Max Stassi,545358,2,3,4,False,2016-09-07,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
41,41,41,41,41,41,41,4808,1B,,Caught Stealing 2B,571980,Tyler Naquin,592811,Andrew Triggs,547379,Roberto Pérez,R,Stephen Vogt,519390,0,0,3,True,2016-08-22,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
42,42,42,42,42,42,42,4886,1B,2B,Stolen Base 2B,571980,Tyler Naquin,573589,Michael Ynoa,446386,Brandon Guyer,R,Dioner Navarro,425900,7,5,5,False,2016-08-17,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
43,43,43,43,43,43,43,5671,1B,2B,Stolen Base 2B,571980,Tyler Naquin,476454,Dellin Betances,501659,Abraham Almonte,R,Brian McCann,435263,4,5,7,False,2016-07-07,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
44,44,44,44,44,44,44,5954,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605483,Blake Snell,543401,Jason Kipnis,L,Hank Conger,474233,3,0,7,False,2016-06-21,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
45,45,45,45,45,45,45,6080,1B,2B,Stolen Base 2B,571980,Tyler Naquin,432934,Chris Young,434658,Rajai Davis,R,Salvador Perez,521692,0,0,2,True,2016-06-14,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
46,46,46,46,46,46,46,7052,1B,,Caught Stealing 2B,571980,Tyler Naquin,571510,Matthew Boyd,547379,Roberto Pérez,L,Jarrod Saltalamacchia,457454,2,6,5,True,2016-04-24,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
47,47,47,47,47,47,47,53,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605242,Michael Fulmer,547379,Roberto Pérez,R,James McCann,543510,0,1,2,True,2016-09-28,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
48,48,48,48,48,48,48,460,1B,2B,Stolen Base 2B,571980,Tyler Naquin,600944,David Paulino,467793,Carlos Santana,R,Jason Castro,488771,0,1,3,False,2016-09-08,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
49,49,49,49,49,49,49,473,1B,,Caught Stealing 2B,571980,Tyler Naquin,450729,Doug Fister,547379,Roberto Pérez,R,Max Stassi,545358,2,3,4,False,2016-09-07,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
50,50,50,50,50,50,50,773,1B,,Caught Stealing 2B,571980,Tyler Naquin,592811,Andrew Triggs,547379,Roberto Pérez,R,Stephen Vogt,519390,0,0,3,True,2016-08-22,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
51,51,51,51,51,51,51,851,1B,2B,Stolen Base 2B,571980,Tyler Naquin,573589,Michael Ynoa,446386,Brandon Guyer,R,Dioner Navarro,425900,7,5,5,False,2016-08-17,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
52,52,52,52,52,52,52,1636,1B,2B,Stolen Base 2B,571980,Tyler Naquin,476454,Dellin Betances,501659,Abraham Almonte,R,Brian McCann,435263,4,5,7,False,2016-07-07,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
53,53,53,53,53,53,53,1919,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605483,Blake Snell,543401,Jason Kipnis,L,Hank Conger,474233,3,0,7,False,2016-06-21,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
54,54,54,54,54,54,54,2045,1B,2B,Stolen Base 2B,571980,Tyler Naquin,432934,Chris Young,434658,Rajai Davis,R,Salvador Perez,521692,0,0,2,True,2016-06-14,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
55,55,55,55,55,55,55,3017,1B,,Caught Stealing 2B,571980,Tyler Naquin,571510,Matthew Boyd,547379,Roberto Pérez,L,Jarrod Saltalamacchia,457454,2,6,5,True,2016-04-24,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
56,56,56,56,56,56,56,3460,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605242,Michael Fulmer,547379,Roberto Pérez,R,James McCann,543510,0,1,2,True,2016-09-28,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
57,57,57,57,57,57,57,3867,1B,2B,Stolen Base 2B,571980,Tyler Naquin,600944,David Paulino,467793,Carlos Santana,R,Jason Castro,488771,0,1,3,False,2016-09-08,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
58,58,58,58,58,58,58,3880,1B,,Caught Stealing 2B,571980,Tyler Naquin,450729,Doug Fister,547379,Roberto Pérez,R,Max Stassi,545358,2,3,4,False,2016-09-07,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
59,59,59,59,59,59,59,4180,1B,,Caught Stealing 2B,571980,Tyler Naquin,592811,Andrew Triggs,547379,Roberto Pérez,R,Stephen Vogt,519390,0,0,3,True,2016-08-22,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
60,60,60,60,60,60,60,4258,1B,2B,Stolen Base 2B,571980,Tyler Naquin,573589,Michael Ynoa,446386,Brandon Guyer,R,Dioner Navarro,425900,7,5,5,False,2016-08-17,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
61,61,61,61,61,61,61,5043,1B,2B,Stolen Base 2B,571980,Tyler Naquin,476454,Dellin Betances,501659,Abraham Almonte,R,Brian McCann,435263,4,5,7,False,2016-07-07,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
62,62,62,62,62,62,62,5326,1B,2B,Stolen Base 2B,571980,Tyler Naquin,605483,Blake Snell,543401,Jason Kipnis,L,Hank Conger,474233,3,0,7,False,2016-06-21,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
63,63,63,63,63,63,63,5452,1B,2B,Stolen Base 2B,571980,Tyler Naquin,432934,Chris Young,434658,Rajai Davis,R,Salvador Perez,521692,0,0,2,True,2016-06-14,Stolen,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
64,64,64,64,64,64,64,6424,1B,,Caught Stealing 2B,571980,Tyler Naquin,571510,Matthew Boyd,547379,Roberto Pérez,L,Jarrod Saltalamacchia,457454,2,6,5,True,2016-04-24,Caught,2B,2016,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4,2017,27.4
