,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,2B,3B,Stolen Base 3B,519083,Derek Norris,407822,Jorge De La Rosa,457708,Justin Upton,L,Michael McKenry,502374,3,0,3,False,2015-07-17,Stolen,3B,2015,2016,27.4
1,2B,3B,Stolen Base 3B,542993,Billy Burns,407822,Jorge De La Rosa,519390,Stephen Vogt,L,Michael McKenry,502374,0,1,6,False,2015-06-30,Stolen,3B,2015,2016,27.4
2,1B,2B,Stolen Base 2B,502671,Paul Goldschmidt,407822,Jorge De La Rosa,630111,Yasmany Tomás,L,Michael McKenry,502374,0,0,1,True,2015-06-25,Stolen,2B,2015,2016,27.4
3,1B,2B,Stolen Base 2B,572041,AJ Pollock,446099,John Axford,502671,Paul Goldschmidt,R,Michael McKenry,502374,6,4,9,True,2015-06-25,Stolen,2B,2015,2016,27.4
4,1B,2B,Stolen Base 2B,467827,Gerardo Parra,518452,Chad Bettis,452252,Adam Lind,R,Michael McKenry,502374,0,0,1,True,2015-06-20,Stolen,2B,2015,2016,27.4
5,1B,2B,Stolen Base 2B,516416,Jean Segura,518452,Chad Bettis,467827,Gerardo Parra,R,Michael McKenry,502374,1,0,3,True,2015-06-20,Stolen,2B,2015,2016,27.4
6,2B,3B,Stolen Base 3B,621043,Carlos Correa,571735,David Hale,474892,Chris Carter,R,Michael McKenry,502374,3,3,3,True,2015-06-18,Stolen,3B,2015,2016,27.4
7,1B,2B,Stolen Base 2B,621043,Carlos Correa,571735,David Hale,605512,Preston Tucker,R,Michael McKenry,502374,3,4,5,True,2015-06-18,Stolen,2B,2015,2016,27.4
8,2B,3B,Stolen Base 3B,621043,Carlos Correa,502522,Justin Miller,474892,Chris Carter,R,Michael McKenry,502374,3,5,7,True,2015-06-18,Stolen,3B,2015,2016,27.4
9,1B,2B,Stolen Base 2B,545350,Jake Marisnick,543734,Chris Rusin,543807,George Springer,L,Michael McKenry,502374,7,3,3,False,2015-06-16,Stolen,2B,2015,2016,27.4
10,1B,2B,Stolen Base 2B,570267,Domingo Santana,453156,Brooks Brown,472528,Luis Valbuena,R,Michael McKenry,502374,8,5,5,False,2015-06-16,Stolen,2B,2015,2016,27.4
11,1B,2B,Stolen Base 2B,543829,Dee Strange-Gordon,571735,David Hale,445988,Martín Prado,R,Michael McKenry,502374,0,0,1,False,2015-06-13,Stolen,2B,2015,2016,27.4
12,1B,2B,Stolen Base 2B,400085,Ichiro Suzuki,453156,Brooks Brown,543829,Dee Strange-Gordon,R,Michael McKenry,502374,4,1,7,False,2015-06-13,Stolen,2B,2015,2016,27.4
13,1B,2B,Stolen Base 2B,448602,Mark Reynolds,407822,Jorge De La Rosa,445055,Jon Jay,L,Michael McKenry,502374,0,0,2,True,2015-06-09,Stolen,2B,2015,2016,27.4
14,1B,,Caught Stealing 2B,488721,Peter Bourjos,407822,Jorge De La Rosa,608379,Michael Wacha,L,Michael McKenry,502374,0,1,5,True,2015-06-09,Caught,2B,2015,2016,27.4
15,1B,2B,Stolen Base 2B,519184,Ben Revere,572750,Eddie Butler,520471,Freddy Galvis,R,Michael McKenry,502374,1,2,3,False,2015-05-30,Stolen,2B,2015,2016,27.4
16,1B,2B,Stolen Base 2B,571740,Billy Hamilton,452718,Kyle Kendrick,435401,Skip Schumaker,R,Michael McKenry,502374,1,5,3,False,2015-05-27,Stolen,2B,2015,2016,27.4
17,1B,2B,Stolen Base 2B,453923,Grégor Blanco,446099,John Axford,434636,Ángel Pagán,R,Michael McKenry,502374,5,3,9,True,2015-05-23,Stolen,2B,2015,2016,27.4
18,1B,2B,Stolen Base 2B,596748,Maikel Franco,407822,Jorge De La Rosa,546318,Odúbel Herrera,L,Michael McKenry,502374,0,0,2,True,2015-05-21,Stolen,2B,2015,2016,27.4
19,1B,2B,Stolen Base 2B,520471,Freddy Galvis,407822,Jorge De La Rosa,400284,Chase Utley,L,Michael McKenry,502374,0,0,3,True,2015-05-21,Stolen,2B,2015,2016,27.4
20,1B,2B,Stolen Base 2B,519184,Ben Revere,543475,Jordan Lyles,429713,Grady Sizemore,R,Michael McKenry,502374,1,1,3,True,2015-05-18,Stolen,2B,2015,2016,27.4
21,1B,2B,Stolen Base 2B,502671,Paul Goldschmidt,543475,Jordan Lyles,572041,AJ Pollock,R,Michael McKenry,502374,1,4,5,True,2015-05-06,Stolen,2B,2015,2016,27.4
22,2B,3B,Stolen Base 3B,431094,Aaron Hill,429783,Rafael Betancourt,460060,Cliff Pennington,R,Michael McKenry,502374,1,5,8,True,2015-05-06,Stolen,3B,2015,2016,27.4
23,1B,2B,Stolen Base 2B,488912,Tuffy Gosewisch,429783,Rafael Betancourt,460060,Cliff Pennington,R,Michael McKenry,502374,1,5,8,True,2015-05-06,Stolen,2B,2015,2016,27.4
24,1B,2B,Stolen Base 2B,502671,Paul Goldschmidt,543475,Jordan Lyles,572041,AJ Pollock,R,Michael McKenry,502374,1,4,5,True,2015-05-05,Stolen,2B,2015,2016,27.4
25,2B,3B,Stolen Base 3B,431094,Aaron Hill,429783,Rafael Betancourt,460060,Cliff Pennington,R,Michael McKenry,502374,1,5,8,True,2015-05-05,Stolen,3B,2015,2016,27.4
26,1B,2B,Stolen Base 2B,488912,Tuffy Gosewisch,429783,Rafael Betancourt,460060,Cliff Pennington,R,Michael McKenry,502374,1,5,8,True,2015-05-05,Stolen,2B,2015,2016,27.4
27,1B,2B,Stolen Base 2B,461314,Matt Kemp,452718,Kyle Kendrick,457708,Justin Upton,R,Michael McKenry,502374,2,3,4,False,2015-05-03,Stolen,2B,2015,2016,27.4
28,1B,2B,Stolen Base 2B,502671,Paul Goldschmidt,554431,Tyler Matzek,444432,Mark Trumbo,L,Michael McKenry,502374,0,3,1,False,2015-04-27,Stolen,2B,2015,2016,27.4
29,1B,2B,Stolen Base 2B,453923,Grégor Blanco,446099,John Axford,434636,Ángel Pagán,R,Michael McKenry,502374,5,3,9,True,2015-04-26,Stolen,2B,2015,2016,27.4
30,2B,,Caught Stealing 3B,592626,Joc Pederson,572750,Eddie Butler,454560,A.J. Ellis,R,Michael McKenry,502374,2,0,2,False,2015-04-19,Caught,3B,2015,2016,27.4
31,1B,2B,Stolen Base 2B,493114,Norichika Aoki,554431,Tyler Matzek,622110,Matt Duffy,L,Michael McKenry,502374,0,3,1,False,2015-04-15,Stolen,2B,2015,2016,27.4
32,1B,2B,Stolen Base 2B,434636,Ángel Pagán,554431,Tyler Matzek,452239,Justin Maxwell,L,Michael McKenry,502374,1,3,1,False,2015-04-15,Stolen,2B,2015,2016,27.4
33,1B,2B,Stolen Base 2B,570489,Arismendy Alcántara,543475,Jordan Lyles,543294,Kyle Hendricks,R,Michael McKenry,502374,4,2,5,True,2015-04-12,Stolen,2B,2015,2016,27.4
34,2B,3B,Stolen Base 3B,458085,Chris Coghlan,543475,Jordan Lyles,471083,Miguel Montero,R,Michael McKenry,502374,5,3,6,True,2015-04-12,Stolen,3B,2015,2016,27.4
35,1B,2B,Stolen Base 2B,451594,Dexter Fowler,493603,Adam Ottavino,519203,Anthony Rizzo,R,Michael McKenry,502374,5,3,7,True,2015-04-12,Stolen,2B,2015,2016,27.4
