,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,,Caught Stealing 2B,572233,Christian Walker,623485,Ashton Goudeau,500871,Eduardo Escobar,R,Tony Wolters,547172,7,0,6,False,2020-09-27,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
1,1,1,1,1,1B,2B,Stolen Base 2B,592518,Manny Machado,607536,Kyle Freeland,543592,Austin Nola,L,Tony Wolters,547172,0,0,1,False,2020-09-07,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
2,2,2,2,2,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,607536,Kyle Freeland,592518,Manny Machado,L,Tony Wolters,547172,0,0,5,False,2020-09-07,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
3,3,3,3,3,2B,3B,Stolen Base 3B,595777,Jurickson Profar,622075,Yency Almonte,665487,Fernando Tatis Jr.,R,Tony Wolters,547172,0,0,7,False,2020-09-07,Stolen,3B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
4,4,4,4,4,1B,2B,Stolen Base 2B,663757,Trent Grisham,622075,Yency Almonte,665487,Fernando Tatis Jr.,R,Tony Wolters,547172,0,0,7,False,2020-09-07,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
5,5,5,5,5,1B,2B,Stolen Base 2B,641355,Cody Bellinger,571710,Mychal Givens,592626,Joc Pederson,R,Tony Wolters,547172,2,2,6,False,2020-09-04,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
6,6,6,6,6,1B,2B,Stolen Base 2B,666158,Gavin Lux,656546,Jeff Hoffman,605141,Mookie Betts,R,Tony Wolters,547172,10,6,8,False,2020-09-04,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
7,7,7,7,7,1B,2B,Stolen Base 2B,594824,Greg Garcia,622608,Antonio Senzatela,647304,Josh Naylor,R,Tony Wolters,547172,0,0,2,True,2020-08-29,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
8,8,8,8,8,1B,2B,Stolen Base 2B,664702,Myles Straw,622608,Antonio Senzatela,502210,Josh Reddick,R,Tony Wolters,547172,0,0,6,False,2020-08-18,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
9,9,9,9,9,2B,3B,Stolen Base 3B,425783,Shin-Soo Choo,608566,Germán Márquez,641432,Willie Calhoun,R,Tony Wolters,547172,2,1,3,True,2020-08-15,Stolen,3B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
10,10,10,10,10,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,608566,Germán Márquez,641432,Willie Calhoun,R,Tony Wolters,547172,2,1,3,True,2020-08-15,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
11,11,11,11,11,1B,,Caught Stealing 2B,596059,Rougned Odor,656546,Jeff Hoffman,462101,Elvis Andrus,R,Tony Wolters,547172,2,2,7,True,2020-08-14,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
12,12,12,12,12,1B,2B,Stolen Base 2B,605113,Nick Ahmed,622075,Yency Almonte,594777,Kole Calhoun,R,Tony Wolters,547172,7,11,7,True,2020-08-10,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
13,13,13,13,13,1B,2B,Stolen Base 2B,605113,Nick Ahmed,572021,James Pazos,594777,Kole Calhoun,L,Tony Wolters,547172,7,11,9,True,2020-08-10,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
14,14,14,14,14,2B,3B,Stolen Base 3B,502054,Tommy Pham,453268,Daniel Bard,571976,Wil Myers,R,Tony Wolters,547172,2,3,6,True,2020-07-31,Stolen,3B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
15,15,15,15,15,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,453268,Daniel Bard,663757,Trent Grisham,R,Tony Wolters,547172,4,4,7,True,2020-07-31,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
16,16,16,16,16,1B,2B,Stolen Base 2B,663757,Trent Grisham,451584,Wade Davis,592518,Manny Machado,R,Tony Wolters,547172,5,5,9,True,2020-07-31,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
17,17,17,17,17,1B,2B,Stolen Base 2B,572039,Stephen Piscotty,608032,Carlos Estévez,605353,Vimael Machín,R,Tony Wolters,547172,1,2,7,False,2020-07-29,Stolen,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
18,18,18,18,18,1B,,Caught Stealing 2B,572233,Christian Walker,623485,Ashton Goudeau,500871,Eduardo Escobar,R,Tony Wolters,547172,7,0,6,False,2020-09-27,Caught,2B,2020,2021,27.4,2021,27.4,2021,27.4,2021,27.4,2021,27.4
