,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
2675,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,621345,A.J. Minter,624424,Michael Conforto,L,Tyler Flowers,452095,4,5,8,False,2019-06-30,Stolen,2B
3039,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,656546,Jeff Hoffman,460576,Carlos Gómez,R,Chris Iannetta,455104,4,0,4,False,2019-06-09,Stolen,2B
3214,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,520980,Pedro Báez,592789,Noah Syndergaard,R,Russell Martin,431145,3,6,6,True,2019-05-29,Caught,2B
3633,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,592865,Taylor Williams,643446,Jeff McNeil,R,Yasmani Grandal,518735,2,3,18,True,2019-05-04,Stolen,2B
5518,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,621345,A.J. Minter,624424,Michael Conforto,L,Tyler Flowers,452095,4,5,8,False,2019-06-30,Stolen,2B
5882,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,656546,Jeff Hoffman,460576,Carlos Gómez,R,Chris Iannetta,455104,4,0,4,False,2019-06-09,Stolen,2B
6057,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,520980,Pedro Báez,592789,Noah Syndergaard,R,Russell Martin,431145,3,6,6,True,2019-05-29,Caught,2B
6476,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,592865,Taylor Williams,643446,Jeff McNeil,R,Yasmani Grandal,518735,2,3,18,True,2019-05-04,Stolen,2B
7442,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,621345,A.J. Minter,624424,Michael Conforto,L,Tyler Flowers,452095,4,5,8,False,2019-06-30,Stolen,2B
7806,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,656546,Jeff Hoffman,460576,Carlos Gómez,R,Chris Iannetta,455104,4,0,4,False,2019-06-09,Stolen,2B
7981,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,520980,Pedro Báez,592789,Noah Syndergaard,R,Russell Martin,431145,3,6,6,True,2019-05-29,Caught,2B
8400,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,592865,Taylor Williams,643446,Jeff McNeil,R,Yasmani Grandal,518735,2,3,18,True,2019-05-04,Stolen,2B
647,2B,3B,Stolen Base 3B,588751,Adeiny Hechavarría,503285,Darren O'Day,621002,Daniel Robertson,R,Chance Sisco,642082,4,2,8,False,2017-09-30,Stolen,3B
828,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,452657,Jon Lester,527049,César Puello,L,Willson Contreras,575929,1,0,2,False,2017-09-20,Stolen,2B
913,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,519144,Rick Porcello,595281,Kevin Kiermaier,R,Christian Vázquez,543877,0,1,3,False,2017-09-16,Caught,2B
1307,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,446399,Brett Cecil,595281,Kevin Kiermaier,L,Yadier Molina,425877,3,7,9,True,2017-08-25,Stolen,2B
1598,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,580792,Nick Goody,605480,Mallex Smith,R,Yan Gomes,543228,1,1,8,False,2017-08-10,Stolen,2B
5195,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,407793,John Lackey,543829,Dee Strange-Gordon,R,Miguel Montero,471083,1,3,7,True,2016-08-03,Stolen,2B
15,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,475115,Tyson Ross,400085,Ichiro Suzuki,R,Austin Hedges,595978,0,0,3,True,2015-07-23,Stolen,2B
142,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,605388,Adam Morgan,592885,Christian Yelich,L,Cameron Rupp,519237,0,0,4,True,2015-07-17,Stolen,2B
379,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,285064,Ryan Vogelsong,542303,Marcell Ozuna,R,Andrew Susac,572180,4,2,5,False,2015-06-30,Stolen,2B
774,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,543734,Chris Rusin,445988,Martín Prado,L,Nick Hundley,460026,3,0,2,False,2015-06-11,Stolen,2B
1250,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,543339,Daniel Hudson,400085,Ichiro Suzuki,R,Tuffy Gosewisch,488912,2,2,7,False,2015-05-19,Caught,2B
1838,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,472610,Luis García,456781,Donovan Solano,R,Carlos Ruiz,434563,1,1,7,True,2015-04-22,Stolen,2B
2324,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,502578,Aaron Barrett,592885,Christian Yelich,R,Wilson Ramos,467092,6,10,7,True,2014-09-26,Caught,2B
3578,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,430589,Chad Qualls,592885,Christian Yelich,R,Jason Castro,488771,3,5,9,True,2014-07-26,Stolen,2B
3592,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,407842,Jose Veras,425772,Jeff Mathis,R,Jason Castro,488771,0,2,9,True,2014-07-25,Stolen,2B
3780,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,594798,Jacob deGrom,519317,Giancarlo Stanton,R,Anthony Recker,489232,4,1,6,True,2014-07-13,Stolen,2B
4327,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,453562,Jake Arrieta,431171,Casey McGehee,R,John Baker,434633,1,1,3,False,2014-06-18,Stolen,2B
4604,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,434663,Juan Carlos Oviedo,448296,Ed Lucas,R,José Molina,150040,3,5,9,True,2014-06-04,Stolen,2B
4823,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,592804,Tyler Thornburg,425557,Jeff Baker,R,Jonathan Lucroy,518960,2,0,7,False,2014-05-24,Stolen,2B
4932,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,285064,Ryan Vogelsong,592885,Christian Yelich,R,Buster Posey,457763,0,0,1,True,2014-05-18,Caught,2B
5455,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,421685,Aaron Harang,592885,Christian Yelich,R,Gerald Laird,408042,0,0,3,True,2014-04-23,Caught,2B
5570,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,432934,Chris Young,543135,Nathan Eovaldi,R,Mike Zunino,572287,2,2,2,False,2014-04-18,Caught,2B
5880,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,543698,Donn Roach,425557,Jeff Baker,R,Yasmani Grandal,518735,7,2,6,False,2014-04-04,Stolen,2B
80,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,502578,Aaron Barrett,592885,Christian Yelich,R,Wilson Ramos,467092,6,10,7,True,2014-09-26,Caught,2B
1334,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,430589,Chad Qualls,592885,Christian Yelich,R,Jason Castro,488771,3,5,9,True,2014-07-26,Stolen,2B
1348,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,407842,Jose Veras,425772,Jeff Mathis,R,Jason Castro,488771,0,2,9,True,2014-07-25,Stolen,2B
1536,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,594798,Jacob deGrom,519317,Giancarlo Stanton,R,Anthony Recker,489232,4,1,6,True,2014-07-13,Stolen,2B
2083,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,453562,Jake Arrieta,431171,Casey McGehee,R,John Baker,434633,1,1,3,False,2014-06-18,Stolen,2B
2360,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,434663,Juan Carlos Oviedo,448296,Ed Lucas,R,José Molina,150040,3,5,9,True,2014-06-04,Stolen,2B
2579,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,592804,Tyler Thornburg,425557,Jeff Baker,R,Jonathan Lucroy,518960,2,0,7,False,2014-05-24,Stolen,2B
2688,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,285064,Ryan Vogelsong,592885,Christian Yelich,R,Buster Posey,457763,0,0,1,True,2014-05-18,Caught,2B
3211,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,421685,Aaron Harang,592885,Christian Yelich,R,Gerald Laird,408042,0,0,3,True,2014-04-23,Caught,2B
3326,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,432934,Chris Young,543135,Nathan Eovaldi,R,Mike Zunino,572287,2,2,2,False,2014-04-18,Caught,2B
3636,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,543698,Donn Roach,425557,Jeff Baker,R,Yasmani Grandal,518735,7,2,6,False,2014-04-04,Stolen,2B
1160,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,407793,John Lackey,543829,Dee Strange-Gordon,R,Miguel Montero,471083,1,3,7,True,2016-08-03,Stolen,2B
19,2B,3B,Stolen Base 3B,588751,Adeiny Hechavarría,503285,Darren O'Day,621002,Daniel Robertson,R,Chance Sisco,642082,4,2,8,False,2017-09-30,Stolen,3B
200,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,452657,Jon Lester,527049,César Puello,L,Willson Contreras,575929,1,0,2,False,2017-09-20,Stolen,2B
285,1B,,Caught Stealing 2B,588751,Adeiny Hechavarría,519144,Rick Porcello,595281,Kevin Kiermaier,R,Christian Vázquez,543877,0,1,3,False,2017-09-16,Caught,2B
679,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,446399,Brett Cecil,595281,Kevin Kiermaier,L,Yadier Molina,425877,3,7,9,True,2017-08-25,Stolen,2B
970,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,580792,Nick Goody,605480,Mallex Smith,R,Yan Gomes,543228,1,1,8,False,2017-08-10,Stolen,2B
4567,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,407793,John Lackey,543829,Dee Strange-Gordon,R,Miguel Montero,471083,1,3,7,True,2016-08-03,Stolen,2B
