,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,2B,3B,Stolen Base 3B,458085,Chris Coghlan,425532,Jerome Williams,452657,Jon Lester,R,Cameron Rupp,519237,0,0,2,False,2015-07-24,Stolen,3B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,458085,Chris Coghlan,491646,Jeanmar Gómez,516770,Starlin Castro,R,Cameron Rupp,519237,3,2,8,False,2015-07-24,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,446386,Brandon Guyer,472610,Luis García,523253,Logan Forsythe,R,Cameron Rupp,519237,5,3,7,True,2015-07-20,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,588751,Adeiny Hechavarría,605388,Adam Morgan,592885,Christian Yelich,L,Cameron Rupp,519237,0,0,4,True,2015-07-17,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,457727,Cameron Maybin,518617,Jake Diekman,455976,Nick Markakis,L,Cameron Rupp,519237,9,5,8,False,2015-07-04,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
5,5,5,5,5,5,5,5,1B,,Caught Stealing 2B,467827,Gerardo Parra,451532,Chad Billingsley,518960,Jonathan Lucroy,R,Cameron Rupp,519237,2,5,4,True,2015-07-02,Caught,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,457787,Danny Espinosa,542587,Elvis Araujo,462564,Dan Uggla,L,Cameron Rupp,519237,2,5,9,True,2015-06-26,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,455759,Chris Young,457711,Sean O'Sullivan,458731,Brett Gardner,R,Cameron Rupp,519237,3,6,4,False,2015-06-23,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,592518,Manny Machado,421685,Aaron Harang,517370,Jimmy Paredes,R,Cameron Rupp,519237,0,0,4,False,2015-06-15,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,453923,Grégor Blanco,457711,Sean O'Sullivan,285064,Ryan Vogelsong,R,Cameron Rupp,519237,0,1,2,True,2015-06-07,Stolen,2B,2015,2017,27.2,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
