,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,542932,Jon Berti,543294,Kyle Hendricks,500743,Miguel Rojas,R,Willson Contreras,575929,0,0,5,True,2020-09-30,Stolen,2B,2020,2021,29.9
1,1B,2B,Stolen Base 2B,542932,Jon Berti,572193,Ryan Tepera,500743,Miguel Rojas,R,Willson Contreras,575929,1,5,8,True,2020-09-30,Stolen,2B,2020,2021,29.9
2,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,452657,Jon Lester,641553,Adam Engel,L,Willson Contreras,575929,1,1,2,False,2020-09-26,Stolen,2B,2020,2021,29.9
3,1B,,Caught Stealing 2B,543510,James McCann,592094,Jason Adam,641553,Adam Engel,R,Willson Contreras,575929,7,5,5,False,2020-09-26,Caught,2B,2020,2021,29.9
4,1B,2B,Stolen Base 2B,663611,Nick Madrigal,592094,Jason Adam,641313,Tim Anderson,R,Willson Contreras,575929,7,5,6,False,2020-09-26,Stolen,2B,2020,2021,29.9
5,1B,,Caught Stealing 2B,595909,Jake Cave,543294,Kyle Hendricks,503556,Marwin Gonzalez,R,Willson Contreras,575929,1,0,2,True,2020-09-18,Caught,2B,2020,2021,29.9
6,1B,2B,Stolen Base 2B,541645,Avisaíl García,452657,Jon Lester,592885,Christian Yelich,L,Willson Contreras,575929,0,0,3,False,2020-09-11,Stolen,2B,2020,2021,29.9
7,1B,,Caught Stealing 2B,541645,Avisaíl García,452657,Jon Lester,669374,Keston Hiura,L,Willson Contreras,575929,0,0,5,False,2020-09-11,Caught,2B,2020,2021,29.9
8,1B,2B,Stolen Base 2B,673451,Shogo Akiyama,640470,Adbert Alzolay,571718,Brian Goodwin,R,Willson Contreras,575929,0,3,2,True,2020-09-10,Stolen,2B,2020,2021,29.9
9,1B,2B,Stolen Base 2B,673451,Shogo Akiyama,640470,Adbert Alzolay,663886,Tyler Stephenson,R,Willson Contreras,575929,0,3,4,True,2020-09-10,Stolen,2B,2020,2021,29.9
10,1B,2B,Stolen Base 2B,595375,JT Riddle,592094,Jason Adam,571974,John Ryan Murphy,R,Willson Contreras,575929,4,2,6,False,2020-09-03,Stolen,2B,2020,2021,29.9
11,1B,2B,Stolen Base 2B,673451,Shogo Akiyama,607067,Colin Rea,458015,Joey Votto,R,Willson Contreras,575929,0,0,3,False,2020-08-30,Stolen,2B,2020,2021,29.9
12,2B,,Caught Stealing 3B,676480,Jose Barrero,640470,Adbert Alzolay,592200,Curt Casali,R,Willson Contreras,575929,4,3,4,False,2020-08-29,Caught,3B,2020,2021,29.9
13,1B,2B,Caught Stealing 3B,673451,Shogo Akiyama,640470,Adbert Alzolay,592200,Curt Casali,R,Willson Contreras,575929,4,3,4,False,2020-08-29,Caught,3B,2020,2021,29.9
14,1B,2B,Stolen Base 2B,592348,Niko Goodrum,518886,Craig Kimbrel,457727,Cameron Maybin,R,Willson Contreras,575929,7,3,8,False,2020-08-26,Stolen,2B,2020,2021,29.9
15,1B,2B,Stolen Base 2B,592348,Niko Goodrum,543022,Tyler Chatwood,457727,Cameron Maybin,R,Willson Contreras,575929,2,0,1,False,2020-08-25,Stolen,2B,2020,2021,29.9
16,1B,,Caught Stealing 2B,600869,Jeimer Candelario,500779,Jose Quintana,592444,JaCoby Jones,L,Willson Contreras,575929,2,0,5,False,2020-08-25,Caught,2B,2020,2021,29.9
17,1B,,Caught Stealing 2B,669374,Keston Hiura,452657,Jon Lester,592885,Christian Yelich,L,Willson Contreras,575929,3,5,5,True,2020-08-16,Caught,2B,2020,2021,29.9
