,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,189,1B,2B,Stolen Base 2B,572204,Trayce Thompson,664776,Jake Cousins,542364,Rafael Ortega,R,Omar Narváez,553882,2,1,7,True,2021-09-19,Stolen,2B,2021,2022,27.7,2022,27.7,2022,27.7,2022,27.7,2022,27.7
1,1,1,1,1,209,2B,3B,Stolen Base 3B,572204,Trayce Thompson,623352,Josh Hader,621550,Patrick Wisdom,L,Manny Piña,444489,6,4,9,True,2021-09-18,Stolen,3B,2021,2022,27.7,2022,27.7,2022,27.7,2022,27.7,2022,27.7
2,2,2,2,2,2113,1B,2B,Stolen Base 2B,572204,Trayce Thompson,664776,Jake Cousins,542364,Rafael Ortega,R,Omar Narváez,553882,2,1,7,True,2021-09-19,Stolen,2B,2021,2022,27.7,2022,27.7,2022,27.7,2022,27.7,2022,27.7
3,3,3,3,3,2133,2B,3B,Stolen Base 3B,572204,Trayce Thompson,623352,Josh Hader,621550,Patrick Wisdom,L,Manny Piña,444489,6,4,9,True,2021-09-18,Stolen,3B,2021,2022,27.7,2022,27.7,2022,27.7,2022,27.7,2022,27.7
4,4,4,4,4,371,1B,2B,Stolen Base 2B,572204,Trayce Thompson,445276,Kenley Jansen,607208,Trea Turner,R,Travis d'Arnaud,518595,2,2,9,True,2022-06-26,Stolen,2B,2022,2023,27.3,2023,27.3,2023,27.3,2023,27.3,2023,27.3
5,5,5,5,5,1457,1B,,Caught Stealing 2B,572204,Trayce Thompson,592390,Heath Hembree,673490,Ha-Seong Kim,R,Andrew Knapp,595284,3,6,6,True,2022-04-29,Caught,2B,2022,2023,27.3,2023,27.3,2023,27.3,2023,27.3,2023,27.3
6,6,6,6,6,45,2B,3B,Stolen Base 3B,572204,Trayce Thompson,608379,Michael Wacha,448306,James Shields,R,Yadier Molina,425877,1,0,4,True,2018-05-01,Stolen,3B,2018,2021,28.1,2021,28.1,2021,28.1,2021,28.1,2021,28.1
7,7,7,7,7,5820,1B,2B,Stolen Base 2B,572204,Trayce Thompson,502624,Chase Anderson,518735,Yasmani Grandal,R,Jonathan Lucroy,518960,0,2,2,True,2016-06-28,Stolen,2B,2016,2017,28.2,2017,28.2,2017,28.2,2017,28.2,2017,28.2
8,8,8,8,8,5821,2B,3B,Stolen Base 2B,572204,Trayce Thompson,502624,Chase Anderson,518735,Yasmani Grandal,R,Jonathan Lucroy,518960,0,2,2,True,2016-06-28,Stolen,2B,2016,2017,28.2,2017,28.2,2017,28.2,2017,28.2,2017,28.2
9,9,9,9,9,6257,1B,2B,Stolen Base 2B,572204,Trayce Thompson,502032,Bud Norris,435062,Howie Kendrick,R,Tyler Flowers,452095,1,0,4,False,2016-06-04,Stolen,2B,2016,2017,28.2,2017,28.2,2017,28.2,2017,28.2,2017,28.2
