,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-09-18,Stolen,2B,2020,2021,27.2
1,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-08-12,Stolen,2B,2020,2021,27.2
2,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-09-18,Stolen,2B,2020,2021,27.2
3,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-08-12,Stolen,2B,2020,2021,27.2
4,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-09-18,Stolen,2B,2020,2021,27.2
5,1B,2B,Stolen Base 2B,570256,Gregory Polanco,594965,Daniel Ponce de Leon,570481,Erik González,R,Matt Wieters,446308,0,0,4,True,2020-08-12,Stolen,2B,2020,2021,27.2
6,1B,2B,Stolen Base 2B,641796,Tim Locastro,594577,Mike Mayers,501659,Abraham Almonte,R,Matt Wieters,446308,2,0,2,False,2019-09-25,Stolen,2B,2019,2020,27.5
7,1B,2B,Stolen Base 2B,516782,Starling Marte,643778,Tyler Webb,605137,Josh Bell,L,Matt Wieters,446308,2,2,6,True,2019-08-09,Stolen,2B,2019,2020,27.5
8,1B,2B,Stolen Base 2B,457759,Justin Turner,608379,Michael Wacha,669257,Will Smith,R,Matt Wieters,446308,3,0,3,False,2019-08-05,Stolen,2B,2019,2020,27.5
9,1B,,Caught Stealing 2B,543760,Marcus Semien,641712,Dakota Hudson,543257,Robbie Grossman,R,Matt Wieters,446308,4,0,4,False,2019-08-03,Caught,2B,2019,2020,27.5
10,2B,3B,Stolen Base 3B,595879,Javier Báez,643778,Tyler Webb,664023,Ian Happ,L,Matt Wieters,446308,0,2,8,True,2019-07-31,Stolen,3B,2019,2020,27.5
