,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,291,1B,2B,Stolen Base 2B,656976,Pavin Smith,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5
1,1,1,1,1,1,1,1,3134,1B,2B,Stolen Base 2B,656976,Pavin Smith,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5
2,2,2,2,2,2,2,2,5058,1B,2B,Stolen Base 2B,656976,Pavin Smith,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5,2021,26.5
3,3,3,3,3,3,3,3,2373,1B,2B,Stolen Base 2B,656976,Pavin Smith,571710,Mychal Givens,452678,Asdrúbal Cabrera,R,Dom Nuñez,624513,5,7,7,False,2021-05-01,Stolen,2B,2021,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6
4,4,4,4,4,4,4,4,4297,1B,2B,Stolen Base 2B,656976,Pavin Smith,571710,Mychal Givens,452678,Asdrúbal Cabrera,R,Dom Nuñez,624513,5,7,7,False,2021-05-01,Stolen,2B,2021,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6,2022,26.6
5,5,5,5,5,5,5,5,2314,1B,2B,Stolen Base 2B,656976,Pavin Smith,656730,Trevor Megill,656896,Emmanuel Rivera,R,William Contreras,661388,1,5,9,True,2023-06-21,Stolen,2B,2023,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4
6,6,6,6,6,6,6,6,2727,1B,,Caught Stealing 2B,656976,Pavin Smith,675911,Spencer Strider,682998,Corbin Carroll,R,Sean Murphy,669221,0,1,3,False,2023-06-03,Caught,2B,2023,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4
7,7,7,7,7,7,7,7,6728,1B,2B,Stolen Base 2B,656976,Pavin Smith,656730,Trevor Megill,656896,Emmanuel Rivera,R,William Contreras,661388,1,5,9,True,2023-06-21,Stolen,2B,2023,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4
8,8,8,8,8,8,8,8,7141,1B,,Caught Stealing 2B,656976,Pavin Smith,675911,Spencer Strider,682998,Corbin Carroll,R,Sean Murphy,669221,0,1,3,False,2023-06-03,Caught,2B,2023,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4,2024,26.4
9,9,9,9,9,9,9,9,1438,1B,2B,Stolen Base 2B,656976,Pavin Smith,571945,Miles Mikolas,656669,Jordan Luplow,R,Yadier Molina,425877,0,0,6,True,2022-04-30,Stolen,2B,2022,2023,26.2,2023,26.2,2023,26.2,2023,26.2,2023,26.2,2023,26.2,2023,26.2,2023,26.2
