,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,154,1B,2B,Stolen Base 2B,671221,Drew Waters,519151,Ryan Pressly,682515,Logan Porter,R,Yainer Diaz,673237,5,6,9,True,2023-09-24,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
1,1,1,1,1,1,177,1B,,Caught Stealing 2B,671221,Drew Waters,641585,J.P. France,680418,Tyler Cropley,R,Yainer Diaz,673237,0,1,2,True,2023-09-23,Caught,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
2,2,2,2,2,2,259,1B,2B,Stolen Base 2B,671221,Drew Waters,675916,James Karinchak,682515,Logan Porter,R,David Fry,681807,4,2,6,False,2023-09-20,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
3,3,3,3,3,3,260,2B,3B,Stolen Base 3B,671221,Drew Waters,675916,James Karinchak,672580,Maikel Garcia,R,David Fry,681807,4,2,6,False,2023-09-20,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
4,4,4,4,4,4,422,1B,2B,Stolen Base 2B,671221,Drew Waters,607481,Aaron Bummer,664728,Kyle Isbel,L,Yasmani Grandal,518735,0,2,7,True,2023-09-13,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
5,5,5,5,5,5,615,1B,2B,Stolen Base 2B,671221,Drew Waters,657053,Touki Toussaint,664728,Kyle Isbel,R,Korey Lee,686676,0,0,2,False,2023-09-06,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
6,6,6,6,6,6,712,1B,2B,Stolen Base 2B,671221,Drew Waters,445276,Kenley Jansen,680118,Dairon Blanco,R,Connor Wong,657136,3,7,9,False,2023-09-03,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
7,7,7,7,7,7,962,1B,2B,Stolen Base 2B,671221,Drew Waters,666205,Kyle Muller,680118,Dairon Blanco,L,Shea Langeliers,669127,0,4,6,True,2023-08-23,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
8,8,8,8,8,8,981,1B,2B,Stolen Base 2B,671221,Drew Waters,663687,Hogan Harris,664728,Kyle Isbel,L,Shea Langeliers,669127,5,2,4,True,2023-08-22,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
9,9,9,9,9,9,1087,1B,2B,Stolen Base 2B,671221,Drew Waters,592791,Jameson Taillon,676369,Nelson Velázquez,R,Yan Gomes,543228,0,0,3,True,2023-08-18,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
10,10,10,10,10,10,1152,1B,,Caught Stealing 2B,671221,Drew Waters,669302,Logan Gilbert,672580,Maikel Garcia,R,Cal Raleigh,663728,3,0,4,False,2023-08-14,Caught,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
11,11,11,11,11,11,1294,1B,2B,Stolen Base 2B,671221,Drew Waters,687798,Nick Robertson,664728,Kyle Isbel,R,Connor Wong,657136,2,7,7,True,2023-08-08,Stolen,2B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
12,12,12,12,12,12,1314,2B,3B,Stolen Base 3B,671221,Drew Waters,678394,Brayan Bello,680118,Dairon Blanco,R,Reese McGuire,624512,1,0,5,True,2023-08-07,Stolen,3B,2023,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0,2024,28.0
