,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,645277,Ozzie Albies,600921,Andrés Machado,663586,Austin Riley,R,Drew Millas,686452,1,5,4,True,2023-09-21,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,676265,Cory Abbott,645277,Ozzie Albies,R,Drew Millas,686452,1,6,5,True,2023-09-21,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
2,2,2,2,2,2,2,1B,,Caught Stealing 2B,641313,Tim Anderson,671131,Jackson Rutledge,673357,Luis Robert Jr.,R,Drew Millas,686452,0,0,3,True,2023-09-19,Caught,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,592192,Mark Canha,571578,Patrick Corbin,467793,Carlos Santana,L,Drew Millas,686452,0,1,3,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,592192,Mark Canha,571578,Patrick Corbin,661388,William Contreras,L,Drew Millas,686452,0,1,6,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,668930,Brice Turang,640448,Kyle Finnegan,642715,Willy Adames,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,668930,Brice Turang,640448,Kyle Finnegan,655316,Andruw Monasterio,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,3B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,642715,Willy Adames,640448,Kyle Finnegan,655316,Andruw Monasterio,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,678225,Ji Hwan Bae,671131,Jackson Rutledge,668804,Bryan Reynolds,R,Drew Millas,686452,7,1,4,False,2023-09-13,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,640448,Kyle Finnegan,650559,Bryan De La Cruz,R,Drew Millas,686452,4,6,9,True,2023-09-03,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,645277,Ozzie Albies,600921,Andrés Machado,663586,Austin Riley,R,Drew Millas,686452,1,5,4,True,2023-09-21,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,676265,Cory Abbott,645277,Ozzie Albies,R,Drew Millas,686452,1,6,5,True,2023-09-21,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
12,12,12,12,12,12,12,1B,,Caught Stealing 2B,641313,Tim Anderson,671131,Jackson Rutledge,673357,Luis Robert Jr.,R,Drew Millas,686452,0,0,3,True,2023-09-19,Caught,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
13,13,13,13,13,13,13,1B,2B,Stolen Base 2B,592192,Mark Canha,571578,Patrick Corbin,467793,Carlos Santana,L,Drew Millas,686452,0,1,3,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
14,14,14,14,14,14,14,1B,2B,Stolen Base 2B,592192,Mark Canha,571578,Patrick Corbin,661388,William Contreras,L,Drew Millas,686452,0,1,6,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
15,15,15,15,15,15,15,1B,2B,Stolen Base 2B,668930,Brice Turang,640448,Kyle Finnegan,642715,Willy Adames,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
16,16,16,16,16,16,16,2B,3B,Stolen Base 3B,668930,Brice Turang,640448,Kyle Finnegan,655316,Andruw Monasterio,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,3B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
17,17,17,17,17,17,17,1B,2B,Stolen Base 2B,642715,Willy Adames,640448,Kyle Finnegan,655316,Andruw Monasterio,R,Drew Millas,686452,1,1,9,False,2023-09-17,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
18,18,18,18,18,18,18,1B,2B,Stolen Base 2B,678225,Ji Hwan Bae,671131,Jackson Rutledge,668804,Bryan Reynolds,R,Drew Millas,686452,7,1,4,False,2023-09-13,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
19,19,19,19,19,19,19,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,640448,Kyle Finnegan,650559,Bryan De La Cruz,R,Drew Millas,686452,4,6,9,True,2023-09-03,Stolen,2B,2023,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2,2024,27.2
